Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Eviction Clinic,719-471-0380,coloradolegalservices.org,270 S Tejon Room W-163 80903,Tuesday and Thursday 8:30-11:30am
Expunge Colorado,,expungecolorado.org,,An nfp that helps finance pro bono legal services for record sealing
Expunge Records B,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/petition-expunge-court-records,,
Expunge Records D,,Expungement- https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/petition-expunge-court-records,,
Fact Net,,factnet.org,,"non-profit educating on global warming, social justice, cults"
Family Court Facilitators,,https://www.courts.state.co.us/userfiles/file/Self_Help/FamilyCourtFacilitators/FCF%20List%208_18_16.pdf, ,List fo all CO family court facilitators
"Family Crisis Services, Inc.",719-275-2429,https://www.familycrisisonline.org/,"Canon City, CO","24/7 crisis line, advocacy, emergency shelter, legal information & support, counseling, education, & emergency room support"
Family First Supervised Visitation and Exchange Services,719-358-0356,https://www.alignable.com/colorado-springs-co/family-first-supervised-visitation-exchange-services,1935 E Bijou St,"Ideal clients are those parents and/or guardians who are going through difficult times, be it Divorce, Separation, incidence of Domestic Violence or other situation of a criminal nature, where a need for a third party to supervised parenting time. Referrals can be court ordered or voluntary.."
Family Tree,303-420-6752,www.thefamilytree.org,"Denver, CO","24/7 crisis line, emergency shelter, legal advocacy, advocacy, parenting & housing support"
Federal guide to Financial Counseling,,https://www.cob.uscourts.gov/credit-counseling-debtor-education-courses, ,Debtor and credit counseling
Forge Evolution,719-475-7815 fax: 719-385-6202,https://forgeevolution.org/,"224 E Kiowa St Rm 230, Colorado Springs, CO 80903",Colorado Springs Teen Court; offers expungement of records for teens that finish their program. Resources that help prevent recidivism. Services covered by medicaid and chp and sliding scale; counseling in-person and telehealth; case management to teen and families.
Fountain Housing Authority,719-382-5630,https://fountainhousingauthority.colorado.gov/,"501 E Iowa Ave, Fountain, CO 80817","Fountain Colorado website shows if any waitlists are accepting applications for vouchers or not, Housing Choice Voucher Program, Grinde Manor (low rent public housing), Fountain Townhomes, Fountain Mesa Court Townhomes"
Fraud & welfare fraud reporting,719-651-7953,reportwelfarefraud@elpasoco.com,1675 Garden of the Gods Rd,If someone is misusing your benefits/has stolen them
Free Legal Self-Help Clinic,719-531-633 ext 6058,https://research.ppld.org/ld.php?content_id=24825260,"Fountain Library 230 S Main St, Fountain, CO 80817","3:30-5:00 pm first Monday of every month SIGN UP SHEET, call phone number"
Gateway Battered Women’s Services,303-343-1851,https://gatewayshelter.org/,"Aurora, CO","24/7 crisis line, emergency shelter & extended stay care, court advocacy, & non-residential counseling"
Homeless Outreach Court,,,,Court that has the goal of fixing homelessness instead of charging and detaining the people
"HUD Good Neighbor Next Door Program for Law Enforcement Officers, Teachers, Firefighters, and EMTs", ,hug.gov/program_offices/housing/sfh/reo/goodn/gnndabot,,"Limited to specific HUD-owned properties located in designated Revitilization Areas, Max amount: up to 50% discount off list price of the home, deferred 3 year forgivable loan (no repayment), after 3 years you can sell the home and keep any equity/appreciation, if you leave the employment nothing changes as long as you live there for 36 months"
I Matter,,https://imattercolorado.org/,,"Connects youth 18 and younger (and 21 ad younger for those receiving special education services) with a licensed therapist for up to 6 free counseling sessions! No insurance, credit card, or legal status information is required. In person and online."
Immigrant Hope,,immigranthope.org,,Immigration based Legal services
"Intervention, inc.",303-450-6000,int-cjs.org/c3,https://www.int-cjs.org/locations    ,"addiction recovery, mental health, photo id/dL, medicaid, medical/dental, housing resources, sober living, peer support specialists, job search assistance, food and clothing, transportation, GED, trade/life skills, financial management, veterans assistance, legal resources"
JBits Sign Up,,https://www.jbits.courts.state.co.us/pas/pubaccess/govaccess.cfm, ,Alternative to looking up SID number via probation/etc; looking up any pre-approved visitors
Justice Center C/S,719-473-6212,https://www.justicecentercos.org/apply    media@justicecentercos.org ,,Lawyer Referral: No court date within 6 weeks; priority persons: survivors of family violence; honorably discharged vets and dependants; active duty members; persons with disabilities; senior citizens; immigrants and refugees; persons with landlord/tenant issues
Kingdom Builders,719-247-8190 Crisis Line 24/7: 719-464-4647,info@kbflc.org,"411 Lakewood Cir, Ste C-201 C/S, CO, 80910","Advocacy Services for domestic or sexual violence survivors: one-on-one support; safety plans; education about violence; support groups; financial, legal, and housing options; referrals for additional support services"
Korey Wise Innocence Project,,https://www.colorado.edu/outreach/korey-wise-innocence-project/,,The Korey Wise Innocence Project (KWIP) at Colorado Law works to exonerate the wrongfully convicted in Colorado. We also advocate for reforms to prevent future injustices. Offer free litigation. Must put in an application
Law Enforcement Assissted Diversion LEAD Program,303-877-2752,https://bha.colorado.gov/behavioral-health/LEAD     camille.ferran@state.co.us,Times they help: Low-level controlled substance-related and/or prostitution offenses and whom have been repeatedly involved with law enforcement. Continued and/or increased engagement with the criminal justice system due to behaviors and patterns associated with unmet behavioral health needs.,"Locations the program is in effect: Cities: Alamosa (covering the San Luis Valley), Denver, Longmont, Counties: Pueblo, Denver"
Legal Assistance (JAG) for military,719-526-6240,https://home.army.mil/carson/support-services/staff-judge-advocate/legal-assistance,Bldg 6222,"The Fort Carson Office of the Staff Judge Advocate Legal Assistance Office provides world class legal advice and service to America's past, present and future warriors and their dependents."
Life Extension LLC (katrina Chatfield),719-232-4854,lifeextensionllc@gmail.com,,Life Skills Worker (highly recommended by the courts)
Loaves and Fishes Ministry,719-275-0593,lfministries.org/,"241 Justice Center Rd, Canon City, CO, 81212", 
Lutheran Family Services,719-227-7571,https://www.lfsrm.org/,"108 East St Vrain St, Ste 21, C/S, CO 80903   1515 N Cascade, Colorado Springs, CO 80907","Adoption, pregnancy options, disaster relief, foster care, family support and education, immigration legal services, older adult program, refugees and asylee"
Mile High Behavioral Health,303-825-8113,,"4242 Delaware St, Denver 80216","OP Co-occuring, shelter"
NAMI National Alliance for Mental Illness,303-321-3104,https://namicolorado.org/law-line/,303-321-3104,They take your information to their legal team and give you advice on your situation
National Association for Rational Sexual Offense Laws ,,narsol.org,,Against the registry
National Domestic Violence Hotline,800-799-7233 SAFE,,,"deaf, native american/indigenous, local, legal resources"
Neighborhood Justice Center,,https://www.4thjudicialda.com/NeighborhoodJustice.html   daonjc_info@elpasoco.com ,"105 East Vermijo Ave, 2nd Floor, Room 230",Mediation services for clients that are going in for a court case to express their role and perspective in order to possibly avoid it going to court for the person's issues and concerns.
Next Chapter,719-930-6811   888-719-8387,https://www.nextchapterhouse.com/   nextchapter@mtcarmelcenter.org,"530 Communication Cir C/S, CO 80905","Community wellness program serving vets and their families; Health: counseling services, telehealth therapy, support groups, alternative therapies, retreats; Transition and employment: military career transition, employment workshops, milSpouse Career Program, Vet job coaching, community partnership resources; Services: Housing and food aid, financial coaching and assistance, education programs, legal support, homeless vet outreach"
PACT ACT,,,,2022 law that widened access to benefits for veterans care that were exposed to burn pits during thier deployments get extra tx help wth the resulting cancer
Parole Continuity of Care Referral and tx coord. framework,,CDOC Parole Continuity of Care Referral and Treatment Coordination Framework.pdf,,How parole should work on building up parole clients treatment so there's no big gap in care
Parole House Referral,719-445-1994,rockenterprize5150@gmail.com,"Community Anchor Academy will give you a referral, just ask for Mr. Rock","Can offer housing to those on parole/off parole in last year housing referral can get in easily, no $ up front"
Parole Officer for ISP-I,303-681-5786,Juan.Sauceda@state.co.us,,
Parole Vouchers/Free,,,,"Vouchers for bus passes and Hazelbrook, if out of replacement social security cards the PO can write a letter requesting one. Give out a free phone on Thursdays"
"PeaceWorks, Inc.",303-838-8181,https://peaceworksinc.co/,"Park & Jefferson Counties, CO","24/7 crisis line, emergency shelter, legal support, advocacy, emergency pet shelter, mobile advocacy, therapy, support groups, & education"
Pikes Peak Justice and Peace Commission,,peakjpc.org,,Teaches the community about homelessness and affordable housing as well as teaching and hosting peaceful protests
Porchlight,720-853-8850,https://www.porchlightfjc.org/,"Lakewood, CO","Legal advocacy, resources, & referrals"
Prison Reentry Resource Packet,,https://www.justice.gov/archive/fbci/docs/fed-prisoner-reentry-resources.pdf,,
Probation,719-452-5900,,270 S Tejon St 80903,probationy reasons
Project Hope of Gunnison Valley,970-275-1193,https://www.hope4gv.org/,"Gunnison, CO","24/7 crisis line, emergency shelter, resources, transportation, advocacy, financial assistance, legal aid, housing, counseling, support groups"
Project Safeguard,720-618-3482,https://psghelps.org/,"Denver, CO",Legal advocacy assistance
Public Defenders,719-475-1235 fax: 719-475-1476,https://www.coloradodefenders.us/offices/colorado-springs/,"30 E Pikes Peak Ave, Ste 200, C/S, CO, 80903",Public defenders office
Re-entry for Parolees Contact Info,,,,
Response,970-925-7233,https://responsehelps.org/,"Aspen, CO","24/7 crisis line, emergency shelter, court accompaniment, advocacy, sexual harassment assistance, medical accompaniment, immigration assistance, & education"
Restitution,,"Motion to Modify (2 links): https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20242%20Notice%20of%20Direct%20Payment%20of%20Restitution-Motion%20to%20Modify%20Restitution.docx
https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20242%20Notice%20of%20Direct%20Payment%20of%20Restitution-Motion%20to%20Modify%20Restitution.pdf ","Order to Modify (two links): https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20243%20Order%20to%20Modify%20Restitution%20Due%20to%20Settlement%20Agreement%20R8%2017.docx
https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20243%20Order%20to%20Modify%20Restitution%20Due%20to%20Settlement%20Agreement%20R8%2017.pdf",Waiver Forms: https://www.coloradojudicial.gov/financial-services/office-restitution-services
Rocky Mountain Immigrant Advocacy network,303-433-2812,https://www.rmian.org/,"7301 Federal Blvd, Ste 300 Westminster, CO 80030","RMIAN is a nonprofit organization that serves low-income adults and children in immigration proceedings. RMIAN promotes knowledge of legal rights, provides effective representation to ensure due process, works to improve detention conditions, and promotes a more humane immigration system, including alternatives to detention."
Rocky Mountain Victim Law Center,303-295-2001,https://www.rmvictimlaw.org/,"11100 W 8th ave, ste 200, Lakewood CO 80215","Law firm (nfp) providing free legal services to victims of crime in Colorado through our victim rights legal services, legal information network of colorado and title IX programs"
Rose Andom Center,720-337-4400,https://roseandomcenter.org/,"Denver, CO","Advocacy, children’s services, civil & criminal legal, medical, self-sufficiency, & counseling"
RR Head Labs,303-586-0428,rrheadlabs.com,"2260 E Colfax Ave, Denver, CO 80206",Barbershop in Denver that helps justice-impacted individuals become barbers/etc.
"S.H.A.R.E., Inc.",970-867-4444,https://sharemorgancounty.org/,"Morgan County, CO","24/7 crisis line, emergency shelter, support groups, advocacy, transitional housing, & legal advocacy"
Safe Shelter of St. Vrain Valley,303-772-4422,https://safeshelterofstvrain.org/,"Longmont, CO","24/7 crisis line, emergency shelter, individual & group counseling, case management, legal advocacy, & education"
Safehouse Progressive Alliance for Nonviolence,303-444-2424,https://www.safehousealliance.org/,"Boulder, CO","24/7 crisis line, emergency shelter, counseling, legal advocacy, housing program, & education"
Saint Vincent de Paul Society,303-757-4654,https://ssvpusa.org/         svdpden@outlook.com,"https://svdpden.org/    2830 Lawrence St Denver, CO 80205","Financial assistance for anything; phone number: leave a call back number and be prepared to get a call from a restricted number, it's one of the volunteers scheduling a home visit to discuss your situation, no sober living rent assistance, regular rent, utilities"
San Miguel Resource Center,844-816-3915,https://smrcco.org/,"Telluride, Norwood, & Naturita, CO","24/7 help line, education, & legal advocacy"
Second Chance Colorado,303-537-5838,https://www.scccolorado.org/   info@scccolorado.org,"224 Potomac St, Aurora CO 80011; 1391 Delaware St, Denver CO 80204",An organization that helps those struggling with reentry into society with basic skills and success
Sex Offender Solutions and Education Network,800-773-4319,https://sosen.org/,"2211 CR 400 Tobias, NE 68453","SOSEN Educate the public, the news media, law enforcement and legislators with the true facts about child sexual abuse   DEFUNCT???"
SLV Immigrant Resource Center,719-587-3225,https://www.slvirc.org/,"Alamosa, CO","Immigration legal assistance, legal residency support, housing assistance, counseling, & education"
Spring bok Health,719-766-8511,1318 W Colorado   https://springbokhealth.us/,265 S Joe Martinez Blvd,"ADHD, anxiety, stress related illness, bipolar, depression, TBI, OCD, personality disorder, learning problems, schizoaffectiveschizophrenia, mental health coach, dv, SUD, substance abuse, developmentally delayed or disabled, grief and loss, children and adolescents, behavioral/family/va health court, expert witness consultations"
SSI Attorney,719-362-9777,,,"SSI lawyer with 20 + years experience, takes 25% of winnings"
Sunrise Serenity-Pine House,719-219-1862,https://remerg.com/resources/sunrise-serenity-pine-house/,"616 N Pine St, 80905","Sunrise Serenity--Pine House provides safe and sober shared housing for men in a good location. Rooms are shared or private for $500 month. The house requires 12-step meetings, household duties and meetings, and has a zero tolerance policy. Services provided include job coaching. Write to the address for their Resident Intake Form to apply. It is possible to have a bed reserved prior to release. You may also call the number listed for information. There is a scholarship through Hornbuckle Foundation for clients who demonstrate a commitment to the program. Individuals must have their case managers or parole/probation officers call to begin the process with a three-party telephone orientation."
Supervised Exchange and Parenting Time,719-447-9898,https://www.casappr.org/programs/sept/,"418 S Weber St, Colorado Springs, CO 80903 8","CASA (Court Appointed Special Advocates) of the Pikes Peak Region is a volunteer-based nonprofit organization serving El Paso County and Teller County that trains and supervises volunteers to represent the best interests of our most vulnerable citizens – victims of child abuse, neglect, and severe domestic conflict. CASA volunteers are appointed by judges to be a voice for these children in court and in the community. The desired result is that children are placed into safe, loving homes where they can thrive."
Supporting Courts by Creating Opportunities for Recovery SCCOR,,https://sccor.net/,,"We are empowering individuals moving through the court system to have the support and services necessary to maintain sobriety, become rehabilitated, and contributing members of society so that they do not fall back into the cycle of incarceration.   SCCOR was created in 2019 as a non-profit to offer ancillary services and resources such as food, clothing, transportation, cell phones, baby food, and clothing to individuals and graduates of Problem-Solving Courts in El Paso and Teller County."
TESSA,719-633-3819 Crisis Line 24/7: 719-633-3819,tessacs.org,"435 Gold Pass Heights 80906, 24-hour crisis line, safehouse, victim advocacy (719-633-1462), and OHS liaisons (719-444-8119)","Domestic Violence Survivors Assistance; legal assistance, restraining orders"
The Initiative,303-839-5510,https://theinitiativeco.org/,"Denver, CO","Safety-related services, self-sufficiency services, & legal system support"
TI Probation,719-471-0312,,"128 S Tejon St #301, 80903",Probation
"Tu Casa, Inc.",719-589-2465,https://www.slvtucasa.net/,"Alamosa, CO","24/7 crisis line, filing of legal documents, assistance with accessing social services, emergency shelter, assistance with resource/financial applications, child advocacy, & prevention education"
Unemployment Eligibility,,https://cdle.colorado.gov/unemployment/ui-claimant-guide/eligibility-for-ui-benefits,https://www.nolo.com/legal-encyclopedia/collecting-unemployment-benefits-colorado.html,Check your eligibility for unemployment
Victim Assistance Program EPSO,719-520-7078,"https://www.epcsheriffsoffice.com/sections-law-enforcement-bureau/investigations-division/victims-assistance-program#:~:text=Services%20are%20based%20upon%20victim's,to%20the%20appropriate%20county%20agencies.","27 E Vermijo Ave 80903; 2739 E Las Vegas St, 80906 for the jail","Victims are given 24/7 crisis intervention and response/safety planning, assistance completing applications for the crime victim compensation fund, referrals to shelters, arrangement of interpretation services for those with limited English proficiency; assistance in obtaining protection orders; U Visa cert; VINE registration (notification of custody status of violent abusers)"
Voces Unidas for Justice,720-588-8219,http://www.vocesunidasforjustice.org/ ,"2519 Airport Rd, C/S, CO 80910",Latinx Domestic Violence Resources
Volunteers of America CORE,,https://sites.google.com/view/cor3-resources,Colorado Springs,"RESOURCE DATABASE The goal of the VOACO Colorado Rapid Rehousing & Re-entry (COR3) program is to house highly vulnerable households experiencing homelessness, justice involvement, and behavioral health issues, while simultaneously connecting those households to wrap-around support services designed to promote housing stability."
Warrant Forgiveness Day,719475-1235,https://www.cpr.org/event/second-chances-warrant-forgiveness/,coswarrantforgiveness@coloradodefenders.us,"Open to anyone with an eligible active warrant/warrant for probation violation in EPC and Teller County: Class 5 Felony, Class 6 felony, Class 4 drug felony, misdemeanor, traffic offense, CS Municipal Offense"
Yuma Court Townhomes,719-272-4220,,825 Yuma St 80909,Affordable Housing
YWCA of Pueblo Family Crisis Shelter,719-545-8195,https://ywcapueblo.org/,"Pueblo, CO","24/7 crisis line, emergency shelter, counseling, legal advocacy, legal support, resources, & education"
