Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Calhill Recovery Life,719-661-4181,calhill4life@gmail.com,,"Sober Living/Halfway House Recovery Meetings, Sober Living/Halfway House"
Care Coordination,719-575-8998,heacares@elpasoco.com  https://www.elpasocountyhealth.org/appointments-adults-children-families/care-coordination-community-resources/,1675 W Garden of the Gods 80907,"Food, child care, behavioral health providers, transprot, housing, rent, utilities, pcp, medicaid app, food access, covid 19 info"
Care House-thru Lutheran Family Services Rocky Mountains,719-227-7571,https://www.lfsrm.org/Visitation-Safe-Exchange,"10/ East St Vrain St, Ste 21, Colorado Springs, CO 80903","Family Visitation, foster care, kpc respite center, safecare-parent suport, adoption, pregnancy options colorado, refugee and asylee, imigration legal services"
Care Options for Kids,,https://careoptionsforkids.com/,,"Pediatric home care (from basic to medically complex care), pediatric therapy (speech, occupational, physical), school based services (hybrid, remote, in-person therapy), adult home care (personal, companion)"
Cars for Charity Inc. (FreeCharitycars.org ),720-387-5124,http://www.carsforcharity.net/   amandagearhart@carsforcharity.net,"3478 Running Deer Dr, Castle Rock, CO 80109","Cars for Charity, Inc. is a Colorado 501(c)3 non-profit organization. The purpose and mission of Cars for Charity, Inc. is to act as an enabling entity for other non-profit organizations. Many non-profit organizations are unable to have an in-house vehicle donation program, because they financially are unable to spend the money required by the Colorado Department of Revenue to obtain a Dealer's License, bond and do not have the staff, time and expertise to manage an in-house program. Cars for Charity, Inc. eliminates these obstacles. Cars for Charity holds the Dealer's License, the motor vehicle bond, and brokers the donated vehicles to the appropriate facility for direct sale, auction or as scrap."
Cars for Homes,877-277-4344,https://www.habitat.org/support/donate-your-car?c1=GAW_SE_NW&source=USA_BRND&cr2=search__-__usa__-__brand&kw=cars_for_homes_habitat_exm&cr5=470943730056&cr7=c&gad_source=1&gad_campaignid=10435865255&gbraid=0AAAAAD_KcJ3MmvNFe0Ybc7z_3lZLrq5d2&gclid=Cj0KCQjw8eTFBhCXARIsAIkiuOwEvX4qPRWhvOR3BvrKTx_wc9ALZKv5jI68MriTOh7dXU0TpfPmRn0aAifIEALw_wcB,,Donate cars for them to use to sell/scrap/etc to use the funds to help fund their causes
Catholic Charities Marian House & Hanifen Center,719-475-7314 719-636-2345,ccharitiescc.org,14 W Bijou St. 80903,Shelter/Housing/Soup Kitchen/bus pass assistance/Family Immigration Services/rent/legal assistance/gas cards/id voucher
Catholic Diocese,,https://www.google.com/maps/d/u/0/viewer?ll=38.95534129767803%2C-104.763581449587&z=11&mid=13Yiq4bkIDfM6Gdc97-Q3fmAl90c_dq0J, ,"Interactive map to show which religious group in the area heads/leads the resources for the catholic church; rent, utilities/bills, food"
Cedar Springs Hospital,719-633-4114,cedarspringsbhs.com,"2135 Southgate Rd, 80906","Self-care and mental health center, detox, takes IHS/Tribal/Urban (ITU insurance), Tricare, private, cash"
Center for Employment Opportunities,719-694-5450,http://ceoworks.org/   ceocosprings@ceoworks.orgU  nholliday@ceoworks.org,"888 Garden of the Gods Rd #110, Colorado Springs, CO 80907","Employment opportunities for those just returning home from incarceration. Will help get benefits reinstated, will interface with DHS on your behalf"
CHAC Downpayment Assistance Program,,chaconline.org/financial-assistance/down-payment-assistance-program, ,"Max amount: $2,500 to $10,000 second mortgage loan ($10,000 for those with disabilities), minimum $1,000 downpayment required, low-interest and flexible payment"
Chapter 33-Transferred Post-9/11 GI Bill benefit rates,,https://www.va.gov/family-and-caregiver-benefits/education-and-careers/transferred-gi-bill-benefits/rates/,,Rate of college tuition/etc you could get for your service
Charities' Hope,719-332-2360,https://www.charityshopecs.org/   CONTACTUS@CHARITYSHOPECS.ORG ,"201 N Chelton Rd, Colorado Springs, CO, 80909","Food, clothing pantry, rent, utilities, resume, job assistance, school supplies"
Chenoa Fund Affordable Housing Program,,chenoafund.org,,"Max amount: 5% of purchase price, repayable and forgiven (grant) downpayment assistance options, do not have to be a first-time homebuyer, no income limits in low-income census tracts, 100% of AMI for all other properties"
Chestnut Glen & Shadow Wood Chalet,719-592-9717,,6490 Yvone Way 80918,Affordable Housing
Cheyenne Crest,(719) 631-4592,https://www.cheyennecrestapartments.com/?utm_knock=g,"4008 Westmeadow Dr, Colorado Springs, CO 80906",Affordable Housing
Cheyenne Village,719592-0200 F: 719-548-9947,https://cheyennevillage.org/,"6275 Lehman Dr, Colorado Springs, CO, 80918","Adults with intellectual and developmental disabilities (I/DD) mental and physical health supports throughout adulthood. Host homes, respite care, apartment dwelling, wraparound care."
CHFA,800-877-2432,https://www.chfainfo.com/about-chfa,"1981 Blake St Denver, CO 80202","CHFA strengthens Colorado by investing in affordable housing and community development. We offer financial resources to strengthen homeownership, affordable rental housing, and businesses."
CHFA Down Payment Assistance Grant,,chfainfo.com/homeownership/down-payment-assistance, ,"Max amount: 3% of the first mortgage loan amount as a grant. No repayments required, can be used with other CHFA programs"
CHFA Firststep (Plus) (Targeted),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-FirstStep.aspx, ,"Minimum $1,000 dowpayment required, can be paired with CHFA downpayment assistance grant or loan (Plus), special financing in targeted areas"
CHFA Home Access Program for Veterans and People with Disabilities, ,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-HomeAccess.aspx, ,"Max amount: first mortgage plus up to $25,000 down payment or closing cost assistance. Below market first mortgage, additional $25,000 in assistance with 0% interest and payments deferred until end of first mortgage"
CHFA Preferred (Plus) (VLIP),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-Preferred.aspx, ,"30 year, fixed rate conventional loan, only 3% downpayment required, reduced-cost mortgage insurance required, can be paired with CHFA down payment assistance loan (plus), can be paired with Very Low-Income Program (VLIP)"
CHFA Second Mortgage Loan,,chfainfo.com/homeownership/down-payment-assistance, ,"Max amount: 4% of the first mortgage loan as a second loan. Repayment not required until payoff of first mortgage or sale/refinance of home, can be used with other CHFA programs"
CHFA SectionEight (Plus),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-SectionEight.aspx, ,"Available to families already recieving Section 8 rental assistance, can be paired with CHFA downpayment assistance grant or loan (Plus)"
CHFA SmartStep (Plus) (Targeted),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-SmartStep.aspx, ,"Minimum $1,000 dowpayment required, can be paired with CHFA downpayment assistance grant or loan (Plus), special financing in targeted areas"
Chinook Center,719-675-9917,http://chinookcenter.org/,"2551 Airport Rd #107, Colorado Springs, CO 80910","Resource Center for personal hygiene, office supplies, reusable grocery bags, groceries, groceries delivery, ACLU of Colorado and Chinook launched a 'know your rights certificate series designed to develop activists into community defenders who have a thorough understanding of a person's rights, housing for all campaign, people's college education for the people by the people; colorado springs protest support fund, people's budget"
Chins Up Program-Griffith Centers,719-636-2122,griffethcenters.org,17 N. Farragut Ave 80909,"Provides counseling and support services for families and children through a variety of programs. Therapeutic services focus on youth exhibiting antisocial behavior, drug use, aggression, criminal activity, inappropriate sexual behaviors, and low school performance. Services include individual, group and family therapy; testing and assessment; parenting classes; and vocational training. Family services include home-based therapy for high-risk families in crisis situations; foster care for children who have been victims of child abuse or neglect; and behavioral counseling."
Christ's Body Ministries,303-860-1272,https://www.christsbody.org/,"850 Lincoln St, Denver, CO 80203","respite care, a day shelter, food, clothing, showers, laundry, and more. They also provide transitional housing for people leaving incarceration from CDOC."
Christlife Ministries,719-647-9235,http://mychristlife.org/,"2415 Lake Ave, Pueblo CO 81004","provides transitional housing, parenting programs, job preparation, peer navigation for substance abuse, and life skills."
Colorado CARE Center,,https://carecenter.us/,,"Rent, court date for eviction, mortgage, resource database, utility, relocation assistance"
Colorado Coalition for the Homeless,(303) 293-2217,http://www.coloradocoalition.org/,"2111 Champa St, Denver, CO 80205",Emergency Housing;   	Christopher Martinez <chmartinez@coloradocoalition.org> helps with applications for campus in south
Colorado Division of Homeland Security and Emergency Management,720-852-6600,https://dhsem.colorado.gov/press-release/map-warming-centers-and-shelters-december-2022,,Probably out of date warming shelters map
Colorado Division of Housing,303-864-7845,https://doh.colorado.gov/    katherine.helgerson@state.co.us F: 303-789-6955,"1313 Sherman St, Denver CO, 80203",Housing Assistance/Housing Vouchers/Public Housing Assistance Programs
Colorado Energy Office Apprenticeship,,https://energyoffice.colorado.gov/wap-careers,,Paid apprenticeships in weatherizations
Colorado Homeless Families,303-420-6634,info@chfrb.org   https://causes.benevity.org/causes/840-841049318?lang=en,Arvada,Emergency Housing for families
Colorado Housing and Urban Development,(719) 387-6700,https://www.hud.gov/co,"831 S Nevada Ave #2, 80903","Housing resources database, sign up for section 8, 811/162/42/202/housing assistance"
Colorado Housing Connects,844-926-6632,coloradohousingconnects.org,,"Housing resource finder, resource database; Helps find events to sign up for affordable housing events (by way of a calendar that lists events and dates and times for such-not super reliable when I looked); Affordable housing questionnaire (Asks you a lot of questions to help you find housing, map on HUD may be better/less intrusive option); eviction assistance; landlord mediation; housing discrimination; buying a home; down payment assistance programs; foreclosure; home repair; refinancing; housing vouchers for landlords; tenants that need help with rent; other resources for landlords/tenants"
Colorado Housing Enterprises Downpayment Assistance Program, ,crhdc.org/Services/Lending#banded-section-eight,,"Max amount: up to $10,000 second mortgage, 10 year repayment term with interest rate to match the first mortgage, low interest rate, more flexibility in first mortgage products, no sales price limits"
Colorado Housing Finance Authority,303-297-7312 800-877-2432,pboyd@chfainfo.org fax: 719-382-4113 chfainfo.com,"1981 Blake St, Denver, CO, 80202",Housing Assistance
Colorado Housing Search,877-428-8844  711,https://www.coloradohousingsearch.com/,,"Housing affordability calculator, disaster resources, rental resources and tools"
Colorado Kids Belong,info@cokidsbelong.org,https://americaskidsbelong.org/states/co/,"1151 Eagle Dr #464, Loveland CO, 80537",Foster parent resource database
Colorado Legal Services,719-471-0380,https://www.coloradolegalservices.org/,"102 S Tejon, Ste 430, C/S, 80903","Colorado legal services: consumer, housing, family, landlord, tenant, default judgement, court forms, annulment, civil union, common law, divorce, id voucher problems/difficulties"
Colorado Office of Civil and Forensic Mental Health,303-866-5700,https://cdhs.colorado.gov/civil-forensic-mental-health,1575 Sherman St 80203,"The office provides a continuum of mental health care that includes pre-trial restoration services, inpatient hospitalization and, soon, transition homes for community-based care."
Colorado Parentz,,https://www.facebook.com/groups/575812951398356,,Facebook group for Colorado moms and dads to trade/free items to the local community
Colorado School of Mines,303-273-3000,https://www.mines.edu/,"1500 Illinois St, Golden, CO 80401",Lake County: helping lower utility bills by upgrading outdated systems for low income families and those in trailer parks
Colorado Springs Gov't Bus Passes,719-385-5257,https://coloradosprings.gov/document/2024buspassrequest.pdf,"30 S Nevada Ave Ste 701, CS 80903",Provides bus passes to low income and those experiencing homelessness
Colorado Springs Mom Collective-Family Connections-Catholic Charities,719-531-9400,https://cospringsmom.com/directory/listing/peak-parent-center?tab=related&view=map&category=0&zoom=15&is_mile=0&directory_radius=0&sort=oldest&p=1#sabai-inline-content-related,"917 E Moreno Ave Ste 140, 80903","Map of parent centers, fun events calendar"
Colorado Springs pro-housing partnership,240-421-7865,cosphp.org,405 S Cascade Ave ste 204 80903,Partnership with local anti-homeless initiatives that assist in building better resolutions for the unhoused populations by bringing in lived experience to the team
Colorado Springs Silvercrest Senior Residence,(719) 389-0329,https://seniorsbluebook.com/senior-housing/silvercrest-senior-residence-colorado-springs-co,"904 Yuma St, Colorado Springs, CO 80909",Senior Housing/Emergency Housing/Affordable Housing
Colorado Supervised Parenting,303-669-0978,https://www.coloradosupervisedparenting.net/what-we-do,coloradosupervisedparenting@gmail.com,"off-site supervised parenting, in-home supervised parenting"
Community Economic Defense Project,, https://cedproject.org/      info@cedproject.org ,"1600 N Downing Denver, CO, 80218","Rental and mortgage assistance and legal support and resource database for housing issues, unexpected car tow, foreclosure. Resource database. https://cedproject.org/quick-links-for-clients/"
Community Housing Development Organization (CHDO),,https://www.hudexchange.info/programs/home/topics/chdo/,,Neighborhood-based nonprofit organizations; general term to refer to local programs
Community Intersections,719-574-6101,https://www.facebook.com/p/Community-Intersections-100057658291667/,4575 Galley Rd Ste 400 A 80915  terry.h@ci-springs.org,Adult with Mental/Physical handicaps are given a chance to learn skills/practices to build up their ability to participate in everyday tasks and life
Community Outreach Center,719-347-7638,https://www.calhan.co/community/health_services/community_outreach_center.php,"328 10th St, Calhan, CO, 80808","Services for the outlying cities in EPC. Service providers in house: Aspen Point Mental Health; AARP Free Income Tax prep (no age/income requirements); EPC DHS; Pikes Peak Workforce Center, Independence Center, TESSA"
Community Resources and Referral Center CRRC,303-294-5600,https://www.va.gov/directory/guide/facility.asp?id=39,"3836 York St, Denver, CO, 80205","CRRCs provide Veterans who are homeless and at risk of homelessness with one-stop access to community-based, multiagency services. Closest one in Denver in Inner City Health?"
Concrete Couch,,concretecouch.org      facebook.com/concretecouch,Colorado Springs,"Aiming to help different groups come together and work as a team on a project, their mission statement is “to work with kids and community groups to create public art, to build community, and to create environments and experiences that humanize our world.” With tons of different projects completed across the community by diverse volunteers, they seem to do just that. Here, we speak with Steve Wood, Founder and Director of the Organization, as well as Colorado College alum."
Connections 4 Life Center,719-387-9919,https://c4l-new.homesteadcloud.com/,"501 E Iowa Ave, Fountain 80817","To bring hope, healing, and positive change to those in need by meeting basic physical needs, offering life skills training, crisis support, and providing emotional healing through counseling and prayer."
CLOSED PERMANENTLY Connie's Cupboard,719-205-5853,https://www.facebook.com/people/Connies-Cupboard/100068267529300/,"594 S Santa Fe Ave, Fountain CO",Clothing for the homeless
Copper Chase Apartments,(719) 452-6535,https://copperchaseapartmentsco.prospectportal.com/,"2041 Southgate Rd, Colorado Springs, CO 80906",Affordable Housing
Copper Creek Apartments,719-473-4000,,4980 Copper Springs View 80916,Affordable Housing
Copper Rose,,,5923 Tutt Blvd,"affordable housing/income based apartments 3 bed, 2 bath $1491/month"
Cornerstone Movement,,https://www.cornerstonemovement.org/    https://www.cornerstonemovement.org/contact-us, ,"Children of Color, poverty, inequities in most categories of well-being (housing, nutrition, transportation, child care, education, health care, wealth, incarceration, career opp and economic stab). First focus: education equity and success"
COS Housing Authority,719-387-6700,csha.us,"831 S Nevada Ave, Colorado Springs, 80903",Housing/Shelter information/resource database
Cottonwood Park Vistas and The Citadel,719-573-4018,,3955 E Bijou St 80909,Affordable Housing
Court Assisted Recovery from Eviction (CARE),719-452-5262,charlene.best@judicial.state.co.us,https://www.courts.state.co.us/userfiles/file/Court_Probation/04th_Judicial_District/El_Paso/Civil/C_A_R_E%20Court%20Assisted%20Recovery%20from%20Eviction.pdf,"Will help you recover from eviction, work towards mediation between landlord and tenant"
Court Care,719-452-5499,http://www.courtcare.org/,270 S Tejon St 80903,"Day care center providing free services at the courthouse including snacks, books, licensed child care, and activities for children while parents are in court"
Court Diversion for Unhomed,,https://coloradosprings.gov/homelessness-prevention-and-response,https://www.koaa.com/news/covering-colorado/colorado-springs-program-inside-municipal-court-aims-to-end-cycle-of-homelessness,Unhomed Outreach Court is an alternative justice program that allows criminal defendants experiencing homelessness to receive sanctions related to the resolution of homeless status in the place of fines or jail time.
Covenant House,1-800-388-3888,covenanthouse.org,,"24 hour helpline for homeless youth. Deals with a wide range of issues, including bullying, suicide, basic needs, health, sex, drugs and alcohol and sex assault; youth homeless shelter"
Crisis Stabilization Unit/Diversus Crisis walk in center/Lighthouse,844-493-8255,,115 S Parkside Dr 80910,24/7 walk-ins welcome
Cross Fire Ministries,719-447-1806,https://www.crossfireministries.org/,"3975 N Academy Vlvd, Colroado Springs, CO 80917","Food Pantry, thrift store, utility assistance, educational opportunities: cooking, super saver saturday/financial classes, support group for addiction; must rsvp before attending cooking classes; they have a program that if you sign up you can get $50 gift card to their thrift store and one free grocery trip per week through their food pantry"
CWLA Child Welfare League of America,202-688-4200,cwla.org,"Washington, DC   cwla@cwla.org","Child advocacy, training for parents, resource database, consultation for child facing agencies, Relias partnership"
Dale House Project,719-471-0642,dalehouseproject.org,"7 W Dale St, Colorado Springs, CO 80903","Offer assistance and places to live for young adults leaving foster care without permanent placement with transitional housing, youth employment, transition services, volunteers"
Deerfield Hills Community Center,719-385-5996,http://www.coloradosprings.gov/Deerfield,"4290 Deerfield Hills Rd, Colorado Springs, CO 80916","Mobile food pantry, everyday eats (application: https://coloradosprings.gov/system/files/2024-06/everyday-eats-application-english.pdf), elementary before and after school program in HSD2 Elementary youth programs parent handbook, community playgroup, fun events for kiddos"
Denver Indian Center,303-936-2688,denverindiancenter.org,"4407 Morrison Rd, Denver CO 80219","All resources possibly needed, glasses, interview outfits, job classes, housing, food"
Department of Local Affairs,303-864-7810,doh.colorado.gov/,"1313 Sherman St, Ste 320, Denver, CO 80203   https://doh.colorado.gov/emergency-rental-assistance","The Division of Housing partners with local communities to create housing opportunities for Coloradans who face the greatest challenges to accessing affordable, safe, and secure homes. Working with the Colorado State Housing Board, the division supports a wide range of housing efforts, including affordable housing, rental assistance vouchers, homelessness, regulation of mobile home parks and factory-built structures, and home modifications for accessibility. Also has applications for housing financial assistance"
Diversus Health,719-572-6100,https://diversushealth.org/locations/parkside/   diversushealth.org,179 S Parkside Dr 80910  24/7: 115 S Parkside Dr emergency,"Sober living financial assistance, mental health and well-being for all CS; Restorative Services; transfer form if current sober home not working out., counseling services, addiction services, crisis services; 24 hr crisis: 1-844-493-8255 38255 (text 'TALK'), possibly a few resources for CCAR scholarships reources"
Division of Housing,303-864-7810,doh.colorado.gov       dola_doh_helpdesk@state.co.us,1313 Sherman St ste 320 Denver CO 80203,"partners with local communities to create housing opportunities for Coloradans who face the greatest challenges to accessing affordable, safe and secure homes. Working with the Colorado state housing board, the division supports a wide range of housing efforts, including affordable housing, rental assistance vouchers, homelessness, regulation fo mobile home parks and factory-built structures, and home modifications for accessibility"
Doing His Time 72 Hour Fund / Colorado,303-300-3670,https://www.doinghistime.org/72-hour-fund/,4045 Wadsworth Blvd Ste 310 Wheat Ridge 80033,"Clothes, bus tokens, job counseling, housing, food and other basic essentials are available on a needs-driven basis for all who make an appointment."
DOLA Department of Local Affairs,,doh.colorado.gov,,"the primary interface between the state and local communities. Provides financial support to local communities and professional and technical services to communty leaders in the areas of governance, housing, and property tax administration"
DOLA Local Community Funding Deadlines,,https://lookerstudio.google.com/reporting/6bf90675-163a-4c84-9eb8-eef9779be136/page/T7j0C,,"Funding deadlines for housing, food, job services, medical, native populations, rural development, youth/family, veterans, transportation"
Dollar Sprout,https://leg.colorado.gov/bills/hb22-1356,dollarsprout.com,https://cdola.colorado.gov/local-government#funding,Ways to save/make money/live frugally
