Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Another Life Foundation,719-216-7238,https://www.anotherlifefoundation.com/,801 N Weber St 80903,"Helps sign up for SSI/SSDI/Benefits. Minority mental health professionals, Speakers Bureau, SOAR (social security appointed rep services), the Black Men's Project"
Apple One,800-564-5644,appleone.com,1155 Kelly Johnson Blvd 80920,"Job agency with services that Includes: professional, healthcare, admin, manufacturing, engineering, management, IT, accounting, warehouse, sales, labor, construction, and hospitality"
Archuletta County Resources List,,https://www.archuletacounty.org/230/Medical-Food-and-Financial-Assistance, ,Resource Database for Archuletta County
ARRT Colorado,no ph num,https://arrtcolorado.org/thank-you/,"2851 S Parker Rd., Suite 430",Sex offender treatment
Ascending to Health Respite Care,719-635-7639,https://www.athrc.com/   referrals@athrc.com ,"1007 S Tejon St, C/S, CO 80903","Partnered with local motels, homeless recoup post hospital care. A couple of EMTs also go around offerring care in real time to the people that can't get normal care. Shelter/housing. Daily vitals check, care coordination w/ specialty providers, transport to appts and from, daily nutrition, benefits enrollment, connection to PCP, behavioral health providers, assistance navigating long-term care and other housing options. ATHRC offers trained/certified peer navigators for substance use disorders. Assistance navigating sover living apps, support services. Respite Care."
Aspen Pointe Pathways Access Center; now diversus health,719-572-6100,diversushealth.org,"875 W Moreno Ave, 80905",Self-care and mental health center; crisis service; psychiatric inpatient and outpatient; behavioral health care for all ages; addiction services; counseling services; case management
Aspen Ridge Recovery,"Lakewood, Colorado Springs, Fort Collins, Virtual Care: https://reachonlinerecovery.com/",https://www.aspenridgerecoverycenters.com/colorado-drug-and-alcohol-rehab-programs/,"Lakewood, Colorado Springs, Fort Collins, Virtual Care: https://reachonlinerecovery.com/","Sober living, mental health counseling, virtual care, takes SOME sex offenders"
ATSA Association for the Treatment and Prevention of Sexual Abuse,,https://www.atsa.com/#   office@atsa.com,"9450 SW Gemini Dr, PMB 24121, Beaverton, Oregon 97008-7105","Creating a world where ending sexual harm is a shared responsibility and an achievable goal. ATSA champions research and treatment, informs public policy, and advocates for best practice."
Banfield Pet Hospital,719-315-6092,https://www.banfield.com/locations/veterinarians/co/colorado-springs/adc,"4276 N Academy Blvd, Colorado Springs, CO 80918","Offers first exam as being free, go to website to fill out coupon"
Benefits Checkup,800-794-6559,benefitscheckup.org,,"Connects millions of older adults and people with disabilities with benefits programs that can help pay for health care, medicine, food, utilities and more; resource database"
Benefits in Action,720-221-8354,https://www.benefitsinaction.org/ info@benefitsinaction.org,"12157 W Cedar Dr. Ste 100 Lakewood CO, 80228","Contacts that help sign up for Medicaid/Medicaire, SNAP, TANIF, WIC, Food delivery, Mental Wellness"
Birth Certificate,719-578-3199,healthinfo@elpasoco.com,"1675 W Garden of rthe Gods Rd, C/S, CO, 80907",Help with applying for a birth certificate/birth certificate request form
Black Youth Success Movement,,https://www.cornerstonemovement.org/    https://www.cornerstonemovement.org/contact-us,https://www.cornerstonemovement.org/bysm,"Children of Color, poverty, inequities in most categories of well-being (housing, nutrition, transportation, child care, education, health care, wealth, incarceration, career opp and economic stab). First focus: education equity and success"
Boys and Girls Club of America,719-570-7077  719-473-3490  719-570-6242,https://www.bgcppr.org/,1307 Aeroplaza Dr/805 Praderia Ave/ 1455 S Chelton Rd,"Youth arts, education and career development, character and leadership development, health and life skills, sports, fitness and recreation"
Breckenridge Outdoor Education Center,970-453-6422,boec.org,"boec@boec.org  524 Wellington Rd, Breckenridge, CO 80424","Outdoor learning experience for differently abled, those with a disability/special need; adaptive skiing and snowboard program, paddling great rivers, high ropes course, offers camps and retreats for individuals and custom group programs to anyone with any type of disability throught the calendar year, scholarships for participants with financial needs"
Bright Future Foundation,970-949-7086,https://mybrightfuture.org/,"Avon, CO","24/7 crisis line, emergency shelter, housing program, behavioral health services, legal representation, youth advocacy & mentorship, sexual assault examination/forensic nurse support, & education"
Brookings Research,202-540-7724,https://www.brookings.edu/articles/a-better-path-forward-for-criminal-justice-changing-prisons-to-help-people-change/,gsmedia@brookings.edu,Independent studies on prison life-tell your story
Bryson's Chase Foundation,,https://www.koaa.com/news/positively-colorado/mother-son-create-nonprofit-to-help-raise-funds-for-mental-health-resources,,have health coaches and licensed clinicians that are going into the different school districts and seeing students and providing resilience-based services.
Care Coordination,719-575-8998,heacares@elpasoco.com  https://www.elpasocountyhealth.org/appointments-adults-children-families/care-coordination-community-resources/,1675 W Garden of the Gods 80907,"Food, child care, behavioral health providers, transprot, housing, rent, utilities, pcp, medicaid app, food access, covid 19 info"
Care Options for Kids,,https://careoptionsforkids.com/,,"Pediatric home care (from basic to medically complex care), pediatric therapy (speech, occupational, physical), school based services (hybrid, remote, in-person therapy), adult home care (personal, companion)"
Cars for Charity Inc. (FreeCharitycars.org ),720-387-5124,http://www.carsforcharity.net/   amandagearhart@carsforcharity.net,"3478 Running Deer Dr, Castle Rock, CO 80109","Cars for Charity, Inc. is a Colorado 501(c)3 non-profit organization. The purpose and mission of Cars for Charity, Inc. is to act as an enabling entity for other non-profit organizations. Many non-profit organizations are unable to have an in-house vehicle donation program, because they financially are unable to spend the money required by the Colorado Department of Revenue to obtain a Dealer's License, bond and do not have the staff, time and expertise to manage an in-house program. Cars for Charity, Inc. eliminates these obstacles. Cars for Charity holds the Dealer's License, the motor vehicle bond, and brokers the donated vehicles to the appropriate facility for direct sale, auction or as scrap."
Cars for Homes,877-277-4344,https://www.habitat.org/support/donate-your-car?c1=GAW_SE_NW&source=USA_BRND&cr2=search__-__usa__-__brand&kw=cars_for_homes_habitat_exm&cr5=470943730056&cr7=c&gad_source=1&gad_campaignid=10435865255&gbraid=0AAAAAD_KcJ3MmvNFe0Ybc7z_3lZLrq5d2&gclid=Cj0KCQjw8eTFBhCXARIsAIkiuOwEvX4qPRWhvOR3BvrKTx_wc9ALZKv5jI68MriTOh7dXU0TpfPmRn0aAifIEALw_wcB,,Donate cars for them to use to sell/scrap/etc to use the funds to help fund their causes
Cedar Springs Hospital,719-633-4114,cedarspringsbhs.com,"2135 Southgate Rd, 80906","Self-care and mental health center, detox, takes IHS/Tribal/Urban (ITU insurance), Tricare, private, cash"
Cerebral Palsy Assoc of Colorado Springs,719-638-0808,http://cpappr.org/,"1322 N Academy Blvd, Ste 115","Financial assis. to those with cerebral palsy. Med equip, orthotic appliances for: physical therapy occup therapy speech; therapy horsebac riding, etc"
Charity Cars,1-800-248-1423,https://800charitycars.org/who-can-apply/,"407 Wekiva Springs Rd # 201, Longwood, FL 32779","car/vehicles for: domestic violence survivors, medically needy, natural disasters, families leaving public assistance, transitional living shelters, working poor, non-profit org, veterans/military families"
Cheyenne Village,719592-0200 F: 719-548-9947,https://cheyennevillage.org/,"6275 Lehman Dr, Colorado Springs, CO, 80918","Adults with intellectual and developmental disabilities (I/DD) mental and physical health supports throughout adulthood. Host homes, respite care, apartment dwelling, wraparound care."
CHFA Firststep (Plus) (Targeted),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-FirstStep.aspx, ,"Minimum $1,000 dowpayment required, can be paired with CHFA downpayment assistance grant or loan (Plus), special financing in targeted areas"
CHFA Home Access Program for Veterans and People with Disabilities, ,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-HomeAccess.aspx, ,"Max amount: first mortgage plus up to $25,000 down payment or closing cost assistance. Below market first mortgage, additional $25,000 in assistance with 0% interest and payments deferred until end of first mortgage"
CHFA Preferred (Plus) (VLIP),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-Preferred.aspx, ,"30 year, fixed rate conventional loan, only 3% downpayment required, reduced-cost mortgage insurance required, can be paired with CHFA down payment assistance loan (plus), can be paired with Very Low-Income Program (VLIP)"
CHFA SectionEight (Plus),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-SectionEight.aspx, ,"Available to families already recieving Section 8 rental assistance, can be paired with CHFA downpayment assistance grant or loan (Plus)"
CHFA SmartStep (Plus) (Targeted),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-SmartStep.aspx, ,"Minimum $1,000 dowpayment required, can be paired with CHFA downpayment assistance grant or loan (Plus), special financing in targeted areas"
CHFA SmartStep (Plus) (Targeted),877-509-2422,,,Call if you are worried about the health/wellbeing of a child/their upbringing
Choice Wireless,719-626-0000,https://www.choice-wireless.com/,,Government phone medicaid phone
Circle of Hope Fund,,https://www.uchealthmemorialcares.org/coh/,,Assist with the cost of cancer through UC Health Memorial Hospital
Colorado Access,720-873-6083,Contact Colorado Access Support,"11100 E Bethany Dr, Aurora CO 80014","Nonprofit health plan founded in 1994 offering Medicaid services to individuals and families.    At Colorado Access we partner with communities to empower people through access to quality, equitable, and affordable care. We value diversity of cultures, backgrounds, and perspectives. We commit to building the awareness and knowledge necessary to collaborate with colleagues, providers, members, and communities in a culturally appropriate way. We respect and embrace individuality while fostering an experience of inclusivity and belonging. We promote a culture in which our employees are appreciated, accepted, and feel connected to our mission. We will lead and inspire others who share in our commitment to diversity, equity, and inclusion, and together we will create healthy communities and achieve health equity."
Colorado Community Health Alliance CCHA,(303) 256-1717,https://www.cchacares.com/for-members/connect-with-a-care-coordinator/           719-598-1540,,"cchacares.com/findadoc  Helps find a provider that helps with specific needs and also helps get an appointment, case management via web portal"
Colorado Criminal Justice Reform Coalition,303-825-0122,https://www.ccjrc.org/   info@ccjrc.org,"821 22nd st, Denver, CO, 80205","When criminal treatment is criminal in itself, contact these people"
Colorado Debt Relief,,https://www.coloradodebtrelief.org/Tips-And-Resources/?p_acc=1&p_sit=148&p_eng=1&p_gcmp=11593389799&p_gadg=113437523672&p_gcre=478934759195&p_gtrg=kwd-11242631&p_gfid=&p_gkwd=debt%20solution&p_gmat=p&p_gnet=g&p_gpla=&p_gpos=&gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfB5AnddxIT4s5tjAA31kXhsDxpIgCOMlF-uM7Bh4bWEgR4wJexkQfRoCbXgQAvD_BwE, ,"Debt relief for Coloradans, mostly by consolidation"
Colorado Gleaning Org,,https://nationalgleaningproject.org/gleaning-map/states/colorado/?fwp_state=co,,Colorado food waste reduction resource database
Colorado Housing Connects,844-926-6632,coloradohousingconnects.org,,"Housing resource finder, resource database; Helps find events to sign up for affordable housing events (by way of a calendar that lists events and dates and times for such-not super reliable when I looked); Affordable housing questionnaire (Asks you a lot of questions to help you find housing, map on HUD may be better/less intrusive option); eviction assistance; landlord mediation; housing discrimination; buying a home; down payment assistance programs; foreclosure; home repair; refinancing; housing vouchers for landlords; tenants that need help with rent; other resources for landlords/tenants"
Colorado Indigent Care Program,800-221-3943,https://hcpf.colorado.gov/colorado-indigent-care-program,,NO LONGER RUNNING (ENDED 07/01/2025) Can be used in addition to medicaid to assist with medical treatment costs. NOT an alternative to medicaid/other insurance.
Colorado map of public healthcare by county,,https://drive.google.com/file/d/1qToyUYfE9ONGu56z__RNqwuodxWNpt6w/view,,Colorado map of public healthcare by county
Colorado Office of Civil and Forensic Mental Health,303-866-5700,https://cdhs.colorado.gov/civil-forensic-mental-health,1575 Sherman St 80203,"The office provides a continuum of mental health care that includes pre-trial restoration services, inpatient hospitalization and, soon, transition homes for community-based care."
Colorado Providers Association,,https://coprovidersassociation.org/,"303 E 17th ave, Ste. 400, Denver CO 80203",Legal champions for behavioral health and SUD tx
Colorado Springs Fire Department,,https://coloradosprings.gov/fire-department/page/community-and-public-health-cares, ,Street Outreach HUD
Colorado Treatment Services,719-434-2061  970-978-4386  719-621-1929,"5360 N Academy Blvd 80918; 1624 147th ave, Greely, 80631; 275 W Abriendo Ave, Pueblo, 81004",,"Methadone-$37 intake day, $12 daily; Suboxone $41 intake day, $16 daily"
Community Anchor Academy,719-203-4758,thecommunityanchoracademy.org   info@communityanchor.org,"1652 S Circle, Colorado Springs, CO 80910","Empowers under-served communities to remove employment barriers through comprehensive job creation, community support, health, wellness and education initiatives; education, holistic wellness; forklift fridays-offer grants for under/non-employed; if on parole can offer even more opportunities like bus passes and more, clothing for job interviews, barbershop CLASSES, customer service certification"
Community Connections Center (C-3),720-497-7747,https://www.int-cjs.org/c3,"110011 W 6th ave, 2nd floor, Lakewood CO 80215","Jefferson County Only: C3 provides connections to health care, substance use treatment, GED, computer lab, life skills, trade skills, documents, food, clothing, and much more. They work cooperatively and collaboratively to provide referrals, resources, and services to Jefferson County justice-involved individuals, in a single location."
Community Dental Health,(719) 310-3315,https://communitydentalhealth.org/,1436 N. Hancock Avenue 80903,"Provides basic dental care to low-income, uninsured and under-insured people: cleanings, exams, x-rays, fillings, extractions, & denture services at low-cost to no cost, no insurance"
Community Outreach Center,719-347-7638,https://www.calhan.co/community/health_services/community_outreach_center.php,"328 10th St, Calhan, CO, 80808","Services for the outlying cities in EPC. Service providers in house: Aspen Point Mental Health; AARP Free Income Tax prep (no age/income requirements); EPC DHS; Pikes Peak Workforce Center, Independence Center, TESSA"
Community Resources and Referral Center CRRC,303-294-5600,https://www.va.gov/directory/guide/facility.asp?id=39,"3836 York St, Denver, CO, 80205","CRRCs provide Veterans who are homeless and at risk of homelessness with one-stop access to community-based, multiagency services. Closest one in Denver in Inner City Health?"
Connections 4 Life Center,719-387-9919,https://c4l-new.homesteadcloud.com/,"501 E Iowa Ave, Fountain 80817","To bring hope, healing, and positive change to those in need by meeting basic physical needs, offering life skills training, crisis support, and providing emotional healing through counseling and prayer."
Cornerstone Movement,,https://www.cornerstonemovement.org/    https://www.cornerstonemovement.org/contact-us, ,"Children of Color, poverty, inequities in most categories of well-being (housing, nutrition, transportation, child care, education, health care, wealth, incarceration, career opp and economic stab). First focus: education equity and success"
Court Assisted Recovery from Eviction (CARE),719-452-5262,charlene.best@judicial.state.co.us,https://www.courts.state.co.us/userfiles/file/Court_Probation/04th_Judicial_District/El_Paso/Civil/C_A_R_E%20Court%20Assisted%20Recovery%20from%20Eviction.pdf,"Will help you recover from eviction, work towards mediation between landlord and tenant"
Covenant House,1-800-388-3888,covenanthouse.org,,"24 hour helpline for homeless youth. Deals with a wide range of issues, including bullying, suicide, basic needs, health, sex, drugs and alcohol and sex assault; youth homeless shelter"
Criminal Investigation Division,844-253-691-4001,cid.army.mil    https://www.p3tips.com/tipform.aspx?ID=325,"6525 Specker Ave Bldg 1816, Fort Carson 80913",Army crime investigators  usarmy.carson.hqda-usacid.mbx.public@army.mil
Defend the Fatherless,,https://www.defendthefatherless.org/,,"Offers mental health 'scholarships' to those from foster/adoptive/kinship families whom are seeking mental health services for any member of the family-providers of choice. Religious organization that offers male mentorship to those that are lacking a paternal influence concerning support and community for the emotional, educational, financial and spiritual need of the families."
Delta Dental,800-610-0201,,,Takes Medicaid
Dental doctors,1-855-225-1729,,,Looking up dentists that have open appts locally that take medicaid
Disability Caregivers,,https://acl.gov/ltc/costs-and-who-pays/what-is-long-term-care-insurance,,Long-term care insurance (instead of medicaid); paid family leave-contact state labor office; local area agencies on aging; vet programs; resource/how-to guide
Disability Jobs Training,,https://www.usa.gov/disability-jobs-training,,Job resource database for those with mental or physical disabilities
Disabled American Veterans,dav26co.org,dav.org,https://www.dav.org/about-dav/,"Rides to and from medical appointments, food, benefits, DVA, Chapter 26 Membership meetings, second Tuesdays, 7 pm 6880 Palmer Park Blvd open to all vets and their guests dav26co.org"
Discovery Cafe,719-650-5978,discoverycafe.org,"207 East Avenue, Rifle CO 81650 or 824 Cooper Ave, Glenwood Springs, CO 81601","Resources for reentry, gardening, employment, construction experience, wifi access, cooking classes, mental health services"
Diversus Health,719-572-6100,https://diversushealth.org/locations/parkside/   diversushealth.org,179 S Parkside Dr 80910  24/7: 115 S Parkside Dr emergency,"Sober living financial assistance, mental health and well-being for all CS; Restorative Services; transfer form if current sober home not working out., counseling services, addiction services, crisis services; 24 hr crisis: 1-844-493-8255 38255 (text 'TALK'), possibly a few resources for CCAR scholarships reources"
DOLA Local Community Funding Deadlines,,https://lookerstudio.google.com/reporting/6bf90675-163a-4c84-9eb8-eef9779be136/page/T7j0C,,"Funding deadlines for housing, food, job services, medical, native populations, rural development, youth/family, veterans, transportation"
Domiciliary Care for Homeless Vets DCHV,1-877-424-3838,https://www.va.gov/homeless/dchv.asp,,"24/7 residential medical support to help veterans rebuild their lives; The Domiciliary Care Program is the Department of Veterans Affairs (VA) oldest health care program. Established through legislation passed in the late 1860's, the Domiciliary's purpose was to provide a home for disabled volunteer soldiers of the Civil War. Domiciliary care was initially established to provide services to economically-disadvantaged Veterans, and it remains committed to serving that group. The Domiciliary has evolved from a ""Soldiers' Home"" to become an active clinical rehabilitation and treatment program for male and female Veterans and domiciliary programs are is now integrated with the Mental Health Residential Rehabilitation and Treatment Programs (MH RRTPs)."
Dream Center's Mary's Home,719-301-5411 719-247-2007,dreamcenters.com,4360 Montebello Dr Ste 900,"Housing/Shelter for women and children; women's health clinic; single mothers exiting homelessness; emergency housing, women free clinic"
Dual Diagnosis rehabs,Aspen Ridge Recovery Lakewood,"Choice House, Boulder CO; Continuum Recovery Center, Denver","Footprints to Recovery, Centennial, CO","Crossroads in Pueblo, Mountain Spring Recovery, Monument, CO; Peaks Recovery Centers, C/S, CO; Raleigh House, Denver; Red Rock Recovery Center, Lakewood; The Rose House, Louisville CO; Sandstone Care, C/S, CO; Women's Recovery, Denver; Zennia Healing, Denver and Broomfield; Center for Recovery, Denver; Denver Springs, Englewood; Revive Health, Denver; HEART Counseling Center; Turning Point, Fort Collins; Peaks Recovery Centers, C/S; Rites of Passage, Crawford; Northpoint Colorado, Loveland; Acqua Recovery, Fort Collins"
Dungarvin Colorado,303-423-7660,dungarvin.com,"4704 Harlan St STE 150, Denver, CO 80212","A little about us: Dungarvin is a national organization of privately owned companies that are dedicated to providing high quality, community-based supports to people with varying support needs. Dungarvin provides a variety of individually tailored services and supports under the Medicaid Home and Community Based Waiver. Other services provided include day services, supported employment, case management, supported foster care, children’s services, respite care, host homes and supports for persons with traumatic brain injury and mental health needs in several states.  Our quality services are flexible and responsive to individual needs and choices, while maintaining the fiscal integrity that ensures the long-term stability and security every person expects and deserves."
Early Connections Learning Centers,719-632-1754,earlyconnections.org,"104 E Rio Grande St, C/S, CO 80903","Children aged 6-16 years old: offering nationally accredited programs featuring a literacy-focused curriculum, family support activities, nutritious meals and snacks, physical and behavioral health support, and a team of highly qualified professionals."
El Paso County Detox Facility,719-390-2046 719-390-2047 24/7 Ph Number 855-705-8275,NPI 1922434182   https://americanrehabs.com/treatment-centers/el-paso-county-community-detox-facility/,2723 E Las Vegas St 80906,Available 24 hours/day
El Paso County Health Department,719-578-3199,,,If a location is beyond unsafe in their messiness
El Paso County Public Health,719-578-3199,https://www.elpasocountyhealth.org/,1675 W Garden of the Gods 80907,MIGHT offer some limited health services for people of EPC
Elwood Staffing,719-578-5478,elwoodstaffing.com,3366 Templeton Gap Rd 80907,"Includes: professional, healthcare, admin, manufacturing, engineering, management, IT, accounting, warehouse, sales, labor, construction, and hospitality"
Embrave/CAE,719-633-1469,https://cdoc.colorado.gov/parole-and-re-entry-services/general-information/parole-offices,888 Garden of the Gods Rd,"Those that are on parole will need this info  If you successfully complete the tx at either place, parole can pay for first month rent and downpayment on an apartment"
Emergency Medicaid,800-221-3943,https://www.healthfirstcolorado.com/emergency-medicaid/,,"This is exactly as it says, it’s emergency Medicaid. That means that it’ll take awhile to get ahold of, no joke, may take a few hours."
Emergency Rental Assistance Program,844-926-6632,https://states.aarp.org/colorado/denver-emergency-rental-assistance-program,Online Application: https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcdola.colorado.gov%2Frental-mortgage-assistance&data=04%7C01%7CASnyder%40aarp.org%7C1f4247d777e04a873cce08d972276ddc%7Ca395e38b4b754e4493499a37de460a33%7C0%7C0%7C637666335929169365%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=u5ECHKEpaHqKRuAtaEziDtptxwyDGyLExqfF3zAce%2Bc%3D&reserved=0,Colorado ERAP
Empowering students through accessible tech with an ipad pro,,https://www.donorschoose.org/project/empowering-students-through-accessible-t/8906677/?utm_source=dc&utm_medium=nextdoor&utm_campaign=project&utm_term=teacher_9236481&rf=nextdoor-dc-2024-11-project-teacher_9236481&challengeid=22211700,,"Offers an Ipad pro to underprivileged kids, accepting donations"
Entouch Wireless,866-488-8719,http://www.entouchwireless.com/,,Government phone medicaid phone
Envida Cares,719-633-4677,https://envidacares.org/,infomoves@envidacares.org,Medicare patients free medical rides
EPC Medicaid Eligibility Line,Sign-up: 719-636-0000,State: 800-359-1991,,"Will help you sort out any issues with your medicaid application, DHS based, 0000 recommended by Jarrell; for application and recertification for medicaid"
EVANS Tricare,719-526-2273,evans.tricare.mil,"7700 Arlington Boulevard, Ste 5101, Falls Church, VA 22042-5101",Evans Army Community Hospital for veterans and military; patient advocate for medical patients 719-526-7225
Everyday Eats,303-866-5700,https://cdhs.colorado.gov/CSFP,"1575 Sherman St, Denver, CO 80203","support program for qualifying Coloradans age 60+ to help keep healthy food staples in their kitchens. Known nationally as the Commodity Supplemental Food Program, Everyday Eats is quick, it's easy, and it's healthy. Participants can pick up a monthly package of cereal, canned goods and dairy with plenty of low-sodium, diabetic-friendly options to make nutritious, complete meals. Website for income limits"
Express Employment Professionals (North),719-266-9980,expresspros.com,1234 E Woodmen Ste 110 80920,"Includes: professional, healthcare, admin, manufacturing, engineering, management, IT, accounting, warehouse, sales, labor, construction, and hospitality"
Express Employment Professionals (South),719-390-1300,expresspros.com,2360 S Academy Blvd 80916,"Includes: professional, healthcare, admin, manufacturing, engineering, management, IT, accounting, warehouse, sales, labor, construction, and hospitality"
Express Scripts,855-738-1153,express-scripts.com,Accredo SpecialtyRx: 800-803-2523,Prescription Plan Contact Information
Familly Resource Network CO,719-227-7477,https://familyresourcenetworkco.com/clinical-services/supervised-parenting-time,"5360 N Academy Blvd Ste 130, Colorado Springs, CO 80918","Resource Database, family visitation, CFI/Meditation, therapy (individual, family, couples), home studies, Contractual adoptive support services, to include home studies, pre and post placement services, and trainings, family preservation, supervised parenting time, classes such as first aid cpr, parenting classes, parent child interactions, life skills"
Family Support Center FSC,(719) 644-7511,https://fscautism.com/,6160 Tutt Blvd #120,"treatment of children and families impacted by Autism Spectrum Disorders. We understand that autism impacts the entire family and have designed a treatment program that offers support, education, treatment and a place of refuge for families."
Family Voices,303-877-1747,https://www.familyvoicesco.org/,info@familyvoicesco.org,"Resource Database for family needs; resource navigation; education and training (medicaid 101, HCBS-home and community based service waivers, insurance appeals, medical home model of care, family engagement, funding, navigating systems of care); advocacy and policy; "
Federal Department of health and human services job,,https://www.hhs.gov/careers/how-apply/how-apply-hhs-person-disabilities,,Will hire individuals with disabilities and with accomodations
Financial Wellness Sessions,,ent.com/events,Free virtual financial wellness sessions,Free virtual financial wellness sessions
Find Treatment,,findtreatment.gov,,Helps to find medical/mental health/drug tx needed
First Visitor,719-632-5700,https://www.peakvista.org/services/first-visitor,,"Classes for parents to prevent sudden infant death syndrome (SIDS), abusive head trauma (AHT), or shaken baby syndrome (SBS); home mental health visits for yough children, program A: 0-12 months; probram B: 12-24 months; program C: 24-36 months; program D: 3-5 years. "
Fitness to Drive,719-231-6657 F: 719-931-5559,fitnesstodrive.org,Colorado Springs,"Helps rehabilitate those that want to drive but are suffering from rehabilitation, chronic health conditions, MCI, low vision, neuropathy, arthritis, new drivers"
"For Applicants of SSI, temp $",303-333-3482,http://coloradopeak.secure.force.com/,Details: https://www.senioranswers.org/financial-resources/and-ab/,"$200 a month for those applying for SSI/etc, 18-60 yo, click the check the 'adult financial' assistance box on the standard medicaid application"
Forge Evolution,719-475-7815 fax: 719-385-6202,https://forgeevolution.org/,"224 E Kiowa St Rm 230, Colorado Springs, CO 80903",Colorado Springs Teen Court; offers expungement of records for teens that finish their program. Resources that help prevent recidivism. Services covered by medicaid and chp and sliding scale; counseling in-person and telehealth; case management to teen and families.
