Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Colorado Access,720-873-6083,Contact Colorado Access Support,"11100 E Bethany Dr, Aurora CO 80014","Nonprofit health plan founded in 1994 offering Medicaid services to individuals and families.    At Colorado Access we partner with communities to empower people through access to quality, equitable, and affordable care. We value diversity of cultures, backgrounds, and perspectives. We commit to building the awareness and knowledge necessary to collaborate with colleagues, providers, members, and communities in a culturally appropriate way. We respect and embrace individuality while fostering an experience of inclusivity and belonging. We promote a culture in which our employees are appreciated, accepted, and feel connected to our mission. We will lead and inspire others who share in our commitment to diversity, equity, and inclusion, and together we will create healthy communities and achieve health equity."
Colorado Chamber Alliance CCA,,cochamberall.com,https://cochamber.com/colorado-chamber-alliance/,Coalition of Colorado businesses that support not for profits; resource database with a pay/membership wall
Career Advance Colorado,303-620-4000,https://cccs.edu/press-releases/colorado-community-college-system-launches-free-training-for-in-demand-jobs/,Denver CO 80230,"Might be defunct Free training for construction, education, early childhood education, firefighting, forestry, law enforcement, nursing, resource database"
Colorado Center for the Blind,303-778-1130,cocenter.org,"2233 West Shepperd Ave, Littleton CO 80120","Resources, employment, independence training for adults and children, college readiness, enrichment classes, youth programs, camp for kids, independent living, support groups, technology training, cane travel, taking charge program"
Colorado Division of Vocational Rehab,719-635-3585,https://dvr.colorado.gov/,"633 17th St. Suite 500 Denver, CO 80202","Helping those with disabilities to get work if they wish to work, no matter the disabilities' severity"
Colorado Energy Office Apprenticeship,,https://energyoffice.colorado.gov/wap-careers,,Paid apprenticeships in weatherizations
Colorado Housing Connects,844-926-6632,coloradohousingconnects.org,,"Housing resource finder, resource database; Helps find events to sign up for affordable housing events (by way of a calendar that lists events and dates and times for such-not super reliable when I looked); Affordable housing questionnaire (Asks you a lot of questions to help you find housing, map on HUD may be better/less intrusive option); eviction assistance; landlord mediation; housing discrimination; buying a home; down payment assistance programs; foreclosure; home repair; refinancing; housing vouchers for landlords; tenants that need help with rent; other resources for landlords/tenants"
Colorado Housing Enterprises Downpayment Assistance Program, ,crhdc.org/Services/Lending#banded-section-eight,,"Max amount: up to $10,000 second mortgage, 10 year repayment term with interest rate to match the first mortgage, low interest rate, more flexibility in first mortgage products, no sales price limits"
Community Action Partnership,,https://communityactionpartnership.com/our-impact/,,"Resource Database. Embodying our nation’s spirit of hope, America’s Community Action Agencies are a robust state and local force – reaching children and families in 99% of our nation’s counties with life-changing services, from early childhood education to job training services for seniors."
Community Anchor Academy,719-203-4758,thecommunityanchoracademy.org   info@communityanchor.org,"1652 S Circle, Colorado Springs, CO 80910","Empowers under-served communities to remove employment barriers through comprehensive job creation, community support, health, wellness and education initiatives; education, holistic wellness; forklift fridays-offer grants for under/non-employed; if on parole can offer even more opportunities like bus passes and more, clothing for job interviews, barbershop CLASSES, customer service certification"
Community Education Center,970-255-2600,tech@coloradomesa.edu coloradomesa.edu/tech/community-education/index.html,"Grand Junction, Montrose, Online; 2508 Blichmann Ave Grand Junction CO 81505","CMU Tech in partnership with Colorado Mesa University and through the Community Education Center supports lifelong learning for all ages. We are committed to providing educational opportunities for personal enrichment, professional development and even non-credit career training. We offer courses in a variety of formats and time frames to meet your busy schedule."
Community Works,719-203-4758,https://www.commwrks.org/,"1652 S Circle Dr, C/S, CO, 80910","For clients-Employment Resources: will help clients of their program get clothing for jobs, will give them a prosocial place to go during the day, give them work until they are able to join the workforce (if ID issues, will help them get their birth certificate and state ID); can get them pay for certificates for construction; will help meet requirements for DHS to get your benefits/food stamps reinstated"
Cornerstone Movement,,https://www.cornerstonemovement.org/    https://www.cornerstonemovement.org/contact-us, ,"Children of Color, poverty, inequities in most categories of well-being (housing, nutrition, transportation, child care, education, health care, wealth, incarceration, career opp and economic stab). First focus: education equity and success"
Cross Purpose,,https://www.crosspurpose.org/career-tracks/carpentry/,"Denver, CO","Employment jobs/classes/employment carpentry, free certification in carpentry"
Dale House Project,719-471-0642,dalehouseproject.org,"7 W Dale St, Colorado Springs, CO 80903","Offer assistance and places to live for young adults leaving foster care without permanent placement with transitional housing, youth employment, transition services, volunteers"
Defense Finance and Accounting Service,888-332-7411,https://dfas.mil/,"Military, retired & annuitant, civilian employee, contractor and vendor",Providing payment services for the department of defense
Denver Indian Center,303-936-2688,denverindiancenter.org,"4407 Morrison Rd, Denver CO 80219","All resources possibly needed, glasses, interview outfits, job classes, housing, food"
Destinations Career Academy of Colorado,800-705-1528,https://codca.k12.com/,8601 Turnpike Dr Ste 100 Westminster CO 80031,"Tuition free public school; Destinations Career Academy of Colorado (Destinations) is a public online school, authorized by Julesburg School District and the CO Department of Education, approved by the NCAA, and serves students living across the entire state of Colorado. Destinations, powered by K12, helps students in grades 4–12 get a jump-start on their college and career dreams by combining dynamic core academics with authentic college and career exploration in over 20 approved Career and Technical pathways."
Disability Caregivers,,https://acl.gov/ltc/costs-and-who-pays/what-is-long-term-care-insurance,,Long-term care insurance (instead of medicaid); paid family leave-contact state labor office; local area agencies on aging; vet programs; resource/how-to guide
Disability Employment,,https://www.opm.gov/policy-data-oversight/disability-employment/,,Guide on how to get federal employment for those with disabilities
Disability Jobs Training,,https://www.usa.gov/disability-jobs-training,,Job resource database for those with mental or physical disabilities
Disability Reshources,,https://www.dol.gov/general/topic/disability,,Resource database for those with a disability getting a job
Discovery Cafe,719-650-5978,discoverycafe.org,"207 East Avenue, Rifle CO 81650 or 824 Cooper Ave, Glenwood Springs, CO 81601","Resources for reentry, gardening, employment, construction experience, wifi access, cooking classes, mental health services"
DOC Reentry Employment and Training Resources,,https://drive.google.com/file/d/0B4D7ltAV_jW1UjlaVm1FTXRnYldDUmJZcUhvbzl0dm9OVVdV/view?resourcekey=0-dVWBVLFHfzxgmLmsEY1U5g,,Statewide contacts for reentry services
Doing His Time 72 Hour Fund / Colorado,303-300-3670,https://www.doinghistime.org/72-hour-fund/,4045 Wadsworth Blvd Ste 310 Wheat Ridge 80033,"Clothes, bus tokens, job counseling, housing, food and other basic essentials are available on a needs-driven basis for all who make an appointment."
DOLA Local Community Funding Deadlines,,https://lookerstudio.google.com/reporting/6bf90675-163a-4c84-9eb8-eef9779be136/page/T7j0C,,"Funding deadlines for housing, food, job services, medical, native populations, rural development, youth/family, veterans, transportation"
Dungarvin Colorado,303-423-7660,dungarvin.com,"4704 Harlan St STE 150, Denver, CO 80212","A little about us: Dungarvin is a national organization of privately owned companies that are dedicated to providing high quality, community-based supports to people with varying support needs. Dungarvin provides a variety of individually tailored services and supports under the Medicaid Home and Community Based Waiver. Other services provided include day services, supported employment, case management, supported foster care, children’s services, respite care, host homes and supports for persons with traumatic brain injury and mental health needs in several states.  Our quality services are flexible and responsive to individual needs and choices, while maintaining the fiscal integrity that ensures the long-term stability and security every person expects and deserves."
Embrave/CAE,719-633-1469,https://cdoc.colorado.gov/parole-and-re-entry-services/general-information/parole-offices,888 Garden of the Gods Rd,"Those that are on parole will need this info  If you successfully complete the tx at either place, parole can pay for first month rent and downpayment on an apartment"
Employer Tax Credit,,colorado.gov/cdle/taxcredits,,"Tax credit for employers that employ people with: vet status, food stamps, ex-felons, ssi, vocational rehab referrals, long term tanf, long-term unemployment recipients, short-term tanf recipients, designated community residents (rural renewal county)"
Ent Credit Union,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwi6zLXD9-GJAxWi1BYFHTKiJicYABAAGgJ0bA&ae=2&aspm=1&co=1&ase=2&gclid=Cj0KCQiAouG5BhDBARIsAOc08RSdSiP3K5mqLYO9euKr2msAYZHYS_3R0zDBINv0It1-rnK--AbYrpkaAkz5EALw_wcB&ei=CiE5Z8XYG_rlwN4PirqfoAs&ohost=www.google.com&cid=CAESVuD2yAI3aNgVKx-3DP9u8zmcGA3npGYEEBZ9wFsMQIjrNLshhvsTrqNZLCGYWecPVi1L2PQ5psLoMMwxKLroOXVd2dytKGaBbaWeAOVYlV2oIPmcesNJ&sig=AOD64_0zNf6Vkft7X0n8RDUdIICbcTXhAQ&q&sqi=2&nis=4&adurl&ved=2ahUKEwjFhafD9-GJAxX6MtAFHQrdB7QQ0Qx6BAgMEAE,,"Can help credit score improvement, financial planning, budgeting, getting out of debt, building credit, help with housing (homebuying process or when you're struggling with rent or mortgage payments"
Eudaimonia,T/P 512-277-2025,https://eudaimoniahomes.com/,,"Clinical therapy, alcohol and drug screening, employment assistance, volunteer placement, educational planning, peer recovery support, three-phase recovery program; sober living"
Express Employment Professionals (North),719-266-9980,expresspros.com,1234 E Woodmen Ste 110 80920,"Includes: professional, healthcare, admin, manufacturing, engineering, management, IT, accounting, warehouse, sales, labor, construction, and hospitality"
Express Employment Professionals (South),719-390-1300,expresspros.com,2360 S Academy Blvd 80916,"Includes: professional, healthcare, admin, manufacturing, engineering, management, IT, accounting, warehouse, sales, labor, construction, and hospitality"
Federal Bonding Program,303-318-8961,cdle_fbp@state.co.us  colorado.gov/cdle/federalbonding,,"An insurance against theft for those with the following questionable history to gain employment (help entice employers in spite of the past): record of arrest, conviction or imprisonment, history of alcohol or drug abuse, poor credit history, lack of employment history, dishonorable discharge, special situations"
Federal Department of health and human services job,,https://www.hhs.gov/careers/how-apply/how-apply-hhs-person-disabilities,,Will hire individuals with disabilities and with accomodations
Federal Government Loan,,https://www.usa.gov/government-loan,,"List of links for federal loans for: students who need help paying for school; buying a home/home repairs, funding their business, needing support after a disaster, farmers and ranchers"
Fema hiring people with disabilities,,https://www.fema.gov/careers/paths/disabilities,,Will hire individuals with disabilities and with accomodations
For Pride and Honor,,https://4pahorg.wixsite.com/forprideandhonor,4pahoperations@gmail.com,"Displace, disabled, retired veterans receive laundry assistance, hygiene, clothing, project homefront contributor, support groups and employment referrals"
Foundation for Successful living,719-227-3939; Denver: 720-921-1405,thefsl.org,"1879 Austin Bluffs Pkwy, 80918",Helps individuals with disabilities to find a vocation that they can flourish in and to become closer to independence and freedom
Fresh Start Center,719-495-3123,https://www.freshstartcenter.com/,"7375 Adventure Way, 80923","Food distribution, employment networking, sustainable gardening, nursing support, resource networking;"
Gateways Through the Rockies,719-390-2129,beckyboerjan@elpasoco.com,"EPC, Sherriffs office","Educational, therapeutic programming, re0entry support, employable work experiences through community based partnerships"
Goodwill Career Development Center,719-203-4758,http://www.discovermygoodwill.org/programs/careerdevelopmentcenter,"1460 Garden of the Gods Rd, C/S, CO, 80907",Employment assistance/employment help; meet DHS employment requirements if food stamps were canceled due to not meeting the employment requirements
Goodwill Rehire,719-635-4483,https://goodwillcolorado.org/tag/rehire/,"1460 Garden of the Gods Rd, Colorado Springs, CO, 80907",Employment assistance/employment help; meet DHS employment requirements if food stamps were canceled due to not meeting the employment requirements
Goodwill Resources,,https://goodwillcolorado.org/services/,,"Resource database of what's offered by goodwill. Help with farmers/ranchers, developmental, aging challenges, independence in agriculture trade and commerce; job training and support, LEAP (low-income energy assistance program); information technology training A+ cert, network + cert and security + cert for comptia; career development services, youth education/career development, mentoring, soft skills, work opportunities for those with disabilities (custodial), child support/improved payments and child success (impacs 303-412-3150), educational and social integration for refugee youth (CLIMB 720-392-8242), work skills and family stabilization (colorado works/tanf), soft and practical skills training (self-esteem, self-motivation, personal responsibility and reliability, cultural diversity and acceptance 720-738-0001), day program for individuals with significant disabilities, day program for individuals with developmental disabilities (POSSIBILITIES), day program for seniors (VOYAGES), in0home care: your life your way, Senior move managers (things forgotten not gone, moving service to help seniors moving into aging community/etc); in-home support services, financial support to caregivers for loved ones with disabilities on medicaid (free medical benefits); residential services (individuals with developmental and age-related challenges to remain independent); transitional students support (one-on-one job skills development for preparation for graduation); commercial contract services for businesses. Donation pick ups"
Grace Baptist Church,719-593-7887,https://www.gbccs.com/,"3500 N Nevada Ave, 80907","Hotel Voucher, 3 nights to 'End of Trail' motel, BAD reviews, will pay for ESA"
Green Path,877-337-3399,greenpath.com,,"Can help credit score improvement, financial planning, budgeting, getting out of debt, building credit, help with housing (homebuying process or when you're struggling with rent or mortgage payments"
Helping Hands Act,,https://helpinghandsact.com/colorado/?gad_source=1&gclid=Cj0KCQjw0Oq2BhCCARIsAA5hubUL61YEgi4etr8yl9voBxbC6yO54qam8Hp-gEP028_1DqZ5PBM06isaAsySEALw_wcB, ,"housing, utility assistance, transportation, further education, tax preparation, job resources and more."
High Plains Helping Hands/Fresh Start Center,719-495-3123,https://www.freshstartcenter.com/   Facebook: Fresh Start Center,"7375 Adventure Way, C/S, CO 80923?????????","We fight hunger, poverty, joblessness through sustainable agriculture, food distribution, employment programs, nursing support and case management, health services, education for farming and gardening, healthy cooking classes, finance coaching"
Hillside Hub,719-470-2737,https://coloradospringsfoodrescue.org/hillside-food-hub,917 E Moreno Ave 80903,"We’re bringing neighbors together to grow, cook, learn about, access, gain employment, & advocate for fresh food."
Hirequest,,,,"If you have your SS card, daily work, pay $120/day"
Home Partners of America,,homepartners.com,,"HPA works with qualified families to help them build their credit and save for a downpayment, HPA purchases a home that meets their criteria but is chosen by the family, family rents for 6 years with annual rent caps"
Homebuilders Institute,,hbi.org,,Not for profit that trains future builders in trade and construction skills at no cost to the students to help them attain employment that they can be proud of
Homeless Veterans,877-424-3838,va.gov/HOMELESS/docs/,,"Programs that offer permanent supportive housing for vets; free health care for homeless vets (HCHV) that offers outreach, exams, treatment and case management to help vets rebuild their lives; supportive services for veteran families (SSVF); VA's homeless veterans community employment services (HVCES), job training, career development and employers ready to hire; women veterans program manager "
Homeless Veterans Community Employment Services HVCES,,https://www.va.gov/homeless/hvces.asp,,"improve employment outcomes for Veterans who have experienced homelessness. HVCES has deployed more than 150 Vocational Development Specialists who serve as Community Employment Coordinators (CECs), at most VA Medical Centers across the country."
"HUD Good Neighbor Next Door Program for Law Enforcement Officers, Teachers, Firefighters, and EMTs", ,hug.gov/program_offices/housing/sfh/reo/goodn/gnndabot,,"Limited to specific HUD-owned properties located in designated Revitilization Areas, Max amount: up to 50% discount off list price of the home, deferred 3 year forgivable loan (no repayment), after 3 years you can sell the home and keep any equity/appreciation, if you leave the employment nothing changes as long as you live there for 36 months"
Impact Development Fund Down Payment Assistance, ,impactdf.org/el-paso-county/,,"Borrowers must obtain their primary mortgage from FirstBank. Max amount: 5% of purchase price or $30,000, whichever is less. Repayment at 6% fixed interest over 15 years and no housing ratio is used, with debt-to-income ratio of 50% max"
Impact Empowerment Group,720-819-7150 and 720-394-2341,http://www.impactempowerment.org/,"5405 E 33rd Ave, Denver CO 80207","IEG provides programs in education, employment, and entrepreneurship. They can help you get out of a gang, make different choices, provide mentoring and help finding a job, improve your education, develop a career, become an entrepreneur, and more. Walk-ins are welcome."
Improved Payments and Child Success (IMPACS),719-500-9759,https://goodwillcolorado.org/services/,,"Goodwill’s IMPACS Program helps parents paying child support and their families overcome barriers to employment through supportive services and individualized case management. Approved applicants collaborate with Goodwill staff and community service providers (e.g., community colleges, workforce centers, etc.) and/or county human service departments to assist participants in securing gainful employment and maintaining their financial support obligations."
Independence Center,719-471-8181,theindependencecenter.org,"729 S Tejon St, 80903","Handicapable assistance; homeless assistance, civil rights for people with disabilities, Disability advocates, home health, CAN program, family payer program, Home Modification, reduced price bus passes, id voucher, non-sober housing voucher: Erika"
Individual Career and Academic Plan (ICAP),720-576-2902,https://www.cde.state.co.us/postsecondary/icap,russel_r@cde.state.co.us,"ICAP is a multi-year process that intentionally guides students and families in the exploration of career, academic and postsecondary opportunities. With the support of adults, students develop the awareness, knowledge, attitudes, and skills to create their own meaningful and powerful pathways to Postsecondary and Workforce Readiness (PWR)."
"Integrating Supports, Co",719-3133-0626,https://integratingsupports.com/,,Supported employment for those with mental health/disabilities towards independence and stability
"Intervention, inc.",303-450-6000,int-cjs.org/c3,https://www.int-cjs.org/locations    ,"addiction recovery, mental health, photo id/dL, medicaid, medical/dental, housing resources, sober living, peer support specialists, job search assistance, food and clothing, transportation, GED, trade/life skills, financial management, veterans assistance, legal resources"
Job Corp,,https://info.joinjobcorps.com/nsp,,
Junior Achievement Southern Colorado,719-636-2474,https://soco.ja.org/,"611 N Weber St Ste 201, C/S, CO 80903","K-12 students educational enrichment, financial literacy, work and career readiness, entrepreneurship"
K Project Freedom,303-944-0121,kprojectfreedom.com,,"K. Project Freedom helps men and women coming out of prison. Their goal is to help as many people as they can to be successful after getting out. You can call them at any time of the day or night, and they will try to help. This is a new and small organization, but their heart is big, and they will try to help with what you need, including help finding a job, transportation, hygiene items, clothing, and much more. Founder Kalena Rodriguez says you can call her even if it's just to talk because you're afraid of relapsing."
K9 to 5,719-238-8118,https://k9to5.com/,,"Private pay, training for service dogs, emotional support animals (dogs) therapy dogs"
Low Income Tax Payer Clinic LITC,,https://taxpayeradvocate.irs.gov/about/litc,,Helps with taxes
Marion House,719-475-7314,http://www.ccharitiescc.org/,"14 W Bijou St, Colorado Springs, CO, 80903","A soup kitchen, medical partners, Hanifen Employment Center, education, employment skill development, computer training, "
Mental Health Transitional Living,303-866-5170,cdhs)admissions.mgtl@state.co.us  cdhs.colorado.gov    https://cdhs.colorado.gov/mental-health-transitional-living-homes,"3824 W Princeton Cir, Building 15, Denver, CO 80236","helps with food, meds, no benis or money needed, not used within 3 months usually, NO SO, if they required locked facility, none if on M1 hold, Level 2 Home will take people out of detox, acute crisis interventions within 6 or less months. Has SI/HI in last 6 months, actively trying to harm themselves within last 6 months. Homes staffed 24/7 with QMAP. Staff are cooking and basic cleaning, most need to keep up with their own ADL, unlocked doors and hands off. Intensive case manager. Optional programs. So long as they're not decomping/isolating. They pay first, work on getting them on waivers with SSI/medicaid/etc/hcbs; needs 6 month mental health history; new homes opening up with less criteria including only 3 month mental health history, dogs?"
Mountain West Financial PATH Home Loan Program, ,mwfinc.com/path/,,"Upfront savings with reduced lender fees and interest rates, can be used with other lender fees and interest rates, can be used with other down payment assistance programs, for members of the Colorado Public Employees' Retirement Assiciation or the Fire and Police Pension Association of Colorado "
My Colorado Journey,720-273-2944,http://cdhe.colorado.gov/students/preparing-for-college/financial-aid-for-students,N/A,"Free financial education tools, including info on saving and paying for college"
Native Workforce Employment,303-953-6600,https://6nz.1ae.myftpupload.com/native-workforce-program/,nwp@denverindiancenter.org,"glasses, gas cards, occupational certifications and licensures, bus vouchers, employment readiness"
Need Help Paying Bills,info@needhelppayingbills.com,https://www.needhelppayingbills.com/html/el_paso_county_assistance_prog1.html#google_vignette,joncmac@needhelppayingbills.com.,Resource database for everything and all things; espcially paying bills
Neigborhood Assistance Corporation of America,,naca.com/,,"No down payment or closing costs required, no rrquirement for perfect credit, below-market mortgage rates"
Neighbors Helping Neighbors,,https://www.nhnusa.org/index.html,,"Mentor and coaches, volunteers for unemployed, underemployed, veterans"
