Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Dutch Nelson Chapter of the Korean War Veterans Assoc.,719-214-6121  719-322-6959,pastorstan41228@gmail.com,3400 N Nevada Ave,"If served in Korea from 1945 to present, 11:30 start, 12 lunch, 3rd Saturdays at Elks Lodge; contact Mike Thomason"
El Paso County Detox Facility,719-390-2046 719-390-2047 24/7 Ph Number 855-705-8275,NPI 1922434182   https://americanrehabs.com/treatment-centers/el-paso-county-community-detox-facility/,2723 E Las Vegas St 80906,Available 24 hours/day
Elevate Apartment Homes,719-636-1115,,402 Creston Lane 80905,Affordable Housing
Emergency Shelters,,Availible Shelter Beds Colorado Springs,,The Place; Springs Rescue Mission; RJ Montgomery Center
EVANS Tricare,719-526-2273,evans.tricare.mil,"7700 Arlington Boulevard, Ste 5101, Falls Church, VA 22042-5101",Evans Army Community Hospital for veterans and military; patient advocate for medical patients 719-526-7225
Exceptional Family Member Program,800-342-9647,https://www.militaryonesource.mil/special-needs/efmp/,,Enroll your family member with special needs in EFMP to get the support you need to manage their care and services. For Military/Vets and their family
Familly Resource Network CO,719-227-7477,https://familyresourcenetworkco.com/clinical-services/supervised-parenting-time,"5360 N Academy Blvd Ste 130, Colorado Springs, CO 80918","Resource Database, family visitation, CFI/Meditation, therapy (individual, family, couples), home studies, Contractual adoptive support services, to include home studies, pre and post placement services, and trainings, family preservation, supervised parenting time, classes such as first aid cpr, parenting classes, parent child interactions, life skills"
Family Success Center,719-632-1543,https://www.ppunitedway.org/family-success-center/,"518 N Nevada Ave, C/S, CO, 80903","serve the entire family and empower community members to become financially stable, grow, and accomplish their goals. Visit us today at the FSC where we strive to uplift families through the strength of community collaboration. To speed up your enrollment process, click here:"
Felon Friendly Housing List,Grand Centennial Apt,Grand View Apt   Camelback Points Apt Homes Fountain Springs Apt,Arbor Point Elevate Apt Talon Hill Apartment Homes,Aspen Creek Apt Fountain View Apt the Woods Apt Broadmoor Ridge Apt Ivy at Cheyenne Creek Windmill Apt
FHLB of Topeka Homeownership Set-Aside Program, ,fhlbtopeka.com/hsp,,"Maximum amount: $5,000, forgivable grant with a 5-year retention period, may be combined with other federal, state, and local grants/loans"
Financial Readiness Program,719-526-4783,https://myarmybenefits.us.army.mil/Benefit-Library/Federal-Benefits/Financial-Readiness-Program-(FRP),,"The Army's Financial Readiness Program (FRP) is available at every installation. Army Community Service (ACS) FRP teaches Soldiers in both classroom training & individual counseling sessions, how to save and invest their money, how to establish savings goals, debt elimination strategies, and saving for emergencies. Through partnerships with non-profit corporations, many of these tools and resources are provided online for those geographically separated from an ACS office. Contact your local installation ACS center or Family Service Center for more information."
Folds of Honor,coloradopatriots.foldsofhonor.org,https://foldsofhonor.org/,"Parker CO closest branch, does come to springs coloradopatriots@foldsofhonor.org",Chapters that hold fundraisers that give scholarships to surviving children of first responders and military
For Pride and Honor,,https://4pahorg.wixsite.com/forprideandhonor,4pahoperations@gmail.com,"Displace, disabled, retired veterans receive laundry assistance, hygiene, clothing, project homefront contributor, support groups and employment referrals"
Fort Carson Family Homes,719-526-1101,http://www.fortcarsonfamilyhomes.com/,Colorado Springs CO,Military homes on base for families
Fort Carson Fire non-emergency,719-526-5615,,,military fire dept non-emergency
Fort Carson Housing Service Office,719-526-2323,https://www.military.com/base-guide/colorado-springs-military-bases/contact/housing-services-office/4281,"Evans St Bldg 1225, Fort Carson, CO 8013",Housing help for active duty military/spouses
Fort Carson Police Non-Emergency,719-526-2333,,,Military base fort carson non-emergency phone line
Fort Carson Resource Database,,https://carson.armymwr.com/ACS,,Army resource short list
Fountain Valley Medical Center,1-719-653-7776,http://www.fountainvalleyhealthcare.com/,"1259 Lake Plaza Dr #270, Colorado Springs, CO 80906","Mental Health Assisstance, possibly can get in on short notice."
Free Charity Cars,,https://freecharitycars.org/,,"car donation/distribution charity; veterans, families"
Friends of Man,303-798-2342,friendsofman.org,,"Car Repairs, hearing aids, glasses, daycare, wheel chair adaptation (joystick), corrective helmets, wheelchair repair, van accessibility, assistive tech, clothing, nursing home holiday gifts, daycare supplement, dental, food, prosthesis, glasses, wheelchair ramp, stair lift, medical equipment, custom crutches, mobility equipment, therapy, therapy camp, vehicle hand controls"
Genesis Center of Hope,719-358-8132,https://www.gencenters.org/,"308 W Fillmore St ste 200, C/S, CO, 80907","A donation-based and volunteer-run non profit organization with a special partnership with Bed Bath and Beyond and Walmart. Our charitable store offers a variety of items, such as bedding, vacuums, fans, cleaning products, bathroom and kitchen supplies, school supplies, clothing, and more for individuals and families in need. There is no cost to participate in our program, but we do welcome monetary donations, of whatever shoppers can afford."
Gerofit,,https://www.va.gov/GERIATRICS/pages/gerofit_Home.asp,,Fitness program for senior veterans offered by VA to those already under their care
Giving Day via Pikes Peak State College,,givingdaypikespeak.com,,Donation for various charities throught the college
Good Neighbor Garage,720-941-5897,goodneighborgarage.com  care@ehands.org   info@goodneighborgarage.org,"16097 S Golden Rd, Golden, CO, 80401","GNG is a unique car donation program as it is one of few charities in Colorado, which allows you to claim the full-market value of your donated car. When you donate to GNG, you can maximize your tax deduction making it a win-win for all! If you have additional questions, or if you would like to find out more about donating your vehicle to Good Neighbor Garage, please contact us at (720) 941-5897 or email GNG at info@goodneighborgarage.org"
Good RX,,,,Phone Application that compares med prices for varying pharmacies and gives you the lowest prices
Goodwill Resources,,https://goodwillcolorado.org/services/,,"Resource database of what's offered by goodwill. Help with farmers/ranchers, developmental, aging challenges, independence in agriculture trade and commerce; job training and support, LEAP (low-income energy assistance program); information technology training A+ cert, network + cert and security + cert for comptia; career development services, youth education/career development, mentoring, soft skills, work opportunities for those with disabilities (custodial), child support/improved payments and child success (impacs 303-412-3150), educational and social integration for refugee youth (CLIMB 720-392-8242), work skills and family stabilization (colorado works/tanf), soft and practical skills training (self-esteem, self-motivation, personal responsibility and reliability, cultural diversity and acceptance 720-738-0001), day program for individuals with significant disabilities, day program for individuals with developmental disabilities (POSSIBILITIES), day program for seniors (VOYAGES), in0home care: your life your way, Senior move managers (things forgotten not gone, moving service to help seniors moving into aging community/etc); in-home support services, financial support to caregivers for loved ones with disabilities on medicaid (free medical benefits); residential services (individuals with developmental and age-related challenges to remain independent); transitional students support (one-on-one job skills development for preparation for graduation); commercial contract services for businesses. Donation pick ups"
Grace Baptist Church,719-593-7887,https://www.gbccs.com/,"3500 N Nevada Ave, 80907","Hotel Voucher, 3 nights to 'End of Trail' motel, BAD reviews, will pay for ESA"
Grant News,,grantwatch.com,,"Resource database that keeps track of grants, when they become available and when they stop. Three types of grant lists, goverment, nonprofit and business grants"
Guide Star,,guidestar.org,,Resource database where you can look up a non-profit and access the most complete data available
Handicapable Mobility Resource Guide,,https://www.braunability.com/us/en/help-me-buy/grants-funding/wheelchair-vehicle-grants-and-funding-by-state/colorado-wheelchair-van-grants.html, ,Offers possible funding/grants/resources to get mobility needs met in the area/resource database
Healing Warriors Program,970-776-8387,healingwarriorsprogram.org,"1044 W Drake Rd, Ste 202, Fort Collins, CO 80526",organization serving the veteran community and their families by providing care therapies that integrate with a service member’s standard medical care in order to achieve the individual’s wellness goals and restore quality of life.
Health Care for Homeless Veterans HCHV,,,,"Outreach, exams, treatment, case management at over 135 sites nationwide"
Heroes on the Water,214-295-4541,https://heroesonthewater.org/,Denver VA Therapeutic Program,"Kayaking and fishing experience with vets, first responders, active duty military"
Homefront Military Network,719-577-7417,http://homefrontmilitarynetwork.org/,"1120 N Circle Dr, Ste 230","Money for current, veterans and spouses of military."
Homeless Veterans,877-424-3838,va.gov/HOMELESS/docs/,,"Programs that offer permanent supportive housing for vets; free health care for homeless vets (HCHV) that offers outreach, exams, treatment and case management to help vets rebuild their lives; supportive services for veteran families (SSVF); VA's homeless veterans community employment services (HVCES), job training, career development and employers ready to hire; women veterans program manager "
Homeless Veterans Community Employment Services HVCES,,https://www.va.gov/homeless/hvces.asp,,"improve employment outcomes for Veterans who have experienced homelessness. HVCES has deployed more than 150 Vocational Development Specialists who serve as Community Employment Coordinators (CECs), at most VA Medical Centers across the country."
Housing Authority of Colorado Springs,719-387-6700,F: 719-382-4113 info@csha.us,"831 S Nevada Ave, Colorado Springs, CO, 80903",Housing assistance
"HUD Good Neighbor Next Door Program for Law Enforcement Officers, Teachers, Firefighters, and EMTs", ,hug.gov/program_offices/housing/sfh/reo/goodn/gnndabot,,"Limited to specific HUD-owned properties located in designated Revitilization Areas, Max amount: up to 50% discount off list price of the home, deferred 3 year forgivable loan (no repayment), after 3 years you can sell the home and keep any equity/appreciation, if you leave the employment nothing changes as long as you live there for 36 months"
HUD Homeless Vets crisis line,303-672-5440 202-708-1112 tty: 202-708-1455 ,http://www.hud.gov/co,"Denver, CO",Assisting homeless vets find a home
HUD-VASH Vouchers Housing and Urban Development,202-708-1112 tty: 202-708-1455,https://www.hud.gov/program_offices/public_indian_housing/programs/hcv/vash    CO_webmanager@hud.gov,"1670 Broadway 25th Fl Denver, CO 80202",Housing vouchers for homeless vets
Humane Colorado,303-751-5772,humanecolorado.org,info@humanecolorado.org,"When the demand for veterinary services to underserved pets increased dramatically, the organization was ready to help. In 2018, Dumb Friends League Veterinary Hospital at Yuma expanded its services to help prevent and alleviate suffering in pets whose caretakers would otherwise be unable to provide this care."
Innova Recovery Services,719-419-8909,,"1824 Woodmoor Dr, Ste 101, Monument CO","Substance Abuse SMART Recovery IOP Trauma & PTSD DUI Level I and Level II Classes, Adolescent Therapy Services"
Interfaith Hospitality Network,719-329-1244,https://www.familypromisecos.org/interfaith-hospitality-network,"420 N Nevada Ave, Colorado Springs, CO, 80901","Shelter/Housing, parenting skills, case management community support, referral services"
"Intervention, inc.",303-450-6000,int-cjs.org/c3,https://www.int-cjs.org/locations    ,"addiction recovery, mental health, photo id/dL, medicaid, medical/dental, housing resources, sober living, peer support specialists, job search assistance, food and clothing, transportation, GED, trade/life skills, financial management, veterans assistance, legal resources"
Ithika Housing,719-578-1629,https://ithakahousing.org/individual/,321 Mesa Rd 80905   hello@ithakahousing.org,"Transitional housing for men leaving incarceration/homelessness; 25 yo+ male identifying, ability to obtain and maintain housing, covid vaccine, no svp or murder convictions"
JBits Sign Up,,https://www.jbits.courts.state.co.us/pas/pubaccess/govaccess.cfm, ,Alternative to looking up SID number via probation/etc; looking up any pre-approved visitors
Joint Initiatives for Youth & Families,719-630-0927,jointinitiatives.org,"123 E. Las Animas St., C/S, CO, 80903","military family resources, child health and behavior supports, finding quality child care, opening a child care business, early childhood workforce, resource database"
Judi's House,720-941-0331,judishouse.org,,"Judi’s House is dedicated to improving outcomes for bereaved families by strengthening our grief education and program evaluation. JAG Institute, affectionately named after our co-founder’s late mother, Judith Ann Griese, includes our training and research arms. In honor of Judi and all the families we’ve served, we prioritize sharing our findings to have a larger impact on the care grieving families receive in our country."
Justice Center C/S,719-473-6212,https://www.justicecentercos.org/apply    media@justicecentercos.org ,,Lawyer Referral: No court date within 6 weeks; priority persons: survivors of family violence; honorably discharged vets and dependants; active duty members; persons with disabilities; senior citizens; immigrants and refugees; persons with landlord/tenant issues
K9 to 5,719-238-8118,https://k9to5.com/,,"Private pay, training for service dogs, emotional support animals (dogs) therapy dogs"
Keys to Progress,1-855-347-3939,https://www.progressive.com/about/purpose/keys-to-progress/,,"car/vehicle for veterans, veteran-owned small business, vet non-profit"
Kid's Closet Swap,,https://www.facebook.com/events/595272426387355/,4863 N Nevada Ave 80918,0-12 year old kid closet swap
Kiwani's Club of Colorado,719-510-3107,portal.clubrunner.ca/101951    morgan@springsliving.com,"3104 N Nevada Ave, Colorado Springs, CO 80907",www.facebook.com/pikespeakkiwanis   Charity that funds charities formed to help children specifically
Labor Finders,719-634-1699,laborfinders.com,2828 N Nevada Ave 80907,"Includes: professional, healthcare, admin, manufacturing, engineering, management, IT, accounting, warehouse, sales, labor, construction, and hospitality"
Legal Assistance (JAG) for military,719-526-6240,https://home.army.mil/carson/support-services/staff-judge-advocate/legal-assistance,Bldg 6222,"The Fort Carson Office of the Staff Judge Advocate Legal Assistance Office provides world class legal advice and service to America's past, present and future warriors and their dependents."
Lighten the Load,,https://www.fountaincolorado.org/government/city_departments___divisions/utilities/customer_service/lighten_the_load,"Fountain Valley Salvation Army, 208 Cunningham Dr, 80911","LEAP for Fountain Utility Customers; Mon,Wed,Fri: 9-3, closed for lunch 12-1; Bring your City of Fountain Utility Bill and Photo ID"
Lindstrom Clinic,719-327-5660,https://www.va.gov/eastern-colorado-health-care/locations/pfc-floyd-k-lindstrom-department-of-veterans-affairs-clinic/,"3141 Centennial Blvd, C/S, CO 80907",Veteran walk-in clinic; Monday and Thursday 9-3; quick issues only
Metro Denver Housing Initiative,,https://www.mdhi.org/,711 Park Ave W Ste 320 80205,"The Metro Denver Homeless Initiative is leading and advancing collaboration to end homelessness in Adams, Arapahoe, Boulder, Broomfield, Denver, Douglas, and Jefferson Counties."
Military Emergency Financial Assistance,877-272-7337,http://redcross.org/colorado,1040 S 8th St,Provides some financial assistance for active duty military and retired military in emergencies. Assistance includes:
