Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Domiciliary Care for Homeless Vets DCHV,1-877-424-3838,https://www.va.gov/homeless/dchv.asp,,"24/7 residential medical support to help veterans rebuild their lives; The Domiciliary Care Program is the Department of Veterans Affairs (VA) oldest health care program. Established through legislation passed in the late 1860's, the Domiciliary's purpose was to provide a home for disabled volunteer soldiers of the Civil War. Domiciliary care was initially established to provide services to economically-disadvantaged Veterans, and it remains committed to serving that group. The Domiciliary has evolved from a ""Soldiers' Home"" to become an active clinical rehabilitation and treatment program for male and female Veterans and domiciliary programs are is now integrated with the Mental Health Residential Rehabilitation and Treatment Programs (MH RRTPs)."
Early Connections Learning Centers,719-632-1754,earlyconnections.org,"104 E Rio Grande St, C/S, CO 80903","Children aged 6-16 years old: offering nationally accredited programs featuring a literacy-focused curriculum, family support activities, nutritious meals and snacks, physical and behavioral health support, and a team of highly qualified professionals."
Emergency Medicaid,800-221-3943,https://www.healthfirstcolorado.com/emergency-medicaid/,,"This is exactly as it says, it’s emergency Medicaid. That means that it’ll take awhile to get ahold of, no joke, may take a few hours."
Energy Resource Center,719-591-0772,erc-co.org,"540 E Cimarron St, Colorado Springs, CO, 80903","Not for profit that helps people check for energy consumption, household carbon footprint, home safety and detection, home insulation, appliance efficiency, solar solutions; save money on energy costs, cut energy waste, assist with affordable housing crisis, application for benefits or weatherization program, energy assessments, post-energy assessment steps, completion of work, final inspection, resource database for energy efficiency"
Envida Cares,719-633-4677,https://envidacares.org/,infomoves@envidacares.org,Medicare patients free medical rides
Families Matter,,Link to Families Matter Documents Folders Page,,"All rules and regs for child welfare, have to have access to access papers, all paperworks you could use"
Financial Readiness Program,719-526-4783,https://myarmybenefits.us.army.mil/Benefit-Library/Federal-Benefits/Financial-Readiness-Program-(FRP),,"The Army's Financial Readiness Program (FRP) is available at every installation. Army Community Service (ACS) FRP teaches Soldiers in both classroom training & individual counseling sessions, how to save and invest their money, how to establish savings goals, debt elimination strategies, and saving for emergencies. Through partnerships with non-profit corporations, many of these tools and resources are provided online for those geographically separated from an ACS office. Contact your local installation ACS center or Family Service Center for more information."
Flying Horse Foundation,303-660-3583,flyinghorsefoundation.org   info@flyinghorsefoundation.org,"9663 E Palmer Divide Ave, Larkspur CO 80118","assists at-risk and underserved children through equine-assisted learning. senior program serves residents who would enjoy getting out of their environment to experience the open skies, fresh and airy serenity; El Paso Couty, Douglas County resource database, foster and adoptive family resources, develpmental relationships framework, surrounding activities"
Folds of Honor,coloradopatriots.foldsofhonor.org,https://foldsofhonor.org/,"Parker CO closest branch, does come to springs coloradopatriots@foldsofhonor.org",Chapters that hold fundraisers that give scholarships to surviving children of first responders and military
"For Applicants of SSI, temp $",303-333-3482,http://coloradopeak.secure.force.com/,Details: https://www.senioranswers.org/financial-resources/and-ab/,"$200 a month for those applying for SSI/etc, 18-60 yo, click the check the 'adult financial' assistance box on the standard medicaid application"
For Pride and Honor,,https://4pahorg.wixsite.com/forprideandhonor,4pahoperations@gmail.com,"Displace, disabled, retired veterans receive laundry assistance, hygiene, clothing, project homefront contributor, support groups and employment referrals"
Fountain Gardens Senior Living,719-632-2155,http://www.dunmire.net/property/121/,"3165 E Fountain Blvd, Colorado Springs, CO 80910",Senior Housing/Emergency Housing/Affordable Housing
Fountain Valley Senior Center,719-600-2644,fvscenter.org,"5745 Southmoor Dr, Fountain CO 80817",Senior center that will lend out mobility/handicapable tools/etc to those in need i.e. toilet chair with handles
Franklin Square Townhomes,,https://csha.us/franklin-square,"605 N Franklin St, Colorado Springs, CO 80903",Senior Housing/Emergency Housing/Affordable Housing
Gerofit,,https://www.va.gov/GERIATRICS/pages/gerofit_Home.asp,,Fitness program for senior veterans offered by VA to those already under their care
Go Farm,720-580-3276,gofarm.org,"1301 Arapahoe St. Ste 105, Golden, CO 80401",Helps backyard farmers in building their crops in an eco-friendly and local co-op friendly manner
Golden Lotus Foundation Asian Heritage Center,719-540-5338,https://www.goldenlotusfoundation.org/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"1819 W Cheyenne Rd, C/S, CO 80906","NFP for cultural activities, publications"
Good Neighbor Garage,720-941-5897,goodneighborgarage.com  care@ehands.org   info@goodneighborgarage.org,"16097 S Golden Rd, Golden, CO, 80401","GNG is a unique car donation program as it is one of few charities in Colorado, which allows you to claim the full-market value of your donated car. When you donate to GNG, you can maximize your tax deduction making it a win-win for all! If you have additional questions, or if you would like to find out more about donating your vehicle to Good Neighbor Garage, please contact us at (720) 941-5897 or email GNG at info@goodneighborgarage.org"
Goodwill Resources,,https://goodwillcolorado.org/services/,,"Resource database of what's offered by goodwill. Help with farmers/ranchers, developmental, aging challenges, independence in agriculture trade and commerce; job training and support, LEAP (low-income energy assistance program); information technology training A+ cert, network + cert and security + cert for comptia; career development services, youth education/career development, mentoring, soft skills, work opportunities for those with disabilities (custodial), child support/improved payments and child success (impacs 303-412-3150), educational and social integration for refugee youth (CLIMB 720-392-8242), work skills and family stabilization (colorado works/tanf), soft and practical skills training (self-esteem, self-motivation, personal responsibility and reliability, cultural diversity and acceptance 720-738-0001), day program for individuals with significant disabilities, day program for individuals with developmental disabilities (POSSIBILITIES), day program for seniors (VOYAGES), in0home care: your life your way, Senior move managers (things forgotten not gone, moving service to help seniors moving into aging community/etc); in-home support services, financial support to caregivers for loved ones with disabilities on medicaid (free medical benefits); residential services (individuals with developmental and age-related challenges to remain independent); transitional students support (one-on-one job skills development for preparation for graduation); commercial contract services for businesses. Donation pick ups"
Habitat for Humanity,719-667-0840,http://pikespeakhabitat.org/   office@pikespeakhabitat.org   donations@pikespeakhabitat.org,6250 Tutt Blvd,"vehicle for certain people, can donate old vehicles, builds and improves affordable housing, restore offers inexpensive construction and household items, furniture; Women Build helps women to learn to build and repair homes"
Hands of the Carpenter,303-526-4488,https://www.handsofthecarpenter.org/,"16097 S Golden Rd, Golden CO 80401",Car repair/vehicles for single mothers
Hatler-May Village Senior Residences,(719) 354-4743,http://www.cchnc.org/,"2842 Vickers Dr, Colorado Springs, CO 80918",Senior Housing/Emergency Housing/Affordable Housing
Housing and Urban Development HUD Resource Map,,resources.hud.gov,,"Resource database in map form, find: affordable housing, HUD office, Public Housing Authority, Homeless Resources, Affordable Elderly and special needs housing and more"
Justice Center C/S,719-473-6212,https://www.justicecentercos.org/apply    media@justicecentercos.org ,,Lawyer Referral: No court date within 6 weeks; priority persons: survivors of family violence; honorably discharged vets and dependants; active duty members; persons with disabilities; senior citizens; immigrants and refugees; persons with landlord/tenant issues
Kid's Closet Swap,,https://www.facebook.com/events/595272426387355/,4863 N Nevada Ave 80918,0-12 year old kid closet swap
Launchpad Apartments,719-427-2609,https://www.thelaunchpadapts.com/,"846 N 19th St, C/S, CO","Run by 'the Place' and is affordable and supportive housing for 18-24 yo to help them turn their lives around; free of charge, paid for by Colorado Division of Housing; 13% for homeless vets paid by state vouchers; Seniors earning 40-60% median income will fill other units"
Lutheran Family Services,719-227-7571,https://www.lfsrm.org/,"108 East St Vrain St, Ste 21, C/S, CO 80903   1515 N Cascade, Colorado Springs, CO 80907","Adoption, pregnancy options, disaster relief, foster care, family support and education, immigration legal services, older adult program, refugees and asylee"
Medallion Post Acute Rebilitation Clinic,719-381-1000,http://medallionparc.com/,"1719 E Bijou St, C/S, CO 80909","In-house therapy, skilled nursing, senior living, active living"
Medicare Bus Passes,303-444-3043   719-471-8181,https://coloradosprings.gov/mountain-metro/fares-and-tickets-hub,729 S Tejon St 80903,"In the medicare application, you can buy single use, day and multiple bus passes for REAL cheap"
Medicare Transport,720-665-4449,https://www.mdttransit.com/medicare-ride-service-colorado-springs5e4be744, ,Free transport for medicare recipients
Mental Health Transitional Living,303-866-5170,cdhs)admissions.mgtl@state.co.us  cdhs.colorado.gov    https://cdhs.colorado.gov/mental-health-transitional-living-homes,"3824 W Princeton Cir, Building 15, Denver, CO 80236","helps with food, meds, no benis or money needed, not used within 3 months usually, NO SO, if they required locked facility, none if on M1 hold, Level 2 Home will take people out of detox, acute crisis interventions within 6 or less months. Has SI/HI in last 6 months, actively trying to harm themselves within last 6 months. Homes staffed 24/7 with QMAP. Staff are cooking and basic cleaning, most need to keep up with their own ADL, unlocked doors and hands off. Intensive case manager. Optional programs. So long as they're not decomping/isolating. They pay first, work on getting them on waivers with SSI/medicaid/etc/hcbs; needs 6 month mental health history; new homes opening up with less criteria including only 3 month mental health history, dogs?"
Military Emergency Financial Assistance,877-272-7337,http://redcross.org/colorado,1040 S 8th St,Provides some financial assistance for active duty military and retired military in emergencies. Assistance includes:
Mountain Springs Recovery,844-481-0693,https://mountainspringsrecovery.com/elderly-drug-addiction-and-treatment/,"1865 Woodmoor Dr, Monument, CO 80132",Elderly addiction rehab
Mountain West Financial PATH Home Loan Program, ,mwfinc.com/path/,,"Upfront savings with reduced lender fees and interest rates, can be used with other lender fees and interest rates, can be used with other down payment assistance programs, for members of the Colorado Public Employees' Retirement Assiciation or the Fire and Police Pension Association of Colorado "
Myron Stratton Senior Living,(719) 579-0930,http://www.myronstratton.org/,"2525 CO-115, Colorado Springs, CO 80906",Senior Housing/Emergency Housing/Affordable Housing
National Runaway Switchboard,800-RUNAWAY,,,Active duty military and retired military members
No Small Acts,,nosmallact.com,,"Information and Resource Database for political information and lists of way to access older information, political movement"
Old Age Pension,,https://cdhs.colorado.gov/adult-financial-programs,,"Income for needy, disabled, elderly."
Old mutt Hut,,https://theoldmutthut.org/,,A forever home for abandoned senior dogs
Operation Helping Hands,,FFCOChaplainRMTeam@army.mil,,Program managed by the Fort Carson Religious Support Office providing immediate and direct support for soldiers and their families facing food insecurity.
"Our mission is to proactively support wounded, ill, and injured service members in their recovery, rehabilitation, and reintegration or transition to civilian life. To achieve this, we ensure holistic and tailored support is provided to meet the needs and goals of the service members and their families and caregivers. Disability determinations of seriously ill or injured service members before separating from service. Recovery coordination program: non-medical support they need to create teh life they want. Military caregiver support: provide resources and information. Education and employment initiative, career readiness assistance. Operation Warfighter: internship program",719-352-7190,https://www.centurypa.com/senior-living/bridge-colorado-springs/,"2494 International Cir, 80910",Resources for assissted living
Paloma Gardens now called Laurel Gardens,719-227-7162,http://www.voacolorado.org/housing_properties/laurel-gardens,3140 Mallard Dr 80910,"Senior living for 62+, affordable, run by volunteers of America, looks depressing from the outside in person and online"
Partners in Housing,719-473-8890,partnersinhousing.org office@partnersinhousing.org,455 Gold Pass Heights 80906,"Single parent sober living (limited occupancy), furniture from donations (free), meets minimum employment requirements to get your benefits reinstated if DHS cancels them due to lack of employment"
Patient Access Network Foundation,866-316-7263,https://panfoundation.my.site.com/s/login,"1032 15th St NW, Ste 413, DC","Offers grants to assist with out of pocket medication copay costs, Health Insurance Premiums, Transport for activities that benefit overall health; income below/at federal poverty level, dependent on household size, reside in US, tx in US, receiving treatment/prescribed covered by fund"
Pikes Peak Area Agency on Aging,,https://ppacg.org/pikes-peak-area-agency-on-aging/,,"help older people live independently in their own homes. Funding for services comes through the federal Older Americans Act and the State of Colorado. A person must be 60 years of age or older, some exceptions"
Pikes Peak Odd Fellows Housing,(719) 632-1556,,"1912 Eastlake Blvd, Colorado Springs, CO 80910",Senior Housing/Emergency Housing/Affordable Housing
Polygamy Survivors,,holdingouthelp.org,,For those that have survived polygamy
Rocky Mountain Health Care Services,,,,Helps elderly and those with physical health issues to gain independence
Rocky Mountain PACE Program of All-inclusive Care for the Elderly,855-207-0702  719-314-2327,https://rmpace.org/,"8595 Explorer Dr C/S 80920   2502 E Pikes Peak Ave Ste #100 C/S, CO 80909","Coordinated and all-inclusive health care for the elderly: Social, adult day/health center, recreational activities, educational classes; Support: transportation, CM to coordinate services, home health care, personal care and laundry services, respite care; Wellness: nutritious meals and snacks, homemaker services, recreation therapy, counseling, home health care, medication, physical tx; Medical: physical and occupational therapy, emergency, hospital and nursing home care when needed, all necessary Rx with no co-pay, medical specialists, med clinic with Dr and nurses, skilled home health care"
Safe Place for Pets,,https://www.safeplacepets.org/,,"Adoption service for pets from terminally ill individuals, especially older cats."
Salvation Army (for families only)/Family Hope Center,719-578-9190 719-635-1287,coloradosprings.salvationarmy.org pstock.tsa@gmail.com https://www.salvationarmyusa.org/usn/home/#whatwedo,"709 S Sierra Madre St, Colorado Springs, CO, 80903","Families shelter (children under 18), 90 day facility, get housing, case workers ONLY IF IN PROGRAM; Fountain has more financial resources that C/S branch; holiday gifts, rent, utility, food, rehab, summer camps, disaster relief, lgbtqiakpn support, domestic abuse, elderly, job training, veteran, life skills, human trafficking"
Section 202,,http://www.hud.gov/program_offices/housing/mfh/progdesc/eld202,,"Housing for the elderly, unassisted, sign up through qualifying/participating property managers directly"
Senior Blue Book,,,,"Resource Database/book for seniors, senior living"
Senior Community Services Employment Program (AARP),719-635-3579,,,Helping Seniors find work
Senior Insurance,719-471-7080   719-471-2096,https://ppacg.org/pikes-peak-area-agency-on-aging/senior-insurance/,"15 S 7th St, C/S, CO 80905   14 S Chestnut C/S, CO 80905",Elderly insurance information
Senior Mobile Dental,719-310-3315,https://communitydentalhealth.org/,,Dental care for seniors brought to their homes
Senior Services,,https://srchope.org/senior-services/,https://srchope.org/wp-content/uploads/Senior-Services.pdf,"Senior Resource database, will update in 2025, downloaded"
Senior Yellow Book,719-471-2096,https://ppacg.org/yellowbook/2023-yellow-book/,14 S Chestnut 80905,Resource database for seniors
Senior/disabled housing list,,https://ccdenver.org/housing/senior/,,Affordable housing-only one local-for seniors and the disabled.
Silver Key Senior Services,719-884-2300,https://www.silverkey.org/,"1625 S Murray Blvd, Colorado Springs, CO, 80916","Senior Resources, resource database, housing, transport, food, appointment, rent assistance, eviction help, moving assistance, medical, co-pay, no back pay, hearing aid assistance, emergency prescription, minor home repairs; Home assistance: 719-884-2300"
SoCo Free Grocery Delivery for Seniors,719-551-2232,office@socoheatingandcooling.com,,
Southern Colorado Retiree Assistance Council,719-556-7153,,"The Hub, Peterson Space Force Base","Military retirees and surviving spouses meeting, second wednesdays"
Storehouse Colorado,719-308-8196,http://www.storehousecolorado.com/,6151 N Academy,"Provide furniture, apliances, household goods, electronics, rugs, lamps, kitchen items, linens, wall hangings and so much more!"
Sunrise Serenity-Pine House,719-219-1862,https://remerg.com/resources/sunrise-serenity-pine-house/,"616 N Pine St, 80905","Sunrise Serenity--Pine House provides safe and sober shared housing for men in a good location. Rooms are shared or private for $500 month. The house requires 12-step meetings, household duties and meetings, and has a zero tolerance policy. Services provided include job coaching. Write to the address for their Resident Intake Form to apply. It is possible to have a bed reserved prior to release. You may also call the number listed for information. There is a scholarship through Hornbuckle Foundation for clients who demonstrate a commitment to the program. Individuals must have their case managers or parole/probation officers call to begin the process with a three-party telephone orientation."
Tamarac Apartments,719-520-9400,,"750 E Cheyenne Rd, Apt 216, Colorado Springs, CO 80905",Senior Housing/Emergency Housing/Affordable Housing
Temporary Assistance for Needy Families,303-866-5700,https://cdhs.colorado.gov/colorado-works   ,"1575 Sherman St, Denver, CO 80203","Cash payment, schooling, training and jobs, elderly, disabilities, children, parents"
TESSA,719-633-3819 Crisis Line 24/7: 719-633-3819,tessacs.org,"435 Gold Pass Heights 80906, 24-hour crisis line, safehouse, victim advocacy (719-633-1462), and OHS liaisons (719-444-8119)","Domestic Violence Survivors Assistance; legal assistance, restraining orders"
Traditions at Colorado Springs,719-419-9353,https://www.traditionsatcoloradosprings.com/?utm_campaign=gmb&utm_medium=organic&utm_source=local,6010 Tutt Blvd Colorado Springs CO 80923,Senior Housing/Emergency Housing/Affordable Housing
Trinith Church,719-599-7990,cstrinity.org,5055 El Camino Dr 80918,"Clothing, household items, food, clothing 4th Saturday January-September, other dates listed"
Two Khings Development LLC,855-305-4464,twokhingsdevelompment.com,"401 N Main st, Ste A, Pueblo 81004","Not for profit that helps seniors and vets with independent living, assisted living, memory care, hestoric preservation projects; working on affordable housing for seniors and vets"
Urban Indian Health,303-953-6600,dihfs.org,"2880 W Holden Ps, 80204????","Denver Indian Health and Family Services (DIHFS) is Denver's only Urban Indian Health Program providing culturally appropriate care for American Indian and Alaska Native adults, children, and families. We serve primarily the Denver Metropolitan area including Adams, Arapahoe, Boulder, Broomfield, Denver, Douglas, Jefferson and Weld Counties. We are uniquely positioned to meet the health needs of our patients in a culturally competent way.  We provide a variety of services including primary care, dental care, behavioral health services, diabetes management/disease prevention, and enrollment in health insurance. We can also help connect you with community partners and resources for all your health needs!"
Villa at Sunny Vista,(719) 635-9595,https://www.sunnyvista.org/living-options/independent-living/,"2480 E Dale St, Colorado Springs, CO 80909",Senior Housing/Emergency Housing/Affordable Housing
Volunteers of America,303-297-0408,https://www.voa.org/ info@voacolorado.org ,"565 Communication Cir Unit #150, 80905","Senior Resource Database for Colorado Springs, housing resources (doesn't matter if the applicant is still getting high, they believe everyone deserves a home), will help furnish home if you qualify for rent assistance"
Volunteers of America CORE,,https://sites.google.com/view/cor3-resources,Colorado Springs,"RESOURCE DATABASE The goal of the VOACO Colorado Rapid Rehousing & Re-entry (COR3) program is to house highly vulnerable households experiencing homelessness, justice involvement, and behavioral health issues, while simultaneously connecting those households to wrap-around support services designed to promote housing stability."
Westernaires,303-279-3767,http://www.westernaires.org/,"15200 W 6th Ave, Unit B Golden, CO, 80401","Westernaires is a mounted precision drill organization composed of Denver-area youngsters from 9 to 19 years of age. Founded in 1949, Westernaires has provided training in western riding, precision drills, and horse care for over 70 years. Some members also elect to receive training in specialty acts such as trick riding, roman riding, and dressage."
Wyndam Place Senior Residences,719-635-4832,https://www.beacon.cc/wyndam-cosprings.html,"725 S Weber St, Colorado Springs, CO, 80903",Senior Housing/Emergency Housing/Affordable Housing
Your Life Your Way In-Home Care,719-635-4483,https://goodwillcolorado.org/services/in-home-care/?gad_source=1&gclid=Cj0KCQjw0Oq2BhCCARIsAA5hubUzwM3_ZPdA5BMyFtj1_y6nu-ZV3gMcfdTftke4ws_2ePV9CAVY6b8aAmZKEALw_wcB,1460 Garden of the  Gods Rd 80907,Goodwill In-Home Care for seniors and Medically in-need individuals
