Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Over the Rainbow Project,720-580-2696,overtherainbowproject.com,info@overtherainbowproject.com,"LGBTQ+ Re-entry support services: seeking safety, wellness recovery action plan, life skills, parenting, moral reconation therapy (MRT), art recovery, the art of drag, spirituality, recovery yoga, equine recovery therapy, themed group activities, individual therapy, peers"
Parent Child Interactional Therapy,,pcit.org/for-parents.html,,Parent=Child Interactional Therapy
Play Date Behavioral Interventions,719-465-3989 respite: 719-439-4155,myplaydate.org,6050 Erin Park Dr C/S CO 80918    info@myplaydate.org,"Play­Date Behavioral Interventions is a nonprofit organization providing a full spec­trum of applied behavioral interventions to chil­dren with disabilities, including Applied Behavior Analysis (ABA) Therapy, Community Connector, Pediatric Personal Care (PPC), Educational Placement and Respite Care."
Prism Community Collective,,https://cosprismcollective.org/,"711 S Tejon St, Colorado Springs, CO 80903","LGBTQIAKPN Community Center, resources: mental and physical health database; peer support; resources and resource navigation"
Queer Asterisk,720-507-6161,https://queerasterisk.com/,"1575 Franklin St, Denver CO, 80218","Counseling LGBTQIAKPN Educational training for community providers to help the comm be welcoming; art therapy, workshops, queer convo groups"
Queer Futures Colorado,,queerfuturesco.org,480 Rollingstone Dr Steamboat Springs CO 80487,Resource database for LGBTQIAKPN 
Response,970-925-7233,https://responsehelps.org/,"Aspen, CO","24/7 crisis line, emergency shelter, court accompaniment, advocacy, sexual harassment assistance, medical accompaniment, immigration assistance, & education"
Rick and Tami,,https://remerg.com/resources/rick-tami/?highlight=sex%20offender,https://remerg.com/wp-content/uploads/2022/10/RT-Helpful-Information.pdf,Denver Housing option for SO/sex offenders
RSA Inc.,303-232-5749,https://rsacolorado.com/   info@rsacolorado.com,"1410 Vance St, Ste 107, Lakewood, CO 80214",Dedicated to the treatment and prevention of sexually abusive behavior
Salvation Army (for families only)/Family Hope Center,719-578-9190 719-635-1287,coloradosprings.salvationarmy.org pstock.tsa@gmail.com https://www.salvationarmyusa.org/usn/home/#whatwedo,"709 S Sierra Madre St, Colorado Springs, CO, 80903","Families shelter (children under 18), 90 day facility, get housing, case workers ONLY IF IN PROGRAM; Fountain has more financial resources that C/S branch; holiday gifts, rent, utility, food, rehab, summer camps, disaster relief, lgbtqiakpn support, domestic abuse, elderly, job training, veteran, life skills, human trafficking"
Sex Aholics Anonymous,,https://saa-recovery.org/meetings/,,In person and virtual/phone meetings
Sex Offender One Stop Resource,,https://sexoffenderonestopresource.com/colorado/colorado-resources/resources-by-county/el-paso-county-resources/,,Resources for El Paso County Sex Offenders
Sex Offender Solutions and Education Network,800-773-4319,https://sosen.org/,"2211 CR 400 Tobias, NE 68453","SOSEN Educate the public, the news media, law enforcement and legislators with the true facts about child sexual abuse   DEFUNCT???"
SHARP-Sexual Assault reporting line,719-338-9654,DOD safe helpline: 877-995-5247,,Military reporting line for sexual assault
SNAP Interactive Voice Response Call Center,800-816-4451,,,SNAP benefits assistance
TerpsEXCEED,,https://www.ihehub-umd.org/terps-exceed,terpsexceed@umd.edu,"University of Maryland: hub for inclusive higher education-helping those with intellectual disabilities to participate in college experience for two years, culminating in a certificate"
Tradesmen International,844-751-8149,tradesmeninternational.com,1555 Vapor Trail 80916,Skilled Trades
Traveler's Aid International,,https://www.travelersaid.org/,,"Bus passes, disability assistance, hotlines, active military, travel tips, food, shelter, resource database, food"
Trevor Project,866-488-7386 ,"text ""TREVOR"" to 202-304-1200",,"Provides crisis intervention and suicide prevention services to Lesbian, Gay, Bisexual, Transgender and questioning youth, multiple language options, online chat options"
Woodmen Valley Chapel,719-388-5000 290 E Woodmen Rd,719-388-4916 8292 Woodmen Valley VW   woodmenvalley.org,719-533-6800 1681 Wagon Bow Way Monument   719-534-5215 1605 S Corona Ave,"Hospital visits, meal train ministry, sexuality struggles, marriage, relationship advice or counseling faith based, parent counseling, miscarriage/stillbirth/infant loss counseling; "
