Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Aid to the needy disabled,719-636-0000,888-900-5899  https://cdhs.colorado.gov/adult-financial-programs,,"The Aid to the Needy Disabled-Colorado Supplement (AND-CS) program provides a supplemental payment for clients age zero (0) to fifty-nine (59), who are receiving Supplemental Security Income (SSI) due to a disability or blindness and are not receiving the full SSI benefit. The total AND-CS grant standard is $967, effective 01/01/2025"
Another Life Foundation,719-216-7238,https://www.anotherlifefoundation.com/,801 N Weber St 80903,"Helps sign up for SSI/SSDI/Benefits. Minority mental health professionals, Speakers Bureau, SOAR (social security appointed rep services), the Black Men's Project"
ARC thrift stores Pikes Peak Region,719-471-4800,https://www.thearcppr.org/,"10 N Meade Ave, Colorado Springs, CO, 80909","Promote and protect the rights of individuals with intellectual and Advocacy for individuals with intellectual will help peopland developmental disabilities, IDD, developmental disabilities, facilitate choices and promote independence and inclusion in community life; can help sign up for SSI/SSDI"
Army Community Services,(719) 526-4590,,"6303 Wetzel Ave Bldg 1526 Fort Carson, CO 80913","Boot Camp for New Dads (3 sessions), Nuturing Parenting Program, Infant Massage, Baby Nuturing (0-18months), Cooperative Parenting through Divorce, Playgroups every Friday 10am-Noon"
Aspen Pointe Pathways Access Center; now diversus health,719-572-6100,diversushealth.org,"875 W Moreno Ave, 80905",Self-care and mental health center; crisis service; psychiatric inpatient and outpatient; behavioral health care for all ages; addiction services; counseling services; case management
Aspen Ridge Recovery,"Lakewood, Colorado Springs, Fort Collins, Virtual Care: https://reachonlinerecovery.com/",https://www.aspenridgerecoverycenters.com/colorado-drug-and-alcohol-rehab-programs/,"Lakewood, Colorado Springs, Fort Collins, Virtual Care: https://reachonlinerecovery.com/","Sober living, mental health counseling, virtual care, takes SOME sex offenders"
Benefits in Action,720-221-8354,https://www.benefitsinaction.org/ info@benefitsinaction.org,"12157 W Cedar Dr. Ste 100 Lakewood CO, 80228","Contacts that help sign up for Medicaid/Medicaire, SNAP, TANIF, WIC, Food delivery, Mental Wellness"
Beth Haven,719-632-592-,bethhaveninc.org,"616 N Royer St, C/S, CO 80903","Mental Illness housing, must have persistent and severe mental illness and a way to pay for the services."
Brain Injury Association of Colorado,303-355-9969,https://biacolorado.org/,"Denver, CO","Provides or guides people sufferring from brain injuries for clinical therapy services, education, recreation programs (hiking, cycling, rafting, skiing, tubing and ice fishing); in Denver a housing complex for those with special needs and TBI"
Bright Future Foundation,970-949-7086,https://mybrightfuture.org/,"Avon, CO","24/7 crisis line, emergency shelter, housing program, behavioral health services, legal representation, youth advocacy & mentorship, sexual assault examination/forensic nurse support, & education"
Bryson's Chase Foundation,,https://www.koaa.com/news/positively-colorado/mother-son-create-nonprofit-to-help-raise-funds-for-mental-health-resources,,have health coaches and licensed clinicians that are going into the different school districts and seeing students and providing resilience-based services.
Care Options for Kids,,https://careoptionsforkids.com/,,"Pediatric home care (from basic to medically complex care), pediatric therapy (speech, occupational, physical), school based services (hybrid, remote, in-person therapy), adult home care (personal, companion)"
Cars for heroes,,https://cars4heroes.org/   https://cars4heroes.org/contact-us/,,"car/vehicles for Veterans, active-duty military, spouse of military, kid of vet/active-duty under 19, spouses of active/vet injured or handicapped in action"
Cedar Springs Hospital,719-633-4114,cedarspringsbhs.com,"2135 Southgate Rd, 80906","Self-care and mental health center, detox, takes IHS/Tribal/Urban (ITU insurance), Tricare, private, cash"
Cerebral Palsy Assoc of Colorado Springs,719-638-0808,http://cpappr.org/,"1322 N Academy Blvd, Ste 115","Financial assis. to those with cerebral palsy. Med equip, orthotic appliances for: physical therapy occup therapy speech; therapy horsebac riding, etc"
Chapter 31,,https://www.va.gov/careers-employment/vocational-rehabilitation/apply-vre-form-28-1900/start,https://www.va.gov/find-forms/about-form-28-1900/,"Helps Veterans get employment that accomodates their disabilities; helps pay tuition and fees along w/ necessary costs of textbooks and supplies, monthly scholarship and assistance with employment. To apply: visit nearest VA regional office, VA website (link included) mail in 'Application for Veteran Readiness and Employment For Claimants with Service-Connected Disabilities (VA Form 28-1900) and send to Department of Veterans Affairs VR&E Intake Center. PO Box 5210, Janesville, WI 53547-5210"
Cheyenne Village,719592-0200 F: 719-548-9947,https://cheyennevillage.org/,"6275 Lehman Dr, Colorado Springs, CO, 80918","Adults with intellectual and developmental disabilities (I/DD) mental and physical health supports throughout adulthood. Host homes, respite care, apartment dwelling, wraparound care."
Chins Up Program-Griffith Centers,719-636-2122,griffethcenters.org,17 N. Farragut Ave 80909,"Provides counseling and support services for families and children through a variety of programs. Therapeutic services focus on youth exhibiting antisocial behavior, drug use, aggression, criminal activity, inappropriate sexual behaviors, and low school performance. Services include individual, group and family therapy; testing and assessment; parenting classes; and vocational training. Family services include home-based therapy for high-risk families in crisis situations; foster care for children who have been victims of child abuse or neglect; and behavioral counseling."
Colorado Access,720-873-6083,Contact Colorado Access Support,"11100 E Bethany Dr, Aurora CO 80014","Nonprofit health plan founded in 1994 offering Medicaid services to individuals and families.    At Colorado Access we partner with communities to empower people through access to quality, equitable, and affordable care. We value diversity of cultures, backgrounds, and perspectives. We commit to building the awareness and knowledge necessary to collaborate with colleagues, providers, members, and communities in a culturally appropriate way. We respect and embrace individuality while fostering an experience of inclusivity and belonging. We promote a culture in which our employees are appreciated, accepted, and feel connected to our mission. We will lead and inspire others who share in our commitment to diversity, equity, and inclusion, and together we will create healthy communities and achieve health equity."
Colorado Network for Developmental Disabilities,719-344-8015,https://www.facebook.com/people/Colorados-Network-for-Developmental-Disabilities/100063832877868/#,UNK,Assists students with developmental disabilities to be included in schools
Colorado Office of Civil and Forensic Mental Health,303-866-5700,https://cdhs.colorado.gov/civil-forensic-mental-health,1575 Sherman St 80203,"The office provides a continuum of mental health care that includes pre-trial restoration services, inpatient hospitalization and, soon, transition homes for community-based care."
Community Intersections,719-574-6101,https://www.facebook.com/p/Community-Intersections-100057658291667/,4575 Galley Rd Ste 400 A 80915  terry.h@ci-springs.org,Adult with Mental/Physical handicaps are given a chance to learn skills/practices to build up their ability to participate in everyday tasks and life
Community Outreach Center,719-347-7638,https://www.calhan.co/community/health_services/community_outreach_center.php,"328 10th St, Calhan, CO, 80808","Services for the outlying cities in EPC. Service providers in house: Aspen Point Mental Health; AARP Free Income Tax prep (no age/income requirements); EPC DHS; Pikes Peak Workforce Center, Independence Center, TESSA"
Community Works,719-203-4758,https://www.commwrks.org/,"1652 S Circle Dr, C/S, CO, 80910","For clients-Employment Resources: will help clients of their program get clothing for jobs, will give them a prosocial place to go during the day, give them work until they are able to join the workforce (if ID issues, will help them get their birth certificate and state ID); can get them pay for certificates for construction; will help meet requirements for DHS to get your benefits/food stamps reinstated"
Connections 4 Life Center,719-387-9919,https://c4l-new.homesteadcloud.com/,"501 E Iowa Ave, Fountain 80817","To bring hope, healing, and positive change to those in need by meeting basic physical needs, offering life skills training, crisis support, and providing emotional healing through counseling and prayer."
Covenant House,1-800-388-3888,covenanthouse.org,,"24 hour helpline for homeless youth. Deals with a wide range of issues, including bullying, suicide, basic needs, health, sex, drugs and alcohol and sex assault; youth homeless shelter"
Defend the Fatherless,,https://www.defendthefatherless.org/,,"Offers mental health 'scholarships' to those from foster/adoptive/kinship families whom are seeking mental health services for any member of the family-providers of choice. Religious organization that offers male mentorship to those that are lacking a paternal influence concerning support and community for the emotional, educational, financial and spiritual need of the families."
"DHSEM is responsible for all-hazards preparedness, mitigation, prevention, response and recovery",719-473-8477 9811 crisis line,https://www.namicoloradosprings.org/,"1615 S Murray Blvd, C/S, CO 80916","Helping community, self, and loved ones suffering from mental illness; resource database"
Disability Jobs Training,,https://www.usa.gov/disability-jobs-training,,Job resource database for those with mental or physical disabilities
Discovery Cafe,719-650-5978,discoverycafe.org,"207 East Avenue, Rifle CO 81650 or 824 Cooper Ave, Glenwood Springs, CO 81601","Resources for reentry, gardening, employment, construction experience, wifi access, cooking classes, mental health services"
Diversus Health,719-572-6100,https://diversushealth.org/locations/parkside/   diversushealth.org,179 S Parkside Dr 80910  24/7: 115 S Parkside Dr emergency,"Sober living financial assistance, mental health and well-being for all CS; Restorative Services; transfer form if current sober home not working out., counseling services, addiction services, crisis services; 24 hr crisis: 1-844-493-8255 38255 (text 'TALK'), possibly a few resources for CCAR scholarships reources"
Domiciliary Care for Homeless Vets DCHV,1-877-424-3838,https://www.va.gov/homeless/dchv.asp,,"24/7 residential medical support to help veterans rebuild their lives; The Domiciliary Care Program is the Department of Veterans Affairs (VA) oldest health care program. Established through legislation passed in the late 1860's, the Domiciliary's purpose was to provide a home for disabled volunteer soldiers of the Civil War. Domiciliary care was initially established to provide services to economically-disadvantaged Veterans, and it remains committed to serving that group. The Domiciliary has evolved from a ""Soldiers' Home"" to become an active clinical rehabilitation and treatment program for male and female Veterans and domiciliary programs are is now integrated with the Mental Health Residential Rehabilitation and Treatment Programs (MH RRTPs)."
Dual Diagnosis rehabs,Aspen Ridge Recovery Lakewood,"Choice House, Boulder CO; Continuum Recovery Center, Denver","Footprints to Recovery, Centennial, CO","Crossroads in Pueblo, Mountain Spring Recovery, Monument, CO; Peaks Recovery Centers, C/S, CO; Raleigh House, Denver; Red Rock Recovery Center, Lakewood; The Rose House, Louisville CO; Sandstone Care, C/S, CO; Women's Recovery, Denver; Zennia Healing, Denver and Broomfield; Center for Recovery, Denver; Denver Springs, Englewood; Revive Health, Denver; HEART Counseling Center; Turning Point, Fort Collins; Peaks Recovery Centers, C/S; Rites of Passage, Crawford; Northpoint Colorado, Loveland; Acqua Recovery, Fort Collins"
Dungarvin Colorado,303-423-7660,dungarvin.com,"4704 Harlan St STE 150, Denver, CO 80212","A little about us: Dungarvin is a national organization of privately owned companies that are dedicated to providing high quality, community-based supports to people with varying support needs. Dungarvin provides a variety of individually tailored services and supports under the Medicaid Home and Community Based Waiver. Other services provided include day services, supported employment, case management, supported foster care, children’s services, respite care, host homes and supports for persons with traumatic brain injury and mental health needs in several states.  Our quality services are flexible and responsive to individual needs and choices, while maintaining the fiscal integrity that ensures the long-term stability and security every person expects and deserves."
Early Connections Learning Centers,719-632-1754,earlyconnections.org,"104 E Rio Grande St, C/S, CO 80903","Children aged 6-16 years old: offering nationally accredited programs featuring a literacy-focused curriculum, family support activities, nutritious meals and snacks, physical and behavioral health support, and a team of highly qualified professionals."
El Grupo Vida,303-335-9875,elgrupovida@gmail.com     https://elgrupovida.org/en/home/,"3443 S Galena St, Ste 120 Denver, 80231","Hispanic/Latinx parents group formed to provide mutual support for people with disabilities or special needs, their parents, family and guardians"
El Pomar Foundation,719-633-7733,elpomar.org,10 Lake Cir C/S 80906,"Rural not-for-profit grants, paid two-year program program for young professionals for developmental curriculum; free of charge meeting spaces for projects, ideas and strategic plans"
Empower Special Needs,719-339-5961,http://empowerspecialneeds.org/,,Disability services and support organization
Empower Special Needs,719-465-3905,empoweredcarellc.com,2020 N Academy Blvd STE 376 C/S 80909,"Supported Community Connections (SCC) supports the abilities and skills necessary for individuals to access typical activities and community life. We emphasize helping individuals to get involved in their community by connecting to resources and supporting them in their efforts. May offer QMAP Certification, $90 1 day class 9-5; they will also hire you and train you for qmap"
Everyday Eats,303-866-5700,https://cdhs.colorado.gov/CSFP,"1575 Sherman St, Denver, CO 80203","support program for qualifying Coloradans age 60+ to help keep healthy food staples in their kitchens. Known nationally as the Commodity Supplemental Food Program, Everyday Eats is quick, it's easy, and it's healthy. Participants can pick up a monthly package of cereal, canned goods and dairy with plenty of low-sodium, diabetic-friendly options to make nutritious, complete meals. Website for income limits"
Exceptional Family Member Program,800-342-9647,https://www.militaryonesource.mil/special-needs/efmp/,,Enroll your family member with special needs in EFMP to get the support you need to manage their care and services. For Military/Vets and their family
Fact Net,,factnet.org,,"non-profit educating on global warming, social justice, cults"
Find Treatment,,findtreatment.gov,,Helps to find medical/mental health/drug tx needed
First Visitor,719-632-5700,https://www.peakvista.org/services/first-visitor,,"Classes for parents to prevent sudden infant death syndrome (SIDS), abusive head trauma (AHT), or shaken baby syndrome (SBS); home mental health visits for yough children, program A: 0-12 months; probram B: 12-24 months; program C: 24-36 months; program D: 3-5 years. "
Flying Horse Foundation,303-660-3583,flyinghorsefoundation.org   info@flyinghorsefoundation.org,"9663 E Palmer Divide Ave, Larkspur CO 80118","assists at-risk and underserved children through equine-assisted learning. senior program serves residents who would enjoy getting out of their environment to experience the open skies, fresh and airy serenity; El Paso Couty, Douglas County resource database, foster and adoptive family resources, develpmental relationships framework, surrounding activities"
Forget-Me-Not,719-922-7906,forgetmenotcc.com     info@forgetmenotcc.com,"1425 N Union Blvd C/S, CO 80909","for children with mental or physical disabilities: part/full-day therapy sessions that helps to increase verbal, non-verbal comm; improve social interactions and relationships; develop self-help skills such as potty training, eating, and dressing; reduce harmful behaviors such as aggression, self-injury, elopement, tantrums; improve cognition, learning and play skills"
Foster Care and Adoptive Community,,fosterparents.com,,"foster parent guidance classes and support community, social worker/mft ceu credits and you can get all 40 hours from our courses-20 under each category!!!!!"
Fountain Springs Apartments,(719) 591-4600,https://home.securityproperties.com/fountainsprings/,"4325 Fountain Springs Grove, Colorado Springs, CO 80916",Affordable Housing
Fountain Valley Medical Center,1-719-653-7776,http://www.fountainvalleyhealthcare.com/,"1259 Lake Plaza Dr #270, Colorado Springs, CO 80906","Mental Health Assisstance, possibly can get in on short notice."
Fountain Valley Senior Center,719-600-2644,fvscenter.org,"5745 Southmoor Dr, Fountain CO 80817",Senior center that will lend out mobility/handicapable tools/etc to those in need i.e. toilet chair with handles
FRSO Revolution Socialism Liberation,612-477-5807,frso.org,,Freedom Road Socialist Organization (FRSO) is a national organization of revolutionaries fighting for socialism in the United States. Our home is in the working class.
Goodwill Resources,,https://goodwillcolorado.org/services/,,"Resource database of what's offered by goodwill. Help with farmers/ranchers, developmental, aging challenges, independence in agriculture trade and commerce; job training and support, LEAP (low-income energy assistance program); information technology training A+ cert, network + cert and security + cert for comptia; career development services, youth education/career development, mentoring, soft skills, work opportunities for those with disabilities (custodial), child support/improved payments and child success (impacs 303-412-3150), educational and social integration for refugee youth (CLIMB 720-392-8242), work skills and family stabilization (colorado works/tanf), soft and practical skills training (self-esteem, self-motivation, personal responsibility and reliability, cultural diversity and acceptance 720-738-0001), day program for individuals with significant disabilities, day program for individuals with developmental disabilities (POSSIBILITIES), day program for seniors (VOYAGES), in0home care: your life your way, Senior move managers (things forgotten not gone, moving service to help seniors moving into aging community/etc); in-home support services, financial support to caregivers for loved ones with disabilities on medicaid (free medical benefits); residential services (individuals with developmental and age-related challenges to remain independent); transitional students support (one-on-one job skills development for preparation for graduation); commercial contract services for businesses. Donation pick ups"
Griffith Center,303-237-6865,https://griffithcenters.org/   info@griffithcenters.org,10190 Bannock St STE 120 80260,"Griffith Centers is a non-profit organization offering a full spectrum of mental and behavioral health services to care for populations who have experienced trauma and hardships to build resiliency, hope, and healing for those we serve. Advocate Kids Success/ASK school and truancy; specialized instruction for students in grades 3-12; outpatient mental and behavioral health services; adults with disabilities services; SUD substance use disorder services; supportive services"
Handicapable Mobility Resource Guide,,https://www.braunability.com/us/en/help-me-buy/grants-funding/wheelchair-vehicle-grants-and-funding-by-state/colorado-wheelchair-van-grants.html, ,Offers possible funding/grants/resources to get mobility needs met in the area/resource database
Housing and Urban Development HUD Resource Map,,resources.hud.gov,,"Resource database in map form, find: affordable housing, HUD office, Public Housing Authority, Homeless Resources, Affordable Elderly and special needs housing and more"
Independence Center,719-471-8181,theindependencecenter.org,"729 S Tejon St, 80903","Handicapable assistance; homeless assistance, civil rights for people with disabilities, Disability advocates, home health, CAN program, family payer program, Home Modification, reduced price bus passes, id voucher, non-sober housing voucher: Erika"
"Integrating Supports, Co",719-3133-0626,https://integratingsupports.com/,,Supported employment for those with mental health/disabilities towards independence and stability
"Intervention, inc.",303-450-6000,int-cjs.org/c3,https://www.int-cjs.org/locations    ,"addiction recovery, mental health, photo id/dL, medicaid, medical/dental, housing resources, sober living, peer support specialists, job search assistance, food and clothing, transportation, GED, trade/life skills, financial management, veterans assistance, legal resources"
Kid Power Colorado,719-520-1311,https://kidpowercs.org/,"2335 Robinson St, Colorado Springs 80904","Kidpower’s mission is to teach young people personal safety and confidence-building skills to reduce their risk of abduction, assault and emotional, physical and sexual abuse. Our programs are known worldwide for being positive, practical, safe and age-appropriate."
LGBTQIAKPN,,how-to-have-the-talk.org                       you-flourish.com,envision-you-training.org,LGBTQIAKPN mental health resource
Local Social Security Office SS,1-888-880-0688,ssa.gov,,Call for information/set up appointment (preferred online appointment sign up)
Medicaid buy ins,1-800-711-6994,https://www.healthfirstcolorado.com/get-help/   https://hcpf.colorado.gov/buy-in-program-working-adults-disabilities,Sign-up: 719-636-0000,"Price based on income; Must have pre-existing conditions that would normally get you in for SSDI/SSI; DO NOT SEND PAPERWORK TO EMAIL, SEND/TAKE TO COUNTY DHS"
Mental Health Colorado,720-208-2220,https://www.mentalhealthcolorado.org/,"303 E 17th ave Floor 4, Denver, CO, 80203","Strong start for all children, support for families, access to housing supports and services, wellness in aging, reduced potential for harm from alcohol and/or drugs; decriminalize mental health, end discrimination"
Mental Health Support Line,988 Mental Health/SUD/emotional concerns,https://988lifeline.org/,Nationwide,mental health/emotional/substance abuse concern help line 24/7; dial 1 for VET crisis line
Mental Health Technology Transfer Center Network (MHTTC),650-721-8692 701-777-4520,networkoffice@mhttcnetwork.org mountainplains@mhttcnetwork.org [undefined:mountainplains@mhttcnetwork.org],"University of North Dakota 231 Centennial Dr, Stop 7189, Education Building Room 317, Grand Forks, ND 58202","Training, resources and technical assistance to individuals serving persons with mental health disorders. Providers with limited access to service delivery systems w/ attention paid to rural and agricultural communities."
Mental Health Transitional Living,303-866-5170,cdhs)admissions.mgtl@state.co.us  cdhs.colorado.gov    https://cdhs.colorado.gov/mental-health-transitional-living-homes,"3824 W Princeton Cir, Building 15, Denver, CO 80236","helps with food, meds, no benis or money needed, not used within 3 months usually, NO SO, if they required locked facility, none if on M1 hold, Level 2 Home will take people out of detox, acute crisis interventions within 6 or less months. Has SI/HI in last 6 months, actively trying to harm themselves within last 6 months. Homes staffed 24/7 with QMAP. Staff are cooking and basic cleaning, most need to keep up with their own ADL, unlocked doors and hands off. Intensive case manager. Optional programs. So long as they're not decomping/isolating. They pay first, work on getting them on waivers with SSI/medicaid/etc/hcbs; needs 6 month mental health history; new homes opening up with less criteria including only 3 month mental health history, dogs?"
Mentally Strong,719-493-9555,https://www.mentallystrong.com/contact-us/,"3720 Sinton Rd. Ste 104, Colorado Springs, CO, 80907","Mental Health provider, ""Psychiatric Assessments Medication Management, Vivitrol, Art Therapy"""
Metanoia Shelter,,https://www.findhelp.org/metanoia%252C-inc.--zachary-la--metanoia-refuge/5811770958675968?postal=80918,,"Metanoia offers a place of refuge to female adolescent victims of human trafficking, in which to heal physically and mentally. The program provides girls aged 11-17 with mental, physical, and."
Miracle Messages,,miraclemessages.org,,nfp out of California 
NAMI National Alliance for Mental Illness,303-321-3104,https://namicolorado.org/law-line/,303-321-3104,They take your information to their legal team and give you advice on your situation
National Craniofinancial Association,800-332-2373,http://faces-cranio.org/financial-assistiace,N/A,Financial assis for med necessary travel to out of town tx for craniofacial cond for indiv and families with monetary barriers to reaching care
National Cyber Center,,https://cyber-center.org/,"3650 N Nevada Ave, Colorado Springs, CO 80907","The NCC’s Cyber Education Program provides cybersecurity leadership through two main pillars: K-12 education with the NCC Student Alliance, and the Cyber Force Initiative (Adult Education). As our nation addresses the critical gap in skilled cybersecurity talent, NCC addresses the importance of cyber education through programs and partnerships that invite students to participate in an ecosystem which encourages them to learn, explore, and build their skills."
National Mobility Equipment Dealers Association,1-813-264-2697,https://nmeda.org/   info@nmeda.org,FL,"Transport resources for handicapable vehicles and transportation, resource database"
Need Project,719-581-2404,needproject.org,contactus@needproject.org,Assistance and resource database for families with children with special needs
Online Car Donations,888-228-7320,http://www.workingcarsforworkingfamilies.org/,onlinecardonastions.org    onlinecardonations.com,"Online Car Donation has provided many absolutely free vehicles to families in need, social service agencies and numerous charitable organizations. We review each vehicle donation request case by case and make the decision to gift a working vehicle based on our findings. domestic violence victims, people with disabilities, homeless families living in shelters, families trying to become self-supporting (off gov't assist), military families and vets, non-profit org"
Open Heart Advocates,970-824-2400,https://openheartadvocates.org/about-us/,"Craig, CO","24/7 crisis line, emergency shelter, sexual assault support, mental health resources, human trafficking advocacy, crime victim support, & education"
Operation Helping Hands,,FFCOChaplainRMTeam@army.mil,,Program managed by the Fort Carson Religious Support Office providing immediate and direct support for soldiers and their families facing food insecurity.
P2P: Parent to parent of Colorado,877-472-7201,https://www.abilityconnectioncolorado.org/p2p-co/,,"1 to 1 trained support parent matching; private on-line discussions group comprised of more than 2,000 caregivers; additional online forum dedicated to caregivers of individuals with mental health and/or behavioral challenges; virtual support groups/book clubs/presentations; public policy advocacy opportunities"
Parole Vouchers/Free,,,,"Vouchers for bus passes and Hazelbrook, if out of replacement social security cards the PO can write a letter requesting one. Give out a free phone on Thursdays"
PASCO Personal Assistance Services of Colorado,719-960-4995,https://pascohh.com/,6385 Corporate Dr Ste 303 80919,"Helps those with special needs/mental health needs by offering: training families for becoming caregivers/CNAs, in home support services, respite care, care plans that are client directed, veterans care/their spouses, private duty nursing, therapy for children and family, "
Peak View Behavioral Health,719-694-0220,https://peakviewbh.com/,"7353 Sisters Grove, C/S, CO 80923","Mental/behavioral/psychiatric assistance, inpatient and outpatient, for youth as well, detox, takes medicaid, tricare, medicare, private, cash"
Peak Vista,719-632-5700,https://www.peakvista.org/,https://www.peakvista.org/locations,"Will take patients even if they can't pay, free/sliding scale; https://www.peakvista.org/services/first-visitor : Our First Visitor program provides FREE, one-on-one support for parents and caregivers in the comfort of their own home. We provide emotional support, connect parents and caregivers with free community resources, and share information on health, nutrition, safety, and important developmental milestones. First Visitor partners with Zero To Three, a statewide organization that provides our evidence-based materials and together our purpose is to help make Colorado the best place to raise a child under the age of five. free home visits which include gift for baby/toddler, info on child development, dey tag w/ age-appropriate activities, community resources"
Peaks Recovery Centers,719-345-1025,https://peaksrecovery.com/?utm_campaign=gmb,2270 La Montana Wy Ste 200 80918,"Substance Abuse Alcohol Abuse Trauma and PTSD Treatment Services offered in Spanish PHP (Partial Hospitalization Program)Psychiatry Services, Detox Resdidential rehab program weekly individual therapy,2-4 week of programming, Medicaid Assisted treatment; private insurance or cash; in patient; tx; mental health, dd tx"
Pikes Peak Post Acute,(719) 636-1676,pikespeakpa.com,2719 N Union Blvd 80909,"Long-term and post care (surgery/accident/illness/etc) for rehabilitation; provides speech therapists, physical and occupational therapy"
Prism Community Collective,,https://cosprismcollective.org/,"711 S Tejon St, Colorado Springs, CO 80903","LGBTQIAKPN Community Center, resources: mental and physical health database; peer support; resources and resource navigation"
Purple Mountain Recovery Inc,719-445-0621,https://www.purplemountainrecovery.org/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17110383456569061474,"3225 Austin Bluffs Pkwy # 100, Colorado Springs, CO 80918",Mental Health & DUI services     DO NOT RECOMMEND
Recovery Village at Palmer Lake,719-955-1800,palmerlakerecovery.com,"443 S Highway 105, Palmer Lake, CO 80133","Detox, Sub tx, detox, co-occurring, serious mental health illness/serious emotional disturbance in children; takes tricare, private insur, cash"
Residents Primary Care Physicians,719-653-7776,fountainvalleyhealthcare.com,1259 Lake Plaza Dr. Ste 270,Residents Primary Care Physician
Rise Up School,719-447-9333,rup.org,"5045 List Dr, 80919; 2121 E LaSalle St, Ste 100, 80909","Individuals with Developmental disability host home providers, child family caregivers (CNA???), Children's residential program for ages 5-18 who need help; school K-12; Adult Day program; adult residential program; adult family caregiver (CNA???); adult supported employment"
Rocky Mountain Behavioral Health,,https://rmbh.org/ ,,Mental Health Resource
Rocky Mountain Health Care Services,,,,Helps elderly and those with physical health issues to gain independence
Rocky Mountain PACE Program of All-inclusive Care for the Elderly,855-207-0702  719-314-2327,https://rmpace.org/,"8595 Explorer Dr C/S 80920   2502 E Pikes Peak Ave Ste #100 C/S, CO 80909","Coordinated and all-inclusive health care for the elderly: Social, adult day/health center, recreational activities, educational classes; Support: transportation, CM to coordinate services, home health care, personal care and laundry services, respite care; Wellness: nutritious meals and snacks, homemaker services, recreation therapy, counseling, home health care, medication, physical tx; Medical: physical and occupational therapy, emergency, hospital and nursing home care when needed, all necessary Rx with no co-pay, medical specialists, med clinic with Dr and nurses, skilled home health care"
Saylor Academy,,https://www.saylor.org/,,"Learn new skills or earn credit towards a degree - at your own pace, with no deadlines - using free courses from Saylor Academy. Arts & humanities, business administration, computer science, English as a second language, professional development, science and math, social science. All give you knowledge or new information on each of these subjects, some can be taken for college credit!!!  Also offers: Bitcoin economics, spreadsheet mastery, monetary history"
Sense of Security,303-669-3113,http://senseofsecurity.org/,"1385 S Colorado Blvd, Ste A-714, Denver",$500 a month for up to 6 months for breast cancer patients in need while they are in active treatment
"SET Family Medical Clinics (Service, Empowerment, Transformation)",303-458-5851,https://www.mountain.commonspirit.org/location/set-family-medical-clinics,"2864 S Circle Dr Ste 450, C/S, CO 80906","Adult physicals, behavioral health, daycare, school and sports physicals, dental hygiene, behavioral health. Bridging health care gaps for under served"
SHARP-Sexual Assault reporting line,719-338-9654,DOD safe helpline: 877-995-5247,,Military reporting line for sexual assault
Signal Grant,888-607-4462         303-639-9320,signalbhn.org/,findcare@signalbhn.org,Grant for SUD; helps find SUD care providers and services as well as for behavioral health; colorado crisis services; children and youth mental health tx
Signing up for SSI/SSDI,800-772-1213,ssa.gov You can start an application online if you're tech savvy.,,"Look up names and addresses of doctors/hospitals/etc that they've been treated by since their last job or when the disability started, medicines they're on. SSI will back date (NOT back pay) to the first date of illness/disability/etc that proof of disability goes. Must be able to show that they worked 5/10 years prior to the disability/etc took effect."
Slice Out Hunger,,https://sliceouthunger.org/,,Helps connect pizza joints to those that serve those experiencing food insecurity
