Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Benefits in Action,720-221-8354,https://www.benefitsinaction.org/ info@benefitsinaction.org,"12157 W Cedar Dr. Ste 100 Lakewood CO, 80228","Contacts that help sign up for Medicaid/Medicaire, SNAP, TANIF, WIC, Food delivery, Mental Wellness"
Bone Marrow and Cancer Foundation,212-838-3029,http://bonemarrow.org/,"515 Madison Ave, Ste 1130, NY NY",Financial assistance for those waiting for bone marrow/stem cell/cord blood transplants; survivors can have educational fund
Breckenridge Outdoor Education Center,970-453-6422,boec.org,"boec@boec.org  524 Wellington Rd, Breckenridge, CO 80424","Outdoor learning experience for differently abled, those with a disability/special need; adaptive skiing and snowboard program, paddling great rivers, high ropes course, offers camps and retreats for individuals and custom group programs to anyone with any type of disability throught the calendar year, scholarships for participants with financial needs"
Care Coordination,719-575-8998,heacares@elpasoco.com  https://www.elpasocountyhealth.org/appointments-adults-children-families/care-coordination-community-resources/,1675 W Garden of the Gods 80907,"Food, child care, behavioral health providers, transprot, housing, rent, utilities, pcp, medicaid app, food access, covid 19 info"
Cars for Charity Inc. (FreeCharitycars.org ),720-387-5124,http://www.carsforcharity.net/   amandagearhart@carsforcharity.net,"3478 Running Deer Dr, Castle Rock, CO 80109","Cars for Charity, Inc. is a Colorado 501(c)3 non-profit organization. The purpose and mission of Cars for Charity, Inc. is to act as an enabling entity for other non-profit organizations. Many non-profit organizations are unable to have an in-house vehicle donation program, because they financially are unable to spend the money required by the Colorado Department of Revenue to obtain a Dealer's License, bond and do not have the staff, time and expertise to manage an in-house program. Cars for Charity, Inc. eliminates these obstacles. Cars for Charity holds the Dealer's License, the motor vehicle bond, and brokers the donated vehicles to the appropriate facility for direct sale, auction or as scrap."
Center for Employment Opportunities,719-694-5450,http://ceoworks.org/   ceocosprings@ceoworks.orgU  nholliday@ceoworks.org,"888 Garden of the Gods Rd #110, Colorado Springs, CO 80907","Employment opportunities for those just returning home from incarceration. Will help get benefits reinstated, will interface with DHS on your behalf"
Cerebral Palsy Assoc of Colorado Springs,719-638-0808,http://cpappr.org/,"1322 N Academy Blvd, Ste 115","Financial assis. to those with cerebral palsy. Med equip, orthotic appliances for: physical therapy occup therapy speech; therapy horsebac riding, etc"
CHAC Downpayment Assistance Program,,chaconline.org/financial-assistance/down-payment-assistance-program, ,"Max amount: $2,500 to $10,000 second mortgage loan ($10,000 for those with disabilities), minimum $1,000 downpayment required, low-interest and flexible payment"
Chapter 33-Transferred Post-9/11 GI Bill benefit rates,,https://www.va.gov/family-and-caregiver-benefits/education-and-careers/transferred-gi-bill-benefits/rates/,,Rate of college tuition/etc you could get for your service
CHFA,800-877-2432,https://www.chfainfo.com/about-chfa,"1981 Blake St Denver, CO 80202","CHFA strengthens Colorado by investing in affordable housing and community development. We offer financial resources to strengthen homeownership, affordable rental housing, and businesses."
Choice Wireless,719-626-0000,https://www.choice-wireless.com/,,Government phone medicaid phone
Colorado Access,720-873-6083,Contact Colorado Access Support,"11100 E Bethany Dr, Aurora CO 80014","Nonprofit health plan founded in 1994 offering Medicaid services to individuals and families.    At Colorado Access we partner with communities to empower people through access to quality, equitable, and affordable care. We value diversity of cultures, backgrounds, and perspectives. We commit to building the awareness and knowledge necessary to collaborate with colleagues, providers, members, and communities in a culturally appropriate way. We respect and embrace individuality while fostering an experience of inclusivity and belonging. We promote a culture in which our employees are appreciated, accepted, and feel connected to our mission. We will lead and inspire others who share in our commitment to diversity, equity, and inclusion, and together we will create healthy communities and achieve health equity."
Colorado Cross-disability coalition: the Leader in Disability Rights,303-839-1775 Fax: 303-648-6262,https://ccdconline.org/     info@ccdconline.org ,,Statewide cross-disability organization; disability rights movement
Colorado Debt Relief,,https://www.coloradodebtrelief.org/Tips-And-Resources/?p_acc=1&p_sit=148&p_eng=1&p_gcmp=11593389799&p_gadg=113437523672&p_gcre=478934759195&p_gtrg=kwd-11242631&p_gfid=&p_gkwd=debt%20solution&p_gmat=p&p_gnet=g&p_gpla=&p_gpos=&gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfB5AnddxIT4s5tjAA31kXhsDxpIgCOMlF-uM7Bh4bWEgR4wJexkQfRoCbXgQAvD_BwE, ,"Debt relief for Coloradans, mostly by consolidation"
Colorado Housing Finance Authority,303-297-7312 800-877-2432,pboyd@chfainfo.org fax: 719-382-4113 chfainfo.com,"1981 Blake St, Denver, CO, 80202",Housing Assistance
Colorado Indigent Care Program,800-221-3943,https://hcpf.colorado.gov/colorado-indigent-care-program,,NO LONGER RUNNING (ENDED 07/01/2025) Can be used in addition to medicaid to assist with medical treatment costs. NOT an alternative to medicaid/other insurance.
Colorado Office of Financial Empowerment,720-508-6238,https://coag.gov/resources/ofe/   ofe@coag.gov,"1300 Broadway, 6th floor Centennial","Classes, info and resources for finances/debt"
Colorado Ovarian Cancer Alliance,720-971-9436,http://colo-ovariancancer.org/programs/financialassistance/cocacares-financial-assistance-program,"8801 E Hampden Ave #104, Denver",Limited finan. assis. to those with ovarian cancer
Common Spirit,,https://www.mountain.commonspirit.org/,80907,"Misc Support Groups, might offer financial assistance for Urinalysis"
Community Works,719-203-4758,https://www.commwrks.org/,"1652 S Circle Dr, C/S, CO, 80910","For clients-Employment Resources: will help clients of their program get clothing for jobs, will give them a prosocial place to go during the day, give them work until they are able to join the workforce (if ID issues, will help them get their birth certificate and state ID); can get them pay for certificates for construction; will help meet requirements for DHS to get your benefits/food stamps reinstated"
Crisis Intervention Program,866-432-8435,energyoutreach.org/cip/,,heating emergency? receive LEAP benefits? call.
Cross Fire Ministries,719-447-1806,https://www.crossfireministries.org/,"3975 N Academy Vlvd, Colroado Springs, CO 80917","Food Pantry, thrift store, utility assistance, educational opportunities: cooking, super saver saturday/financial classes, support group for addiction; must rsvp before attending cooking classes; they have a program that if you sign up you can get $50 gift card to their thrift store and one free grocery trip per week through their food pantry"
Defend the Fatherless,,https://www.defendthefatherless.org/,,"Offers mental health 'scholarships' to those from foster/adoptive/kinship families whom are seeking mental health services for any member of the family-providers of choice. Religious organization that offers male mentorship to those that are lacking a paternal influence concerning support and community for the emotional, educational, financial and spiritual need of the families."
Defense Finance and Accounting Service,888-332-7411,https://dfas.mil/,"Military, retired & annuitant, civilian employee, contractor and vendor",Providing payment services for the department of defense
Delta Dental,800-610-0201,,,Takes Medicaid
Dental doctors,1-855-225-1729,,,Looking up dentists that have open appts locally that take medicaid
Department of Local Affairs,303-864-7810,doh.colorado.gov/,"1313 Sherman St, Ste 320, Denver, CO 80203   https://doh.colorado.gov/emergency-rental-assistance","The Division of Housing partners with local communities to create housing opportunities for Coloradans who face the greatest challenges to accessing affordable, safe, and secure homes. Working with the Colorado State Housing Board, the division supports a wide range of housing efforts, including affordable housing, rental assistance vouchers, homelessness, regulation of mobile home parks and factory-built structures, and home modifications for accessibility. Also has applications for housing financial assistance"
Disability Caregivers,,https://acl.gov/ltc/costs-and-who-pays/what-is-long-term-care-insurance,,Long-term care insurance (instead of medicaid); paid family leave-contact state labor office; local area agencies on aging; vet programs; resource/how-to guide
Disability Employment,,https://www.opm.gov/policy-data-oversight/disability-employment/,,Guide on how to get federal employment for those with disabilities
Disability Jobs Training,,https://www.usa.gov/disability-jobs-training,,Job resource database for those with mental or physical disabilities
Disability Law services,303-722-0300   800-531-2105,https://disabilitylawco.org/we-may-be-able-help-you,"455 Sherman St, Ste 130, Denver, CO, 80203",Low or free cost disability law
Disability Reshources,,https://www.dol.gov/general/topic/disability,,Resource database for those with a disability getting a job
Disabled American Veterans,dav26co.org,dav.org,https://www.dav.org/about-dav/,"Rides to and from medical appointments, food, benefits, DVA, Chapter 26 Membership meetings, second Tuesdays, 7 pm 6880 Palmer Park Blvd open to all vets and their guests dav26co.org"
Diversus Health,719-572-6100,https://diversushealth.org/locations/parkside/   diversushealth.org,179 S Parkside Dr 80910  24/7: 115 S Parkside Dr emergency,"Sober living financial assistance, mental health and well-being for all CS; Restorative Services; transfer form if current sober home not working out., counseling services, addiction services, crisis services; 24 hr crisis: 1-844-493-8255 38255 (text 'TALK'), possibly a few resources for CCAR scholarships reources"
DOLA Department of Local Affairs,,doh.colorado.gov,,"the primary interface between the state and local communities. Provides financial support to local communities and professional and technical services to communty leaders in the areas of governance, housing, and property tax administration"
Dungarvin Colorado,303-423-7660,dungarvin.com,"4704 Harlan St STE 150, Denver, CO 80212","A little about us: Dungarvin is a national organization of privately owned companies that are dedicated to providing high quality, community-based supports to people with varying support needs. Dungarvin provides a variety of individually tailored services and supports under the Medicaid Home and Community Based Waiver. Other services provided include day services, supported employment, case management, supported foster care, children’s services, respite care, host homes and supports for persons with traumatic brain injury and mental health needs in several states.  Our quality services are flexible and responsive to individual needs and choices, while maintaining the fiscal integrity that ensures the long-term stability and security every person expects and deserves."
Emergency Medicaid,800-221-3943,https://www.healthfirstcolorado.com/emergency-medicaid/,,"This is exactly as it says, it’s emergency Medicaid. That means that it’ll take awhile to get ahold of, no joke, may take a few hours."
Employer Tax Credit,,colorado.gov/cdle/taxcredits,,"Tax credit for employers that employ people with: vet status, food stamps, ex-felons, ssi, vocational rehab referrals, long term tanf, long-term unemployment recipients, short-term tanf recipients, designated community residents (rural renewal county)"
Empower Special Needs,719-339-5961,http://empowerspecialneeds.org/,,Disability services and support organization
Energy Resource Center,719-591-0772,erc-co.org,"540 E Cimarron St, Colorado Springs, CO, 80903","Not for profit that helps people check for energy consumption, household carbon footprint, home safety and detection, home insulation, appliance efficiency, solar solutions; save money on energy costs, cut energy waste, assist with affordable housing crisis, application for benefits or weatherization program, energy assessments, post-energy assessment steps, completion of work, final inspection, resource database for energy efficiency"
Ent Credit Union,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwi6zLXD9-GJAxWi1BYFHTKiJicYABAAGgJ0bA&ae=2&aspm=1&co=1&ase=2&gclid=Cj0KCQiAouG5BhDBARIsAOc08RSdSiP3K5mqLYO9euKr2msAYZHYS_3R0zDBINv0It1-rnK--AbYrpkaAkz5EALw_wcB&ei=CiE5Z8XYG_rlwN4PirqfoAs&ohost=www.google.com&cid=CAESVuD2yAI3aNgVKx-3DP9u8zmcGA3npGYEEBZ9wFsMQIjrNLshhvsTrqNZLCGYWecPVi1L2PQ5psLoMMwxKLroOXVd2dytKGaBbaWeAOVYlV2oIPmcesNJ&sig=AOD64_0zNf6Vkft7X0n8RDUdIICbcTXhAQ&q&sqi=2&nis=4&adurl&ved=2ahUKEwjFhafD9-GJAxX6MtAFHQrdB7QQ0Qx6BAgMEAE,,"Can help credit score improvement, financial planning, budgeting, getting out of debt, building credit, help with housing (homebuying process or when you're struggling with rent or mortgage payments"
Entouch Wireless,866-488-8719,http://www.entouchwireless.com/,,Government phone medicaid phone
Envida Cares,719-633-4677,https://envidacares.org/,infomoves@envidacares.org,Medicare patients free medical rides
EPC Medicaid Eligibility Line,Sign-up: 719-636-0000,State: 800-359-1991,,"Will help you sort out any issues with your medicaid application, DHS based, 0000 recommended by Jarrell; for application and recertification for medicaid"
Family Success Center,719-632-1543,https://www.ppunitedway.org/family-success-center/,"518 N Nevada Ave, C/S, CO, 80903","serve the entire family and empower community members to become financially stable, grow, and accomplish their goals. Visit us today at the FSC where we strive to uplift families through the strength of community collaboration. To speed up your enrollment process, click here:"
Family Voices,303-877-1747,https://www.familyvoicesco.org/,info@familyvoicesco.org,"Resource Database for family needs; resource navigation; education and training (medicaid 101, HCBS-home and community based service waivers, insurance appeals, medical home model of care, family engagement, funding, navigating systems of care); advocacy and policy; "
Federal guide to Financial Counseling,,https://www.cob.uscourts.gov/credit-counseling-debtor-education-courses, ,Debtor and credit counseling
Financial Coaching,405-720-0770,cfinsel@oknativeassets.org   oknativeassets.org/page-8689/9259717,,Financial coaching for Native Americans
Financial Literacy First,,https://oedit.colorado.gov/financial-literacy-first,,
Financial Readiness Program,719-526-4783,https://myarmybenefits.us.army.mil/Benefit-Library/Federal-Benefits/Financial-Readiness-Program-(FRP),,"The Army's Financial Readiness Program (FRP) is available at every installation. Army Community Service (ACS) FRP teaches Soldiers in both classroom training & individual counseling sessions, how to save and invest their money, how to establish savings goals, debt elimination strategies, and saving for emergencies. Through partnerships with non-profit corporations, many of these tools and resources are provided online for those geographically separated from an ACS office. Contact your local installation ACS center or Family Service Center for more information."
Financial Wellness Sessions,,ent.com/events,Free virtual financial wellness sessions,Free virtual financial wellness sessions
Focus Reentry,Lani: 720-662-2576 or Lindsay: 720-662-2577,http://focusreentry.org/,"PO Box #4751, Boulder, CO 80306","They might be able to help you with a phone, backpack, help getting ID documents, signing up for benefits, and other resource connections."
"For Applicants of SSI, temp $",303-333-3482,http://coloradopeak.secure.force.com/,Details: https://www.senioranswers.org/financial-resources/and-ab/,"$200 a month for those applying for SSI/etc, 18-60 yo, click the check the 'adult financial' assistance box on the standard medicaid application"
Forge Evolution,719-475-7815 fax: 719-385-6202,https://forgeevolution.org/,"224 E Kiowa St Rm 230, Colorado Springs, CO 80903",Colorado Springs Teen Court; offers expungement of records for teens that finish their program. Resources that help prevent recidivism. Services covered by medicaid and chp and sliding scale; counseling in-person and telehealth; case management to teen and families.
Fraud & welfare fraud reporting,719-651-7953,reportwelfarefraud@elpasoco.com,1675 Garden of the Gods Rd,If someone is misusing your benefits/has stolen them
Genesis Ref. Lab,844-510-0194,https://genesisreferencelabs.com/,"6547 S Racine Cir Suite 1100, Centennial, CO 80111",MIGHT offer financial assistance with UA costs
Goodwill Resources,,https://goodwillcolorado.org/services/,,"Resource database of what's offered by goodwill. Help with farmers/ranchers, developmental, aging challenges, independence in agriculture trade and commerce; job training and support, LEAP (low-income energy assistance program); information technology training A+ cert, network + cert and security + cert for comptia; career development services, youth education/career development, mentoring, soft skills, work opportunities for those with disabilities (custodial), child support/improved payments and child success (impacs 303-412-3150), educational and social integration for refugee youth (CLIMB 720-392-8242), work skills and family stabilization (colorado works/tanf), soft and practical skills training (self-esteem, self-motivation, personal responsibility and reliability, cultural diversity and acceptance 720-738-0001), day program for individuals with significant disabilities, day program for individuals with developmental disabilities (POSSIBILITIES), day program for seniors (VOYAGES), in0home care: your life your way, Senior move managers (things forgotten not gone, moving service to help seniors moving into aging community/etc); in-home support services, financial support to caregivers for loved ones with disabilities on medicaid (free medical benefits); residential services (individuals with developmental and age-related challenges to remain independent); transitional students support (one-on-one job skills development for preparation for graduation); commercial contract services for businesses. Donation pick ups"
Green Path,877-337-3399,greenpath.com,,"Can help credit score improvement, financial planning, budgeting, getting out of debt, building credit, help with housing (homebuying process or when you're struggling with rent or mortgage payments"
Harley's Hope,719-495-6083,harleys-hopefoundation.org,info@harleys-hopefoundation.org PO BOX 88146 C/S 80908,"Resources for pets and keeping their homes intact, financial, food, health care for pet"
Health Care Policy & Financing,,https://hcpf.colorado.gov/program-list,,Resource database for complementary programs for healthcare services such as medicare/medicaid.
Health First Colorado,800-221-3943,https://www.healthfirstcolorado.com/,,Helps with Medicaid
Healthcare Policy and Financing HCPF,,https://apps.colorado.gov/apps/maps/hcpf.map,,Please call to schedule an appointment for help with completing a medical assistance application. All locations searchable in this tool may verify required documentation for medical assistance programs.
Hear USA Colorado Springs North,,https://www.hearusa.com/hearing-centers/details/us/80918/colorado-springs/hearusa-colorado-springs-north/16008/?utm_source=google&utm_medium=organic&utm_campaign=businessprofile&utm_content=hearusa-colorado-springs-north-website-40012,6475 Wall St Ste 203 Colorado Springs CO 80918,Possible financial assistance for hearing aids
Human Services for all Counties,,https://remerg.com/category/social-services/human-services/,,Human Service offices where you can apply for services and benefits based on county
Impact Development Fund Down Payment Assistance, ,impactdf.org/el-paso-county/,,"Borrowers must obtain their primary mortgage from FirstBank. Max amount: 5% of purchase price or $30,000, whichever is less. Repayment at 6% fixed interest over 15 years and no housing ratio is used, with debt-to-income ratio of 50% max"
Improved Payments and Child Success (IMPACS),719-500-9759,https://goodwillcolorado.org/services/,,"Goodwill’s IMPACS Program helps parents paying child support and their families overcome barriers to employment through supportive services and individualized case management. Approved applicants collaborate with Goodwill staff and community service providers (e.g., community colleges, workforce centers, etc.) and/or county human service departments to assist participants in securing gainful employment and maintaining their financial support obligations."
Independence Center,719-471-8181,theindependencecenter.org,"729 S Tejon St, 80903","Handicapable assistance; homeless assistance, civil rights for people with disabilities, Disability advocates, home health, CAN program, family payer program, Home Modification, reduced price bus passes, id voucher, non-sober housing voucher: Erika"
"Intervention, inc.",303-450-6000,int-cjs.org/c3,https://www.int-cjs.org/locations    ,"addiction recovery, mental health, photo id/dL, medicaid, medical/dental, housing resources, sober living, peer support specialists, job search assistance, food and clothing, transportation, GED, trade/life skills, financial management, veterans assistance, legal resources"
Junior Achievement Southern Colorado,719-636-2474,https://soco.ja.org/,"611 N Weber St Ste 201, C/S, CO 80903","K-12 students educational enrichment, financial literacy, work and career readiness, entrepreneurship"
Kelly Kropf via Benefits in Action,720-204-1927,kkropf@benefitsinaction.org,,"If client is still listed as 'incarcerated' on their benefits sheet, contact her to get it fixed so they can get their benefits started"
Kids Crossing/Roundup School/R Fellowship,719-922-1483,https://www.kidscrossing.com/,,"Foster Care for kiddos, therapeutic foster care, in home services, educational support/tutoring, mobile crisis, TBRI, therapeutic services, financial support, trauma-informed work program, adult care"
Kingdom Builders,719-247-8190 Crisis Line 24/7: 719-464-4647,info@kbflc.org,"411 Lakewood Cir, Ste C-201 C/S, CO, 80910","Advocacy Services for domestic or sexual violence survivors: one-on-one support; safety plans; education about violence; support groups; financial, legal, and housing options; referrals for additional support services"
Leap Low Income Energy Assistance Program,,https://cdhs.colorado.gov/leap,,Helps people stay warm in the winter by offering financial assistance towards electricity and heating
Life Wireless,888-543-3620,https://lifewireless.com/,Georgia,Government phone medicaid phone
Matthews Vu,Weber 574-7083,Woodmen 632-4455  Southeast 574-7038 Rockrimmon 522-0707,Downtown 473-6171,Accepts Medicaid
Medicaid 24/7,1-800-283-3221,,,"I have had no reviews/insights into this contact. If you do use them, please tell me how it goes."
Medicaid State Sign-Up Line,800-221-3943,,,State medicaid sign-up line
Medicaid buy ins,1-800-711-6994,https://www.healthfirstcolorado.com/get-help/   https://hcpf.colorado.gov/buy-in-program-working-adults-disabilities,Sign-up: 719-636-0000,"Price based on income; Must have pre-existing conditions that would normally get you in for SSDI/SSI; DO NOT SEND PAPERWORK TO EMAIL, SEND/TAKE TO COUNTY DHS"
Medicaid Doctor Lookup,,https://www.healthfirstcolorado.com/find-doctors/,,
Medicaid Funeral Expenses,,https://ckf.cchn.org/blog/little-known-medicaid-benefits-burial-assistance-program/,https://drive.google.com/file/d/11nwNGSQSu-uwfyTLlBNJ_22GEV6N1IAH/view,"1st link is the explanation, second link is the form to fill out"
Medicaid Phone,,brenda@sunrisecounselingcs.com,,"Send the following information to the email listed to the left: First and Last Name, Last 4 of SS Number, Date of Birth, Address with your zip code and apartment number, email address"
Medicaid Portal,,Colorado Provider Portal > Home (gainwelltechnologies.com),,"I have had no reviews/insights into this contact. If you do use them, please tell me how it goes."
Medicaid Rides,866-288-3133,,,Hearing Impaired Medicaid Ride
Medicaid Transport Reimbursement,719-520-6905,,,"If drove personal vehicle to appt, call for possible reimbursement."
Medicare Bus Passes,303-444-3043   719-471-8181,https://coloradosprings.gov/mountain-metro/fares-and-tickets-hub,729 S Tejon St 80903,"In the medicare application, you can buy single use, day and multiple bus passes for REAL cheap"
Medicare Transport,720-665-4449,https://www.mdttransit.com/medicare-ride-service-colorado-springs5e4be744, ,Free transport for medicare recipients
Mental Health Transitional Living,303-866-5170,cdhs)admissions.mgtl@state.co.us  cdhs.colorado.gov    https://cdhs.colorado.gov/mental-health-transitional-living-homes,"3824 W Princeton Cir, Building 15, Denver, CO 80236","helps with food, meds, no benis or money needed, not used within 3 months usually, NO SO, if they required locked facility, none if on M1 hold, Level 2 Home will take people out of detox, acute crisis interventions within 6 or less months. Has SI/HI in last 6 months, actively trying to harm themselves within last 6 months. Homes staffed 24/7 with QMAP. Staff are cooking and basic cleaning, most need to keep up with their own ADL, unlocked doors and hands off. Intensive case manager. Optional programs. So long as they're not decomping/isolating. They pay first, work on getting them on waivers with SSI/medicaid/etc/hcbs; needs 6 month mental health history; new homes opening up with less criteria including only 3 month mental health history, dogs?"
Metro Caring,303-860-7200,info@metrocaring.org  https://metrocaring.org/services/id-vouchers/,"1100 E 18th Ave, Denver CO 80218",Free transport for medicare recipients
Military Emergency Financial Assistance,877-272-7337,http://redcross.org/colorado,1040 S 8th St,Provides some financial assistance for active duty military and retired military in emergencies. Assistance includes:
Military Health System,800-214-8819,https://www.mhsnurseadviceline.com/home,"Nurse advice line for those with Department of Defense Benefit Number, call/chat via text/online/video calls via link",
Military One Source,,militaryonesource.mil/,financialfrontline.org,Resource database for military
Mountain West Financial PATH Home Loan Program, ,mwfinc.com/path/,,"Upfront savings with reduced lender fees and interest rates, can be used with other lender fees and interest rates, can be used with other down payment assistance programs, for members of the Colorado Public Employees' Retirement Assiciation or the Fire and Police Pension Association of Colorado "
My Colorado Journey,720-273-2944,http://cdhe.colorado.gov/students/preparing-for-college/financial-aid-for-students,N/A,"Free financial education tools, including info on saving and paying for college"
National Craniofinancial Association,800-332-2373,http://faces-cranio.org/financial-assistiace,N/A,Financial assis for med necessary travel to out of town tx for craniofacial cond for indiv and families with monetary barriers to reaching care
National Organization for Rare Disorders,800-999-6673,http://rarediseases.org/,"7 Kenosia Ave, Danbury CT",Financial Assis for medical expenses for those that suffer from rare diseases
Next Chapter,719-930-6811   888-719-8387,https://www.nextchapterhouse.com/   nextchapter@mtcarmelcenter.org,"530 Communication Cir C/S, CO 80905","Community wellness program serving vets and their families; Health: counseling services, telehealth therapy, support groups, alternative therapies, retreats; Transition and employment: military career transition, employment workshops, milSpouse Career Program, Vet job coaching, community partnership resources; Services: Housing and food aid, financial coaching and assistance, education programs, legal support, homeless vet outreach"
Obligations to Aberdeen's Trusted Heroes Act (OATH),,,,"Former service members who participated in secrecy oath programs that prevented them from disclosing a mission or seeking benefits for service connected illnesses or injuries caused during missions, targeting 1950s-1970st vets vics of mustard gas tests."
Old Age Pension,,https://cdhs.colorado.gov/adult-financial-programs,,"Income for needy, disabled, elderly."
Operation First Response,888-289-0280,http://operationfirstresponse.org/,"20037 Dove Hill Rd, Culpeper, VA",Supports teh nation's veterans and first responders and their families with financial aid based on individual needs
Operation Homefront,877-264-3968,http://www.operationhomefront.org/,3726 E Pikes Peak Ave,Financial Assis. and home repairs to eligible service members and veterans. Rent/Mortgage/Utility/bills/baby items/car payments/car repairs/home repairs/major appliance repairs
Optum Primary Care,522-1133,600 S 21st St,,PCP accepts Medicaid
"Our mission is to proactively support wounded, ill, and injured service members in their recovery, rehabilitation, and reintegration or transition to civilian life. To achieve this, we ensure holistic and tailored support is provided to meet the needs and goals of the service members and their families and caregivers. Disability determinations of seriously ill or injured service members before separating from service. Recovery coordination program: non-medical support they need to create teh life they want. Military caregiver support: provide resources and information. Education and employment initiative, career readiness assistance. Operation Warfighter: internship program",719-352-7190,https://www.centurypa.com/senior-living/bridge-colorado-springs/,"2494 International Cir, 80910",Resources for assissted living
PACT ACT,,,,2022 law that widened access to benefits for veterans care that were exposed to burn pits during thier deployments get extra tx help wth the resulting cancer
Partners in Housing,719-473-8890,partnersinhousing.org office@partnersinhousing.org,455 Gold Pass Heights 80906,"Single parent sober living (limited occupancy), furniture from donations (free), meets minimum employment requirements to get your benefits reinstated if DHS cancels them due to lack of employment"
