Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Al-anon/alateen,719-632-0063,303-777-5482   https://al-anon-co.org/service_centers/pikes-peak-al-anon-alateen-service-center/,"10 Boulder Crescent St, Ste 203C, Colorado Springs, CO 80903","Alcoholics anonymous, alcoholics anonymous for teens as well"
All Breed Rescue and Training,(719) 264-6460,http://haveanicedog.org/,"410 1/2 E Fillmore St, Colorado Springs, CO 80907","All Breed Rescue & Training (ABRT) is a 501(c)(3) nonprofit dog rescue and training organization based in Colorado Springs. Since 1994, we’ve been rescuing, rehabilitating, and finding forever families for dogs deemed unadoptable and facing euthanasia. Our 98% adoption success rate proves that our positive reinforcement- and relationship-based training works. And we offer this training to the whole community—our many on-site, certified, trainers can help make your canine a happy member of your family, always."
Almost Home,303-659-6199,https://www.almosthomeonline.org/,,"Services for Adams, Broomfield, Sourthern Weld Counties housing resource database; emergency assistance, guaranteed income for older adults, housing navigation center, housing stability program, emergency family shelter, severe weather program, street outreach program, respite housing program, rapid re-housing programs, workshops"
Angel Tree,719-382-1182,https://saangeltree.org/,"May change for this year, 208 Cunningham Dr, 80911","Provides Christmas gifts through Angel Tree to seniors and children in need. Once you have been accepted into the program an Angel will receive your submitted Christmas Wishlist and donors in the community will purchase the new clothes and gifts. Requirements: provide photo ID, proof of residence (envelope?) id for child (birth certificate), detailed info about your request"
Angel's of America's Fallen,719-377-7352,http://www.aoafallen.org/,,"""Angels of America’s Fallen is a 501(c)(3) that empowers children of fallen military, police, fire, and EMS heroes by engaging them in positive activities throughout their entire childhood. We support the children not just one time, but through a commitment to see them engaged positively in healthy activities such as sports, music, and other arts all year, every year, all the way through 18 years old without having to reapply. These provided activities have coaches or instructors who can help provide some positive mentoring the children are missing without the guidance and support of their fallen hero. We also provide trauma-informed client-centered case management, peer support for the surviving parent and children, outreach and referrals."""
Arkansas Valley Resource Center,719-384-7764,https://arkansasvalleyresourcecenter.org/,"Bent, Crowley, & Otero Counties, CO","24/7 crisis line, peer & group counseling, legal advocacy, children’s counseling, financial assistance, advocacy, & emergency shelter."
Army Community Services,(719) 526-4590,,"6303 Wetzel Ave Bldg 1526 Fort Carson, CO 80913","Boot Camp for New Dads (3 sessions), Nuturing Parenting Program, Infant Massage, Baby Nuturing (0-18months), Cooperative Parenting through Divorce, Playgroups every Friday 10am-Noon"
ASCA,,https://www.ascasupport.org/     info@ascasupport.org ,,"Adult Survivors of Child Abuse support groups, materials, resources, meetings"
Ascend Center,719-328-2200,https://gazette.com/news/local/new-ascend-center-in-colorado-springs-a-hub-for-helping-at-risk-youth-rise-above/article_9b2a55b0-dcf2-11ef-b3f6-1feb9f67e42f.html,"1600 N Union Blvd, 80909",Assistance for at-risk youth for building up the entire family to help the children start to thrive
Assisstance League,719-475-1029,https://www.assistanceleague.org/colorado-springs/   assistanceleague@al-cos.org,"405 S Nevada Ave, 80903","Family and children assistance, children clothing for school, hearing tests for class, for kids coming of age and out of the system a mattress box spring frame and bedding for first place, stuffed bear for kiddos surviving trauma; thrift store bargain box"
Atlas Prepatory Grade School,719-559-7737,https://www.atlasprep.org/,"1515 Pulsar Dr, 80916","Tuition free school, bi-lingual, public charter school, teaches core curriculum, trade skills"
Atlas Prepatory High School,719-302-2002,atlasprep.org,"1450 Academy Park Look, 80910","Tuition free school, bi-lingual, public charter school, teaches core curriculum, trade skills"
Atlas Prepatory Middle School,719-358-7196,https://www.atlasprep.org/,"1602 S Murray Blvd, 80916","Tuition free school, bi-lingual, public charter school, teaches core curriculum, trade skills"
Baldwin Library of Historical Children's Literature,,https://ufdc.ufl.edu/collections/juv/,,Free access to scanned version of many historical children's literature
Best Buddies,800-892-8339,https://www.bestbuddies.org/colorado/,"Aurora, CO",National organizatin that pairs those with autism in high school with friends for socialization and companionship
Black Resilience in Colorado BRIC,303-300-1790,http://denverfoundation.org/BlackResilience,Denver Colorado,"Established on Juneteenth (June 19), the Black Resilience in Colorado (BRIC) Fund explicitly directs resources to address systemic racism and its impact on Black communities across the seven-county Metro Denver region. BRIC is designed to support Black-led and serving nonprofit organizations. Through the Fund, nonprofits will have opportunities to leverage community assets, build organizational capacity, and secure resources during times of crisis."
Black Youth Success Movement,,https://www.cornerstonemovement.org/    https://www.cornerstonemovement.org/contact-us,https://www.cornerstonemovement.org/bysm,"Children of Color, poverty, inequities in most categories of well-being (housing, nutrition, transportation, child care, education, health care, wealth, incarceration, career opp and economic stab). First focus: education equity and success"
Boys and Girls Club of America,719-570-7077  719-473-3490  719-570-6242,https://www.bgcppr.org/,1307 Aeroplaza Dr/805 Praderia Ave/ 1455 S Chelton Rd,"Youth arts, education and career development, character and leadership development, health and life skills, sports, fitness and recreation"
Boys Town National Hotline,800-448-3000,,,"The Boys Town National Hotline is open 24 hours a day, 365 days a year and staffed by specially trained counselors. Parents, teens and families can find help with a range of issues including abuse, anger, depression, school issues, bullying etc."
Brad's House,,https://www.bradshouse.net/,,Youth Group home for at-risk youth
Breakthrough Type 1 Diabetes,303-955-1282,breakthrough1d.org,"720 S Colorado Blvd Ste 430-N, Denver CO 80246","Resource Database, forum, care packages for kids, adults, information, "
Bright by Three,303-433-6200,earlychildhoodframework.org,"2605 Martin Luther King Blvd, Denver, CO, 80205","worked with parents and caregivers to enhance early childhood development, helping them create nurturing and responsive relationships and connecting them to valuable resources in their community. During 2018, Bright by Three collaborated with over 500 partner organizations to deliver our visitation and Bright by Text (BBT) programs"
Bright Future Foundation,970-949-7086,https://mybrightfuture.org/,"Avon, CO","24/7 crisis line, emergency shelter, housing program, behavioral health services, legal representation, youth advocacy & mentorship, sexual assault examination/forensic nurse support, & education"
Brighter World,970-875-6984,brighterworldcac.org   office@brighterworldcac.org,"465 Anglers Drive, Ste C Steamboat Springs 80487",Child advocacy for forensic interviews after traumatic (sometimes sexual) experiences
Bryson's Chase Foundation,,https://www.koaa.com/news/positively-colorado/mother-son-create-nonprofit-to-help-raise-funds-for-mental-health-resources,,have health coaches and licensed clinicians that are going into the different school districts and seeing students and providing resilience-based services.
Care Coordination,719-575-8998,heacares@elpasoco.com  https://www.elpasocountyhealth.org/appointments-adults-children-families/care-coordination-community-resources/,1675 W Garden of the Gods 80907,"Food, child care, behavioral health providers, transprot, housing, rent, utilities, pcp, medicaid app, food access, covid 19 info"
Care House-thru Lutheran Family Services Rocky Mountains,719-227-7571,https://www.lfsrm.org/Visitation-Safe-Exchange,"10/ East St Vrain St, Ste 21, Colorado Springs, CO 80903","Family Visitation, foster care, kpc respite center, safecare-parent suport, adoption, pregnancy options colorado, refugee and asylee, imigration legal services"
Care Options for Kids,,https://careoptionsforkids.com/,,"Pediatric home care (from basic to medically complex care), pediatric therapy (speech, occupational, physical), school based services (hybrid, remote, in-person therapy), adult home care (personal, companion)"
Career One High School,719-531-6333,https://pikespeak.careeronlinehs.org/how-it-works/,https://ppld.org/cohs,Career Online High School (COHS) is an online high school diploma and career certification program funded by Pikes Peak Library District. Residents living within the Library District’s service area who have completed eighth grade and are age 18 or older are eligible to apply. Ready to get started?
Career Online High School,719-531-6333,https://ppld.org/cohs,https://pikespeak.careeronlinehs.org/how-it-works/,Free online GED/high school diploma sign up page
Cars for heroes,,https://cars4heroes.org/   https://cars4heroes.org/contact-us/,,"car/vehicles for Veterans, active-duty military, spouse of military, kid of vet/active-duty under 19, spouses of active/vet injured or handicapped in action"
Cases of Love,,https://www.facebook.com/CasesofLoveSuitCasesForFosterKids/?__cft__%5b0%5d=AZUe1oekhGUaul3ZlUVBpwbT4PD3xB2Z_skliwjjqanXeSxri786eKHZ9rGUNWWNTWbpO9YTMCgmLOp9VzCBA6iQ8vRi6vkdQjzaDvaYAxzVfcrEvMCfu7Z2CfzhuskTj5T83kBpqNbfsvQ5dmMD890qobT-QUPT23RLduGRWbRIgzEnY0m4ZrUsnZPOnPBGfcs&__tn__=kK-R,Colorado Springs,Suitcases and duffel bags and unopened hygiene products school supplies for foster kids
Catapult Learning,800-841-8730,,info@catapultlearning.com,"Catapult Learning, a division of FullBloom, provides evidence-based intervention programs for students and professional development solutions for teachers in K-12 schools across the country. We partner with 500+ school districts to produce positive outcomes that promote academic and professional growth."
Catholic Charities Marian House & Hanifen Center,719-475-7314 719-636-2345,ccharitiescc.org,14 W Bijou St. 80903,Shelter/Housing/Soup Kitchen/bus pass assistance/Family Immigration Services/rent/legal assistance/gas cards/id voucher
Catholic Relief Services,877-435-7277,https://support.crs.org/donate/help-around-world-2?ms=agigoo0924bge00gen01&gad_source=1&gclid=CjwKCAiAl4a6BhBqEiwAqvrquhQ5rymxbeeY5zspXrsS9jZJFE2G8LpJC-jjxYhkRp64_Uy8lVgqghoCykUQAvD_BwE,info@crs.org,helping feed kiddos and families around the world
Centre de Familia/Family Center,719-227-9170,https://thefamilycenterfc.org/,1645 S Murray Blvd 80916,Spanish speaking family center for resources
Chapter 33-Transferred Post-9/11 GI Bill benefit rates,,https://www.va.gov/family-and-caregiver-benefits/education-and-careers/transferred-gi-bill-benefits/rates/,,Rate of college tuition/etc you could get for your service
Charities' Hope,719-332-2360,https://www.charityshopecs.org/   CONTACTUS@CHARITYSHOPECS.ORG ,"201 N Chelton Rd, Colorado Springs, CO, 80909","Food, clothing pantry, rent, utilities, resume, job assistance, school supplies"
CHFA Firststep (Plus) (Targeted),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-FirstStep.aspx, ,"Minimum $1,000 dowpayment required, can be paired with CHFA downpayment assistance grant or loan (Plus), special financing in targeted areas"
CHFA Home Access Program for Veterans and People with Disabilities, ,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-HomeAccess.aspx, ,"Max amount: first mortgage plus up to $25,000 down payment or closing cost assistance. Below market first mortgage, additional $25,000 in assistance with 0% interest and payments deferred until end of first mortgage"
CHFA Preferred (Plus) (VLIP),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-Preferred.aspx, ,"30 year, fixed rate conventional loan, only 3% downpayment required, reduced-cost mortgage insurance required, can be paired with CHFA down payment assistance loan (plus), can be paired with Very Low-Income Program (VLIP)"
CHFA SectionEight (Plus),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-SectionEight.aspx, ,"Available to families already recieving Section 8 rental assistance, can be paired with CHFA downpayment assistance grant or loan (Plus)"
CHFA SmartStep (Plus) (Targeted),,chfainfo.com/participating-lenders/single-family/Pages/Programs-Forms-CHFA-SmartStep.aspx, ,"Minimum $1,000 dowpayment required, can be paired with CHFA downpayment assistance grant or loan (Plus), special financing in targeted areas"
CHFA SmartStep (Plus) (Targeted),877-509-2422,,,Call if you are worried about the health/wellbeing of a child/their upbringing
Child Community Services,719-440-6445,childcommunityservices.org,"5390 N Academy Blvd. #200, Colorado Springs, CO 80918 El Paso, Teller, Pueblo, Canon City, Fremont, Douglas, Denver suburbs","children counseling, crisis services, case management,  3 yo-17 yo"
Child Support Services,719-457-6331  719-457-6330  866-270-2606,www.elpasocountycss.com,"30 E Pikes Peak Ave Ste 203, 80903","Establishes paternity, orders support and enforces the order of support for child support payments"
Child Welfare Information Gateway,1-800-394-3366,childwelfare.gov,info@childwelfare.gov,"Child Welfare Information Gateway is your connection to trusted resources on the child welfare continuum. We provide publications, research, and learning tools selected by experts to support thriving children, youth, families, and communities. Resource database."
Children Safety Hotline/etc,1-800-843-5678,https://report.cybertip.org/index.htm;jsessionid=6C2033EE3967358D52C7660B0BD3AFBD.iwt1, ,Report missing children/child pornography
Children's Literacy Center,719-471-8672,childrensliteracycenter.org,,Tutoring for youth to teach tehm to read and read well.
Chins Up Program-Griffith Centers,719-636-2122,griffethcenters.org,17 N. Farragut Ave 80909,"Provides counseling and support services for families and children through a variety of programs. Therapeutic services focus on youth exhibiting antisocial behavior, drug use, aggression, criminal activity, inappropriate sexual behaviors, and low school performance. Services include individual, group and family therapy; testing and assessment; parenting classes; and vocational training. Family services include home-based therapy for high-risk families in crisis situations; foster care for children who have been victims of child abuse or neglect; and behavioral counseling."
Christlife Ministries,719-647-9235,http://mychristlife.org/,"2415 Lake Ave, Pueblo CO 81004","provides transitional housing, parenting programs, job preparation, peer navigation for substance abuse, and life skills."
Colorado Child Care Assistance Program,(719) 444-8178,https://cdec.colorado.gov/for-families/colorado-child-care-assistance-program-for-families,1675 W. Garden of the Gods 80907,Program designed to provide child care subsidies to low income families for child care when in an eligible activity.  CCAP
Colorado Child Protection Complaint,720-625-8640,https://coloradocpo.org/,"1300 Broadway, Ste 430 Denver, CO, 80203",Colorado CPS complaint department
Career Advance Colorado,303-620-4000,https://cccs.edu/press-releases/colorado-community-college-system-launches-free-training-for-in-demand-jobs/,Denver CO 80230,"Might be defunct Free training for construction, education, early childhood education, firefighting, forestry, law enforcement, nursing, resource database"
Colorado Center for the Blind,303-778-1130,cocenter.org,"2233 West Shepperd Ave, Littleton CO 80120","Resources, employment, independence training for adults and children, college readiness, enrichment classes, youth programs, camp for kids, independent living, support groups, technology training, cane travel, taking charge program"
Colorado Early Intervention Program,888-777-4041   800-799-5876,https://cdec.colorado.gov/early-intervention-for-infants-and-toddlers,"710 S Ash St. Denver, 80246","child care search, family resources/support, resource database, application for child care assistance programs"
Colorado Kids Belong,info@cokidsbelong.org,https://americaskidsbelong.org/states/co/,"1151 Eagle Dr #464, Loveland CO, 80537",Foster parent resource database
Colorado Legal Services,719-471-0380,https://www.coloradolegalservices.org/,"102 S Tejon, Ste 430, C/S, 80903","Colorado legal services: consumer, housing, family, landlord, tenant, default judgement, court forms, annulment, civil union, common law, divorce, id voucher problems/difficulties"
Colorado Network for Developmental Disabilities,719-344-8015,https://www.facebook.com/people/Colorados-Network-for-Developmental-Disabilities/100063832877868/#,UNK,Assists students with developmental disabilities to be included in schools
Colorado Parentz,,https://www.facebook.com/groups/575812951398356,,Facebook group for Colorado moms and dads to trade/free items to the local community
Colorado Preschool program,303-866-5223,universalpreschool@state.co.us   https://upk.colorado.gov/register?action=apply&subsidyProgramId=bcbc3d9b-5761-4514-9bae-b875bcd69c3d&redirect_url=/applications/bcbc3d9b-5761-4514-9bae-b875bcd69c3d/new,M-F 8a-8p,Preschool vouchers for those in need
Colorado Respite Coalition,303-233-1666,https://www.coloradorespitecoalition.org/,"393 S Harlan St Ste 250, Lakewood CO 80226","Resource database; Colorado Respite Coalition exists to encourage caregivers to take a break. Our vision is that all Colorado family caregivers have access to quality respite care resources—resources that allow them to take a break from caregiving—through a sustainable network that promotes collaboration and innovation. Training and education for caregivers, networking and support for professional caregivers"
Colorado Safe Haven for Newborns,1-888-510-BABY 2229 (can text),https://coloradosafehaven.com/,"18121 E. Hampden Ave, Unit C #232, Aurora Colorado, 80013",When you want to give up your baby anonymously
Colorado School of Mines,303-273-3000,https://www.mines.edu/,"1500 Illinois St, Golden, CO 80401",Lake County: helping lower utility bills by upgrading outdated systems for low income families and those in trailer parks
Colorado Springs Mom Collective-Family Connections-Catholic Charities,719-531-9400,https://cospringsmom.com/directory/listing/peak-parent-center?tab=related&view=map&category=0&zoom=15&is_mile=0&directory_radius=0&sort=oldest&p=1#sabai-inline-content-related,"917 E Moreno Ave Ste 140, 80903","Map of parent centers, fun events calendar"
Colorado Springs Therapeutic Recreation Program,719-385-5940,https://coloradosprings.gov/trp,"1628 W Bijou St, Colorado Springs CO 80904",Opportunities for youth and adults with disabilities to acquire skills that enable them to participate in leisure experiences of their choice and enhance their abilities to function within a community setting
Colorado Supervised Parenting,303-669-0978,https://www.coloradosupervisedparenting.net/what-we-do,coloradosupervisedparenting@gmail.com,"off-site supervised parenting, in-home supervised parenting"
Community Action Partnership,,https://communityactionpartnership.com/our-impact/,,"Resource Database. Embodying our nation’s spirit of hope, America’s Community Action Agencies are a robust state and local force – reaching children and families in 99% of our nation’s counties with life-changing services, from early childhood education to job training services for seniors."
Computers with Causes,720-278-7725   888-228-7320,https://www.computerswithcauses.org/computer-donation-colorado/,"6035 E 38th Ave, Denver, CO, 80207","Tech classes, internet devices, recycling old tech, internet solutions, tech support for all low income/not for profit/families and individuals, tax deduction mentioned for donations   NFP that gives computers, internet tech/etc to under priviledged families/individuals/nfp/schools/etc"
Concrete Couch,,concretecouch.org      facebook.com/concretecouch,Colorado Springs,"Aiming to help different groups come together and work as a team on a project, their mission statement is “to work with kids and community groups to create public art, to build community, and to create environments and experiences that humanize our world.” With tons of different projects completed across the community by diverse volunteers, they seem to do just that. Here, we speak with Steve Wood, Founder and Director of the Organization, as well as Colorado College alum."
Cornerstone Movement,,https://www.cornerstonemovement.org/    https://www.cornerstonemovement.org/contact-us, ,"Children of Color, poverty, inequities in most categories of well-being (housing, nutrition, transportation, child care, education, health care, wealth, incarceration, career opp and economic stab). First focus: education equity and success"
Court Care,719-452-5499,http://www.courtcare.org/,270 S Tejon St 80903,"Day care center providing free services at the courthouse including snacks, books, licensed child care, and activities for children while parents are in court"
Covenant House,1-800-388-3888,covenanthouse.org,,"24 hour helpline for homeless youth. Deals with a wide range of issues, including bullying, suicide, basic needs, health, sex, drugs and alcohol and sex assault; youth homeless shelter"
CPCD,719-635-1536,https://www.cpcdheadstart.org/,2330 Robinson St 80904,Free preschool
CWLA Child Welfare League of America,202-688-4200,cwla.org,"Washington, DC   cwla@cwla.org","Child advocacy, training for parents, resource database, consultation for child facing agencies, Relias partnership"
Dale House Project,719-471-0642,dalehouseproject.org,"7 W Dale St, Colorado Springs, CO 80903","Offer assistance and places to live for young adults leaving foster care without permanent placement with transitional housing, youth employment, transition services, volunteers"
Dave Thomas Foundation for Adoption,1-800-ASK-DTFA,davethomasfoundation.org  ,"Dublin, OH, 43016  info@davethomasfoundation.org",Foundation to help with adoption and to prepare both parties for their new family
Deerfield Hills Community Center,719-385-5996,http://www.coloradosprings.gov/Deerfield,"4290 Deerfield Hills Rd, Colorado Springs, CO 80916","Mobile food pantry, everyday eats (application: https://coloradosprings.gov/system/files/2024-06/everyday-eats-application-english.pdf), elementary before and after school program in HSD2 Elementary youth programs parent handbook, community playgroup, fun events for kiddos"
Defend the Fatherless,,https://www.defendthefatherless.org/,,"Offers mental health 'scholarships' to those from foster/adoptive/kinship families whom are seeking mental health services for any member of the family-providers of choice. Religious organization that offers male mentorship to those that are lacking a paternal influence concerning support and community for the emotional, educational, financial and spiritual need of the families."
Destinations Career Academy of Colorado,800-705-1528,https://codca.k12.com/,8601 Turnpike Dr Ste 100 Westminster CO 80031,"Tuition free public school; Destinations Career Academy of Colorado (Destinations) is a public online school, authorized by Julesburg School District and the CO Department of Education, approved by the NCAA, and serves students living across the entire state of Colorado. Destinations, powered by K12, helps students in grades 4–12 get a jump-start on their college and career dreams by combining dynamic core academics with authentic college and career exploration in over 20 approved Career and Technical pathways."
DIFRC Denver Indian Family Resource Center,720-500-1020,difrc.org,"1330 Fox Street, Suite 3, Colorado Springs, CO 80204",Family Resources for Native American Descendents in the child protection system; resource database
Disability Caregivers,,https://acl.gov/ltc/costs-and-who-pays/what-is-long-term-care-insurance,,Long-term care insurance (instead of medicaid); paid family leave-contact state labor office; local area agencies on aging; vet programs; resource/how-to guide
DOLA Local Community Funding Deadlines,,https://lookerstudio.google.com/reporting/6bf90675-163a-4c84-9eb8-eef9779be136/page/T7j0C,,"Funding deadlines for housing, food, job services, medical, native populations, rural development, youth/family, veterans, transportation"
Dream Center's Mary's Home,719-301-5411 719-247-2007,dreamcenters.com,4360 Montebello Dr Ste 900,"Housing/Shelter for women and children; women's health clinic; single mothers exiting homelessness; emergency housing, women free clinic"
Dungarvin Colorado,303-423-7660,dungarvin.com,"4704 Harlan St STE 150, Denver, CO 80212","A little about us: Dungarvin is a national organization of privately owned companies that are dedicated to providing high quality, community-based supports to people with varying support needs. Dungarvin provides a variety of individually tailored services and supports under the Medicaid Home and Community Based Waiver. Other services provided include day services, supported employment, case management, supported foster care, children’s services, respite care, host homes and supports for persons with traumatic brain injury and mental health needs in several states.  Our quality services are flexible and responsive to individual needs and choices, while maintaining the fiscal integrity that ensures the long-term stability and security every person expects and deserves."
Early Connections Learning Centers,719-632-1754,earlyconnections.org,"104 E Rio Grande St, C/S, CO 80903","Children aged 6-16 years old: offering nationally accredited programs featuring a literacy-focused curriculum, family support activities, nutritious meals and snacks, physical and behavioral health support, and a team of highly qualified professionals."
El Grupo Vida,303-335-9875,elgrupovida@gmail.com     https://elgrupovida.org/en/home/,"3443 S Galena St, Ste 120 Denver, 80231","Hispanic/Latinx parents group formed to provide mutual support for people with disabilities or special needs, their parents, family and guardians"
"El Paso County ""Turnkey Plus"" Mortgage Program", ,admin.elpasoco.com/economic-development/single-family-turnkey-mortgage, ,"Maximum amount: 5% of mortgage amount as a grant, 0% interest, 50% of DPA forgiven over first 5 years with remaining 50% forgiven at year 30, no first-time homebuyer requirement"
Empowering students through accessible tech with an ipad pro,,https://www.donorschoose.org/project/empowering-students-through-accessible-t/8906677/?utm_source=dc&utm_medium=nextdoor&utm_campaign=project&utm_term=teacher_9236481&rf=nextdoor-dc-2024-11-project-teacher_9236481&challengeid=22211700,,"Offers an Ipad pro to underprivileged kids, accepting donations"
Envision: You,303-214-2119,https://www.envision-you.org/,,"Provides crisis intervention and suicide prevention services to Lesbian, Gay, Bisexual, Transgender and questioning youth, multiple language options, online chat options"
Exceptional Family Member Program,800-342-9647,https://www.militaryonesource.mil/special-needs/efmp/,,Enroll your family member with special needs in EFMP to get the support you need to manage their care and services. For Military/Vets and their family
Experience Camps,,experiencecamps.org,,Camps across the nation that allows children who've lost one or both parents to go to camp at reduced or no charge
Families and Communities Rising,919-490-5577,fcrinc.org,"4220 NC-55 Ste 330, Durham, NC 27713","To educate and empower children, families, communities, and organizations by delivering unique educational and supportive services."
Families Matter,,Link to Families Matter Documents Folders Page,,"All rules and regs for child welfare, have to have access to access papers, all paperworks you could use"
Families Rising,,https://wearefamiliesrising.org/,,"Assist adoptive, foster and kinship families, educate child welfare professionals and champion the well-being of children and families"
Familly Resource Network CO,719-227-7477,https://familyresourcenetworkco.com/clinical-services/supervised-parenting-time,"5360 N Academy Blvd Ste 130, Colorado Springs, CO 80918","Resource Database, family visitation, CFI/Meditation, therapy (individual, family, couples), home studies, Contractual adoptive support services, to include home studies, pre and post placement services, and trainings, family preservation, supervised parenting time, classes such as first aid cpr, parenting classes, parent child interactions, life skills"
Family Attachment Center,719-632-3204,,"2913 Beacon St, C/S, CO 80907",Parent child therapy for attachment
Family Care Center,719-540-2100,,3 locats in C/S,"""Psychiatry & TMS, SUD; 
OP Counseling: All Ages, DBT, CBT, EMDR, Play Therapy"""
Family Connections,(719) 520-1019,https://www.ccharitiescc.org/family-connections-at-helen-hunt-campus/,2503 Holiday Lane 80909,"Provides high-quality, family- and child-oriented services for little or no cost. Also offer community trainings on child abuse/neglect issues, parenting, child development and shaken baby syndrome prevention."
Family Court Facilitators,,https://www.courts.state.co.us/userfiles/file/Self_Help/FamilyCourtFacilitators/FCF%20List%208_18_16.pdf, ,List fo all CO family court facilitators
"Family Crisis Services, Inc.",719-275-2429,https://www.familycrisisonline.org/,"Canon City, CO","24/7 crisis line, advocacy, emergency shelter, legal information & support, counseling, education, & emergency room support"
Family First Supervised Visitation and Exchange Services,719-358-0356,https://www.alignable.com/colorado-springs-co/family-first-supervised-visitation-exchange-services,1935 E Bijou St,"Ideal clients are those parents and/or guardians who are going through difficult times, be it Divorce, Separation, incidence of Domestic Violence or other situation of a criminal nature, where a need for a third party to supervised parenting time. Referrals can be court ordered or voluntary.."
Family Life Services,(719) 632-4661,http://flscs.org/,"1880 S Cascade Ave, Colorado Springs, CO 80905","Affordable Housing, single mom individual apartments"
Family Promise of Colorado Springs,719-329-1244,https://familypromise.org/  https://www.familypromisecos.org/ ,https://www.tfaforms.com/4903855 fill out to request VISPDAT with worker,"Shelter/Housing, helps to fill out VISPDAT; church volunteers to house families until they get on their feet, may not accept those with a criminal record"
Family Success Center,719-632-1543,https://www.ppunitedway.org/family-success-center/,"518 N Nevada Ave, C/S, CO, 80903","serve the entire family and empower community members to become financially stable, grow, and accomplish their goals. Visit us today at the FSC where we strive to uplift families through the strength of community collaboration. To speed up your enrollment process, click here:"
Family Support Center FSC,(719) 644-7511,https://fscautism.com/,6160 Tutt Blvd #120,"treatment of children and families impacted by Autism Spectrum Disorders. We understand that autism impacts the entire family and have designed a treatment program that offers support, education, treatment and a place of refuge for families."
Family Tree,303-420-6752,www.thefamilytree.org,"Denver, CO","24/7 crisis line, emergency shelter, legal advocacy, advocacy, parenting & housing support"
Family Tree Now,,familytreenow.com,,Source for looking up contact information for families
Family Voices,303-877-1747,https://www.familyvoicesco.org/,info@familyvoicesco.org,"Resource Database for family needs; resource navigation; education and training (medicaid 101, HCBS-home and community based service waivers, insurance appeals, medical home model of care, family engagement, funding, navigating systems of care); advocacy and policy; "
Federal Government Loan,,https://www.usa.gov/government-loan,,"List of links for federal loans for: students who need help paying for school; buying a home/home repairs, funding their business, needing support after a disaster, farmers and ranchers"
Feeding Friends,"1st and 3rd Thursdays, 10:30 am-when food runs out",,Mitchell High School 1205 Potter Dr 80909,Mobile Food Pantry
Financial Readiness Program,719-526-4783,https://myarmybenefits.us.army.mil/Benefit-Library/Federal-Benefits/Financial-Readiness-Program-(FRP),,"The Army's Financial Readiness Program (FRP) is available at every installation. Army Community Service (ACS) FRP teaches Soldiers in both classroom training & individual counseling sessions, how to save and invest their money, how to establish savings goals, debt elimination strategies, and saving for emergencies. Through partnerships with non-profit corporations, many of these tools and resources are provided online for those geographically separated from an ACS office. Contact your local installation ACS center or Family Service Center for more information."
